endpoint,mechanical_definition_id,variant,cohort,n,mae,bias,rmse,r2,interval_95_coverage,interval_95_width,spearman,future_interval_95_coverage,future_interval_95_width
viability_percent,,sens_bounds_learned_restarts,role:retest_priority,9,12.7685648365392,-4.564563164563956,14.411869723204251,0.0369953145773293,0.0,3.7823044697338424,0.7666666666666667,0.0,5.4541472719392035
viability_percent,,sens_bounds_learned_restarts,role:screening_candidate,58,14.263058046509094,10.875560043161727,18.21967494066624,-0.14730061631665925,0.8275862068965517,55.24064396474977,0.48187397147985545,0.8275862068965517,55.40112131579975
viability_percent,,sens_bounds_learned_restarts,support:model_supported,11,9.874060667568852,8.658645315961529,12.539932285780798,-0.021195776808170086,0.7272727272727273,43.57083759147338,0.5636363636363637,0.7272727272727273,43.765768813642005
viability_percent,,sens_bounds_learned_restarts,support:observed_retest,6,12.741095673042631,-0.43509316507976514,14.602965083874093,0.18076845025235233,0.0,3.7202923186202312,0.6571428571428573,0.0,5.414190956863799
viability_percent,,sens_bounds_learned_restarts,support:unclassified_historical,48,14.529988767113636,7.948494412685014,18.50956115790576,-0.0917613749360584,0.7083333333333334,44.500450379806864,0.4236979945653493,0.7083333333333334,44.78982735966169
viability_percent,,sens_bounds_learned_restarts,support:unknown_cold_start,4,25.789337440068575,25.789337440068575,25.9824340015976,-68.42825971606534,1.0,71.63810528449578,0.0,1.0,71.74527596972266
viability_percent,,sens_bounds_learned_restarts,support:unknown_prior_reversion,15,15.338721256624012,12.974869177889392,17.4327011068567,-0.8571822521448644,1.0,71.118383886753,0.38928571428571423,1.0,71.22646407236834
viability_percent,,sens_bounds_learned_wide,pooled,84,14.473086808363256,9.189795342741279,17.832909458916475,-0.03967760676694798,0.7261904761904762,47.511363194024014,0.5304167784657338,0.7261904761904762,47.847644189946095
viability_percent,,sens_bounds_learned_wide,ROUND_003,12,6.062821565326854,-4.162302188806774,7.631069125540987,0.3581151941346432,0.9166666666666666,47.430970781110894,0.5779343363791357,0.9166666666666666,47.712351585490005
viability_percent,,sens_bounds_learned_wide,ROUND_004,12,15.808533868744775,9.638017773561353,21.3567990908357,-0.2678026289515838,0.6666666666666666,42.06073675633568,0.09090909090909093,0.6666666666666666,42.26277975609107
viability_percent,,sens_bounds_learned_wide,ROUND_005,12,17.482482892880046,16.299301569699406,21.170313139739747,-0.37447698812261,0.5833333333333334,43.82930756510283,0.5734265734265735,0.5833333333333334,44.09538356435576
viability_percent,,sens_bounds_learned_wide,ROUND_006,12,18.76612325851283,10.018945871444451,20.196219609234237,-0.4927091434818087,0.6666666666666666,44.68107549581251,0.3356643356643357,0.6666666666666666,45.08908282874885
viability_percent,,sens_bounds_learned_wide,ROUND_007,12,14.518980788354762,11.431741417432425,17.062022496787268,0.10103436652746711,0.75,47.85101688177602,0.7762237762237763,0.75,48.25722051294273
viability_percent,,sens_bounds_learned_wide,ROUND_008,12,17.296702117176,15.206697964929331,18.883753472311056,-1.7511083526016682,0.75,54.64403004504569,0.6713286713286714,0.75,55.017826987998234
viability_percent,,sens_bounds_learned_wide,ROUND_009,12,11.375963167547509,5.89616499092877,14.420968523692633,0.27017043101412785,0.75,52.0824048329844,0.6783216783216784,0.75,52.49886409399599
viability_percent,,sens_bounds_learned_wide,role:cold_start_graduation,6,23.805021156320397,23.805021156320397,24.607254751935905,-16.181310777795808,1.0,67.06124276066254,0.2571428571428572,1.0,67.17669877184143
viability_percent,,sens_bounds_learned_wide,role:rescue_candidate,11,11.884934776384233,3.582825991079589,13.338756442893763,0.40554112627873595,0.6363636363636364,31.871406700362584,0.6636363636363638,0.6363636363636364,32.162370829209756
viability_percent,,sens_bounds_learned_wide,role:retest_priority,9,12.768564684066678,-4.56456335860782,14.41186945968313,0.03699534979442143,0.0,3.7823045146139003,0.7666666666666667,0.0,5.454147303733612
viability_percent,,sens_bounds_learned_wide,role:screening_candidate,58,14.263065521858003,10.875563209964483,18.219682901748218,-0.14730161894225846,0.8275862068965517,55.24070409307806,0.48187397147985545,0.8275862068965517,55.40118128395713
viability_percent,,sens_bounds_learned_wide,support:model_supported,11,9.874038658202313,8.65862194171002,12.53991130207556,-0.0211923591735681,0.7272727272727273,43.570902813156934,0.5636363636363637,0.7272727272727273,43.76583373760666
viability_percent,,sens_bounds_learned_wide,support:observed_retest,6,12.741095387944789,-0.4350933997565001,14.602964676190584,0.180768495994732,0.0,3.720292352819978,0.6571428571428573,0.0,5.4141909811933155
