evaluation_policy_version,round_id,round_number,provenance_class,formal_cohort,active_phase,candidate_id,formulation_id,recommendation_type,selection_rank,endpoint,endpoint_role,metric_type,prediction_mean,prediction_std,observed_mean,observed_unit,replicate_count,completed_row_count,evaluation_eligible,exclusion_reason,formal_metric_eligible,formal_exclusion_reason,signed_error,absolute_error,squared_error,standardized_residual,interval_95_lower,interval_95_upper,interval_95_covered,brier_score,classification_correct
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,retest_v2_88865d95334d,v2_88865d95334d,retest_priority,1,viability_percent,primary,continuous,1.4444992067671194,0.9988972145863833,15.755,percent,4,4,True,,True,,-14.310500793232881,14.310500793232881,204.79043295311894,-14.326299627493183,-0.5133393338221917,3.4023377473564302,False,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,retest_v2_88865d95334d,v2_88865d95334d,retest_priority,1,intact_patch_formation_pass,gate_secondary,binary,0.144023622132537,,1.0,binary,1,4,True,,True,,-0.855976377867463,0.855976377867463,0.7326955594671017,,,,,0.7326955594671017,False
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,retest_v2_88865d95334d,v2_88865d95334d,retest_priority,1,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,retest_v2_d9aaefea702e,v2_d9aaefea702e,retest_priority,2,viability_percent,primary,continuous,9.468709286190595,0.996690962070636,28.4675,percent,4,4,True,,True,,-18.998790713809406,18.998790713809406,360.9540485871305,-19.061867155230562,7.515195000532149,11.422223571849042,False,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,retest_v2_d9aaefea702e,v2_d9aaefea702e,retest_priority,2,intact_patch_formation_pass,gate_secondary,binary,0.8317817793138509,,1.0,binary,1,4,True,,True,,-0.1682182206861491,0.1682182206861491,0.028297369770813964,,,,,0.028297369770813964,True
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,retest_v2_d9aaefea702e,v2_d9aaefea702e,retest_priority,2,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,rescue_000009,v2_ea8a9ce5fcb2,rescue_candidate,3,viability_percent,primary,continuous,65.12864501919591,11.04426839504023,48.99250000000001,percent,4,4,True,,True,,16.136145019195908,16.136145019195908,260.37517608052093,1.4610424558717119,43.48187896491706,86.77541107347477,True,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,rescue_000009,v2_ea8a9ce5fcb2,rescue_candidate,3,intact_patch_formation_pass,gate_secondary,binary,0.5603522727247767,,0.0,binary,1,4,True,,True,,0.5603522727247767,0.5603522727247767,0.31399466954782257,,,,,0.31399466954782257,False
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,rescue_000009,v2_ea8a9ce5fcb2,rescue_candidate,3,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,rescue_000026,v2_13f1ff7a70b9,rescue_candidate,4,viability_percent,primary,continuous,66.33954348174896,3.091048919113526,53.712500000000006,percent,4,4,True,,True,,12.627043481748956,12.627043481748956,159.4422270899788,4.085035148964978,60.281087600286455,72.39799936321147,False,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,rescue_000026,v2_13f1ff7a70b9,rescue_candidate,4,intact_patch_formation_pass,gate_secondary,binary,0.7110224842934793,,1.0,binary,1,4,True,,True,,-0.28897751570652075,0.28897751570652075,0.08350800458391244,,,,,0.08350800458391244,True
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,rescue_000026,v2_13f1ff7a70b9,rescue_candidate,4,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000388,v2_b7e07e99afa8,screening_candidate,5,viability_percent,primary,continuous,56.078633246607154,24.71787912821978,40.6125,percent,4,4,True,,True,,15.466133246607157,15.466133246607157,239.20127760180725,0.6257063223903325,7.6315901552963865,104.52567633791793,True,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000388,v2_b7e07e99afa8,screening_candidate,5,intact_patch_formation_pass,gate_secondary,binary,0.9882134758639176,,1.0,binary,1,4,True,,True,,-0.011786524136082388,0.011786524136082388,0.00013892215121045267,,,,,0.00013892215121045267,True
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000388,v2_b7e07e99afa8,screening_candidate,5,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000599,v2_4673547a29eb,screening_candidate,6,viability_percent,primary,continuous,53.71104413417668,24.59404247216249,6.817499999999999,percent,4,4,True,,True,,46.89354413417668,46.89354413417668,2199.004481463976,1.9067033891339562,5.506720888738208,101.91536737961516,True,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000599,v2_4673547a29eb,screening_candidate,6,intact_patch_formation_pass,gate_secondary,binary,0.9785081413996578,,0.0,binary,1,4,True,,True,,0.9785081413996578,0.9785081413996578,0.9574781827854127,,,,,0.9574781827854127,False
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000599,v2_4673547a29eb,screening_candidate,6,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000452,v2_fb629591d74c,screening_candidate,7,viability_percent,primary,continuous,66.59621942113174,5.566915856512772,40.18,percent,4,4,True,,True,,26.416219421131736,26.416219421131736,697.8166485053775,4.745216220616524,55.6850643423667,77.50737449989677,False,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000452,v2_fb629591d74c,screening_candidate,7,intact_patch_formation_pass,gate_secondary,binary,0.8998345731825302,,1.0,binary,1,4,True,,True,,-0.10016542681746976,0.10016542681746976,0.01003311272952589,,,,,0.01003311272952589,True
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000452,v2_fb629591d74c,screening_candidate,7,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_001218,v2_b0c3376ad599,cold_start_graduation,8,viability_percent,primary,continuous,54.51751704270245,24.68740406206245,24.755000000000003,percent,4,4,True,,True,,29.76251704270245,29.76251704270245,885.8074207171537,1.2055749955678414,6.130205081060055,102.90482900434485,True,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_001218,v2_b0c3376ad599,cold_start_graduation,8,intact_patch_formation_pass,gate_secondary,binary,0.000271198297703,,1.0,binary,1,4,True,,True,,-0.999728801702297,0.999728801702297,0.9994576769531108,,,,,0.9994576769531108,False
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_001218,v2_b0c3376ad599,cold_start_graduation,8,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000842,v2_0edd7362eda9,cold_start_graduation,9,viability_percent,primary,continuous,56.298833180708186,24.71832313295539,8.025,percent,4,4,True,,True,,48.27383318070819,48.27383318070819,2330.3629699588428,1.952957444607062,7.850919840115623,104.74674652130075,True,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000842,v2_0edd7362eda9,cold_start_graduation,9,intact_patch_formation_pass,gate_secondary,binary,0.999999999993527,,1.0,binary,1,4,True,,True,,-6.473044322774513e-12,6.473044322774513e-12,4.190030280460335e-23,,,,,4.190030280460335e-23,True
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000842,v2_0edd7362eda9,cold_start_graduation,9,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000858,v2_9d3ceb7016d5,screening_candidate,10,viability_percent,primary,continuous,56.298833180708186,24.71832313295539,10.6,percent,4,4,True,,True,,45.698833180708185,45.698833180708185,2088.383354078195,1.8487837113748544,7.850919840115623,104.74674652130075,True,,
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000858,v2_9d3ceb7016d5,screening_candidate,10,intact_patch_formation_pass,gate_secondary,binary,1.0,,1.0,binary,1,4,True,,True,,0.0,0.0,0.0,,,,,0.0,True
prospective_evaluation_v2,ROUND_006,6,formal_frozen,True,screening_only,cand_000858,v2_9d3ceb7016d5,screening_candidate,10,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
