sample_index,time_s,displacement_mm,force_N,analysis_window,formulation_number,replicate_id,source_file_hash
58,1.45,0.0163,0.0013,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
59,1.475,0.0166,0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
60,1.5,0.017,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
61,1.525,0.0173,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
62,1.55,0.0176,0.001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
63,1.575,0.0179,-0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
64,1.6,0.0182,-0.0008,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
65,1.625,0.0186,-0.0014,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
66,1.65,0.0189,-0.0008,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
67,1.675,0.0192,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
68,1.7,0.0196,0.0002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
69,1.725,0.0199,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
70,1.75,0.0202,-0.0004,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
71,1.775,0.0205,-0.0008,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
72,1.8,0.0208,0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
73,1.825,0.0212,0.0,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
74,1.85,0.0215,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
75,1.875,0.0218,-0.002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
76,1.9,0.0221,-0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
77,1.925,0.0224,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
78,1.95,0.0228,0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
79,1.975,0.0231,-0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
80,2.0,0.0234,0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
81,2.025,0.0237,0.0,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
82,2.05,0.024,0.002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
83,2.075,0.0243,0.0029,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
84,2.1,0.0246,0.0012,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
85,2.125,0.025,0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
86,2.15,0.0253,-0.0019,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
87,2.175,0.0256,-0.0011,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
88,2.2,0.0259,-0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
89,2.225,0.0262,-0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
90,2.25,0.0265,0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
91,2.275,0.0268,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
92,2.3,0.0271,-0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
93,2.325,0.0274,-0.0017,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
94,2.35,0.0277,-0.0016,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
95,2.375,0.028,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
96,2.4,0.0283,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
97,2.425,0.0286,-0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
98,2.45,0.029,-0.0018,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
99,2.475,0.0293,-0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
100,2.5,0.0296,0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
101,2.525,0.0299,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
102,2.55,0.0302,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
103,2.575,0.0305,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
104,2.6,0.0309,-0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
105,2.625,0.0312,-0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
106,2.65,0.0315,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
107,2.675,0.0318,0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
108,2.7,0.0321,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
109,2.725,0.0324,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
110,2.75,0.0327,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
111,2.775,0.033,0.002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
112,2.8,0.0333,0.0011,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
113,2.825,0.0336,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
114,2.85,0.0339,-0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
115,2.875,0.0342,-0.0013,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
116,2.9,0.0345,-0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
117,2.925,0.0349,-0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
118,2.95,0.0352,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
119,2.975,0.0355,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
120,3.0,0.0358,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
121,3.025,0.0362,0.0011,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
122,3.05,0.0365,0.0012,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
123,3.075,0.0368,0.0012,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
124,3.1,0.0371,0.0014,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
125,3.125,0.0374,0.0012,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
126,3.15,0.0377,0.0011,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
127,3.175,0.038,0.0002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
128,3.2,0.0383,0.001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
129,3.225,0.0386,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
130,3.25,0.0389,0.0013,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
131,3.275,0.0392,0.0014,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
132,3.3,0.0395,0.0019,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
133,3.325,0.0398,0.002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
134,3.35,0.0402,0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
135,3.375,0.0405,0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
136,3.4,0.0408,0.001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
137,3.425,0.041,0.0,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
138,3.45,0.0413,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
139,3.475,0.0416,0.0008,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
140,3.5,0.0419,0.0017,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
141,3.525,0.0422,0.0018,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
142,3.55,0.0425,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
143,3.575,0.0428,0.0012,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
144,3.6,0.0431,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
145,3.625,0.0434,-0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
146,3.65,0.0437,-0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
147,3.675,0.044,0.0004,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
148,3.7,0.0443,0.0023,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
149,3.725,0.0446,0.0024,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
150,3.75,0.0449,0.0022,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
151,3.775,0.0452,0.0019,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
152,3.8,0.0456,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
153,3.825,0.0459,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
154,3.85,0.0462,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
155,3.875,0.0465,0.001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
156,3.9,0.0468,0.0004,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
157,3.925,0.0471,0.0,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
158,3.95,0.0474,0.0011,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
159,3.975,0.0477,0.0015,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
160,4.0,0.048,0.0015,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
161,4.025,0.0483,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
162,4.05,0.0486,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
163,4.075,0.0489,0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
164,4.1,0.0493,-0.0002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
165,4.125,0.0496,-0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
166,4.15,0.05,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
167,4.175,0.0503,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
168,4.2,0.0506,-0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
169,4.225,0.051,-0.0011,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
170,4.25,0.0513,-0.0002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
171,4.275,0.0517,0.0014,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
172,4.3,0.052,0.001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
173,4.325,0.0523,0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
174,4.35,0.0527,-0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
175,4.375,0.053,-0.0014,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
176,4.4,0.0533,-0.0025,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
177,4.425,0.0537,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
178,4.45,0.054,0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
179,4.475,0.0543,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
180,4.5,0.0546,-0.0002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
181,4.525,0.0549,0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
182,4.55,0.0552,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
183,4.575,0.0556,0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
184,4.6,0.056,0.0008,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
185,4.625,0.0563,0.0009,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
186,4.65,0.0566,0.0,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
187,4.675,0.057,-0.0006,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
188,4.7,0.0573,-0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
189,4.725,0.0576,0.0005,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
190,4.75,0.0579,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
191,4.775,0.0582,0.0011,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
192,4.8,0.0585,0.002,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
193,4.825,0.0588,0.0008,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
194,4.85,0.0591,-0.0003,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
195,4.875,0.0594,-0.0007,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
196,4.9,0.0597,-0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
197,4.925,0.0601,0.0001,False,9,mechanical_001,a9d37af4b2acde11264115fcfb7bef82161d42e10938c2fc4dbd8dab5821c225
