sample_index,time_s,displacement_mm,force_N,analysis_window,formulation_number,replicate_id,source_file_hash
0,0.0,0.0,0.0008,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
1,0.025,0.0,-0.0017,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
2,0.05,0.0,-0.0013,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
3,0.075,0.0,-0.0013,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
4,0.1,0.0,-0.0014,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
5,0.125,0.0003,-0.0022,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
6,0.15,0.0005,-0.002,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
7,0.175,0.0005,-0.0014,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
8,0.2,0.0006,0.0008,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
9,0.225,0.0007,0.002,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
10,0.25,0.0008,0.0016,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
11,0.275,0.001,0.0017,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
12,0.3,0.0011,0.0006,False,12,mechanical_002,1c039323c20ff8c8b939f4fcce55342f1d9e41b8c527c2f621b5ea82fd64a04e
