batch_id,offset,sd,controls,ordinary,reference_sd_pp
ROUND_010,-16.17469847508777,4.029279203190504,1,11,25.0
ROUND_010,-16.594768307238844,4.070114314691365,1,11,50.0
ROUND_010,-16.711233072185387,4.081718425385351,1,11,100.0
