panel_row,stage,label,iteration_dir,x_feature,x_value,predicted_mean,predicted_std,ucb,is_selected,training_points,anchor_mode,acquisition,kappa
1,0,literature_only,literature_only,ectoin_M,0.5019469887422481,64.186642,25.047669,76.710477,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5054818266911372,64.199625,25.04472,76.721985,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5090166646400263,64.213339,25.041461,76.734069,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5125515025889154,64.227801,25.037864,76.746733,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5160863405378044,64.243032,25.0339,76.759982,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5196211784866935,64.25905,25.029535,76.773817,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5231560164355825,64.275873,25.024735,76.78824,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5266908543844716,64.293519,25.019463,76.803251,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5302256923333607,64.312005,25.013679,76.818845,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5337605302822498,64.331345,25.007344,76.835017,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5372953682311389,64.351555,25.000412,76.851761,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.540830206180028,64.372646,24.99284,76.869066,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.544365044128917,64.39463,24.984578,76.886919,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.547899882077806,64.417515,24.975579,76.905305,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5514347200266951,64.441308,24.965792,76.924204,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5549695579755842,64.466012,24.955164,76.943594,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5585043959244733,64.491629,24.943643,76.96345,False,216,median_profile,ucb,0.5
1,0,literature_only,literature_only,ectoin_M,0.5620392338733623,64.518156,24.931174,76.983743,False,216,median_profile,ucb,0.5
