endpoint,cohort,mechanical_definition_id,n,mae,bias,rmse,r2,interval_95_coverage,interval_95_width
intact_patch_formation_pass,model_supported,,4,0.11697246564013072,-0.11697246564013072,0.14686691256058768,,,
intact_patch_formation_pass,retest_priority,,2,0.10739530796376101,-0.10739530796376101,0.11764124591888975,,,
intact_patch_formation_pass,screened_hit_mechanics,,1,0.058536623409708555,-0.058536623409708555,0.058536623409708555,,,
intact_patch_formation_pass,unknown_prior_reversion,,4,0.09594879699978404,-0.09594879699978404,0.10784029797915837,,,
viability_percent,model_supported,,4,36.867770472555236,36.867770472555236,40.926722528218846,-9.643935835337446,0.25,42.51105879910492
viability_percent,retest_priority,,2,10.021549236559967,10.021549236559967,13.244501397632328,-0.19515543296050586,0.5,3.0806988685458396
viability_percent,screened_hit_mechanics,,1,49.356129024002534,49.356129024002534,49.356129024002534,,0.0,3.8843202630665346
viability_percent,unknown_prior_reversion,,4,32.268637474575854,32.268637474575854,32.67304928160313,-46.1296625021326,1.0,100.75626316966702
