evaluation_policy_version,round_id,round_number,provenance_class,formal_cohort,active_phase,candidate_id,formulation_id,recommendation_type,selection_rank,endpoint,endpoint_role,metric_type,prediction_mean,prediction_std,observed_mean,observed_unit,replicate_count,completed_row_count,evaluation_eligible,exclusion_reason,formal_metric_eligible,formal_exclusion_reason,signed_error,absolute_error,squared_error,standardized_residual,interval_95_lower,interval_95_upper,interval_95_covered,brier_score,classification_correct
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,retest_v2_e0e6b16a3f20,v2_e0e6b16a3f20,retest_priority,1,viability_percent,primary,continuous,53.6457373443071,58.91117683851668,30.4375,percent,4,4,True,,False,outside_formal_cohort,23.2082373443071,23.2082373443071,538.6222806296907,0.39395304235601925,-61.8201692591856,169.1116439477998,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,retest_v2_e0e6b16a3f20,v2_e0e6b16a3f20,retest_priority,1,intact_patch_formation_pass,gate_secondary,binary,0.0211455223529505,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.9788544776470495,0.9788544776470495,0.958156088409678,,,,,0.958156088409678,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,retest_v2_e0e6b16a3f20,v2_e0e6b16a3f20,retest_priority,1,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,rescue_000007,v2_75d69addc009,rescue_candidate,2,viability_percent,primary,continuous,58.08481644640096,59.72389397310317,29.2025,percent,4,4,True,,False,outside_formal_cohort,28.882316446400957,28.882316446400957,834.1882033100431,0.48359734312381225,-58.97401574088126,175.14364863368317,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,rescue_000007,v2_75d69addc009,rescue_candidate,2,intact_patch_formation_pass,gate_secondary,binary,0.109207062575762,,0.0,binary,1,4,True,,False,outside_formal_cohort,0.109207062575762,0.109207062575762,0.011926182516426397,,,,,0.011926182516426397,True
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,rescue_000007,v2_75d69addc009,rescue_candidate,2,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,rescue_000001,v2_42188f45e98a,rescue_candidate,3,viability_percent,primary,continuous,51.49537538492657,57.407414804783016,38.805,percent,4,4,True,,False,outside_formal_cohort,12.690375384926568,12.690375384926568,161.04562741035014,0.22105812338146333,-61.02315763244814,164.01390840230127,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,rescue_000001,v2_42188f45e98a,rescue_candidate,3,intact_patch_formation_pass,gate_secondary,binary,0.1261488264853562,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.8738511735146438,0.8738511735146438,0.7636158734529201,,,,,0.7636158734529201,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,rescue_000001,v2_42188f45e98a,rescue_candidate,3,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000738,v2_a3cd6cc2afa7,screening_candidate,4,viability_percent,primary,continuous,74.60230823881152,55.526567313336706,57.3875,percent,4,4,True,,False,outside_formal_cohort,17.214808238811514,17.214808238811514,296.3496226990528,0.31002831746591253,-34.22976369532843,183.43438017295148,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000738,v2_a3cd6cc2afa7,screening_candidate,4,intact_patch_formation_pass,gate_secondary,binary,0.0511441599583259,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.9488558400416741,0.9488558400416741,0.900327405181191,,,,,0.900327405181191,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000738,v2_a3cd6cc2afa7,screening_candidate,4,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000100,v2_655729013931,screening_candidate,5,viability_percent,primary,continuous,71.70527117827463,56.35075487087309,64.9,percent,4,4,True,,False,outside_formal_cohort,6.805271178274623,6.805271178274623,46.31171580985527,0.12076628243701082,-38.742208368636625,182.15275072518588,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000100,v2_655729013931,screening_candidate,5,intact_patch_formation_pass,gate_secondary,binary,0.0625870719194812,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.9374129280805188,0.9374129280805188,0.8787429977324919,,,,,0.8787429977324919,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000100,v2_655729013931,screening_candidate,5,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000175,v2_34d667ff4762,screening_candidate,6,viability_percent,primary,continuous,75.02014328334118,55.46835833529606,63.879999999999995,percent,4,4,True,,False,outside_formal_cohort,11.140143283341189,11.140143283341189,124.1027923733718,0.20083780406842158,-33.69783905383909,183.73812562052146,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000175,v2_34d667ff4762,screening_candidate,6,intact_patch_formation_pass,gate_secondary,binary,0.0533959849673015,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.9466040150326985,0.9466040150326985,0.8960591612760254,,,,,0.8960591612760254,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000175,v2_34d667ff4762,screening_candidate,6,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000544,v2_db8935ce2c34,screening_candidate,7,viability_percent,primary,continuous,70.89999796666953,56.4226461325459,61.5875,percent,4,4,True,,False,outside_formal_cohort,9.312497966669532,9.312497966669532,86.72261837922417,0.1650489405405229,-39.688388453120425,181.48838438645947,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000544,v2_db8935ce2c34,screening_candidate,7,intact_patch_formation_pass,gate_secondary,binary,0.0745683499978527,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.9254316500021473,0.9254316500021473,0.8564237388256969,,,,,0.8564237388256969,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000544,v2_db8935ce2c34,screening_candidate,7,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001951,v2_fc5b4c04eee9,screening_candidate,8,viability_percent,primary,continuous,73.31494357392751,55.81989445811207,56.287499999999994,percent,4,4,True,,False,outside_formal_cohort,17.027443573927513,17.027443573927513,289.9338346632854,0.30504256124498974,-36.09204956397214,182.72193671182714,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001951,v2_fc5b4c04eee9,screening_candidate,8,intact_patch_formation_pass,gate_secondary,binary,0.0348482719715386,,0.0,binary,1,4,True,,False,outside_formal_cohort,0.0348482719715386,0.0348482719715386,0.0012144020594023227,,,,,0.0012144020594023227,True
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001951,v2_fc5b4c04eee9,screening_candidate,8,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001221,v2_3e8ef993abba,screening_candidate,9,viability_percent,primary,continuous,64.6351809215667,57.3121934763919,65.5625,percent,4,4,True,,False,outside_formal_cohort,-0.9273190784332996,0.9273190784332996,0.8599206732263841,-0.0161801358870566,-47.69671829216142,176.96708013529482,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001221,v2_3e8ef993abba,screening_candidate,9,intact_patch_formation_pass,gate_secondary,binary,0.0943187908629621,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.9056812091370379,0.9056812091370379,0.8202584525839269,,,,,0.8202584525839269,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001221,v2_3e8ef993abba,screening_candidate,9,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000917,v2_8a721b7d8f1c,screening_candidate,10,viability_percent,primary,continuous,61.85534525998814,59.06993129893102,63.9975,percent,4,4,True,,False,outside_formal_cohort,-2.1421547400118612,2.1421547400118612,4.588826930155284,-0.03626472374195275,-53.92172008591665,177.63241060589291,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000917,v2_8a721b7d8f1c,screening_candidate,10,intact_patch_formation_pass,gate_secondary,binary,0.0840810143125545,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.9159189856874455,0.9159189856874455,0.838907588342719,,,,,0.838907588342719,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_000917,v2_8a721b7d8f1c,screening_candidate,10,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001243,v2_384020959c42,screening_candidate,11,viability_percent,primary,continuous,60.01312735920696,59.20701061168864,21.375,percent,4,4,True,,False,outside_formal_cohort,38.63812735920696,38.63812735920696,1492.9048858262975,0.6525937884723912,-56.03261343970277,176.0588681581167,True,,
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001243,v2_384020959c42,screening_candidate,11,intact_patch_formation_pass,gate_secondary,binary,0.1573704473368214,,1.0,binary,1,4,True,,False,outside_formal_cohort,-0.8426295526631786,0.8426295526631786,0.7100245630213485,,,,,0.7100245630213485,False
prospective_evaluation_v1,ROUND_002,2,migration_frozen_supplementary,False,screening_only,cand_001243,v2_384020959c42,screening_candidate,11,critical_axial_load_N_per_needle,mechanical_secondary,continuous,0.0,0.0,,,0,4,False,not_measured,False,not_measured,,,,,,,,,
