strategy,model_name,batch_id,formulation_id,stage,evidence,predicted,latent_lower,latent_upper,future_lower,future_upper,is_control,conditioning_ids,calibration_status,actual,evaluation_subset,conditioning_observation_ids,model_version,training_sha256,training_cutoff,created_at
batch,Proposed GP — campaign-only + batch effect,ROUND_003,v2_3db5f7aa7cdd,before_batch,historical_forward_refit,43.9224846981244,11.662050329066275,76.18291906718252,11.64716865505045,76.19780074119835,False,"[""v2_75d69addc009""]",not used,38.0,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_003,v2_4f4525f1566d,before_batch,historical_forward_refit,43.41037912750663,11.182493613029344,75.63826464198391,11.167596916068137,75.65316133894513,False,"[""v2_75d69addc009""]",not used,36.0,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_003,v2_afa1348627bc,before_batch,historical_forward_refit,44.670021888013856,12.387509317805865,76.95253445822185,12.372637816766884,76.96740595926083,False,"[""v2_75d69addc009""]",not used,38.5,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_003,v2_a7291b600bea,before_batch,historical_forward_refit,44.53376804325273,12.25217006974338,76.81536601676208,12.237298147561605,76.83023793894385,False,"[""v2_75d69addc009""]",not used,52.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_430e18c49d10,reference_conditioned,historical_forward_refit,54.63842923071162,26.751913523072467,82.52494493835079,26.73469904436547,82.54215941705777,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,65.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_d93bf1a562c8,reference_conditioned,historical_forward_refit,49.18483746045673,17.15808778601552,81.21158713489794,17.143097577776828,81.22657734313663,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,29.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_84c11063c325,reference_conditioned,historical_forward_refit,44.63335530032252,13.88311462757628,75.38359597306876,13.867502452858384,75.39920814778665,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,44.5,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_4aeffae55153,reference_conditioned,historical_forward_refit,49.36166224278462,17.33153716347632,81.39178732209291,17.31654853419974,81.4067759513695,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,48.5,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_27a2b16cc327,reference_conditioned,historical_forward_refit,52.67130702824793,22.09283861665391,83.24977543984195,22.07713878659029,83.26547526990558,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,53.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_8f6028d7e59a,reference_conditioned,historical_forward_refit,49.16061829859812,17.150793195250863,81.17044340194539,17.135795064942634,81.1854415322536,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,41.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_0a63a12b60f3,reference_conditioned,historical_forward_refit,48.10981358066269,16.170075859798306,80.04955130152707,16.15504483361013,80.06458232771524,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,38.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_3db5f7aa7cdd,reference_conditioned,historical_forward_refit,48.66445668274768,16.67137139314143,80.65754197235393,16.656365419005944,80.6725479464894,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,38.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_4f4525f1566d,reference_conditioned,historical_forward_refit,48.217308913044725,16.26445874654412,80.17015907954533,16.249433885717092,80.18518394037235,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,36.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_afa1348627bc,reference_conditioned,historical_forward_refit,49.29660537782963,17.268362644742233,81.32484811091703,17.253373134974268,81.339837620685,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,38.5,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_a7291b600bea,reference_conditioned,historical_forward_refit,49.17393870205848,17.148119494497337,81.19975790961962,17.13312885094217,81.21474855317479,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,52.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_430e18c49d10,before_batch,historical_forward_refit,48.90349500347893,20.570065141324815,77.23692486563304,20.55312202967827,77.25386797727958,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,65.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_d93bf1a562c8,before_batch,historical_forward_refit,44.54986003882773,12.267908902664942,76.8318111749905,12.253037143106198,76.84668293454925,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,29.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_84c11063c325,before_batch,historical_forward_refit,39.30165328528643,8.200306383588277,70.40300018698457,8.184870368349635,70.41843620222322,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,44.5,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_4aeffae55153,before_batch,historical_forward_refit,44.75037503543684,12.467666820851242,77.03308325002243,12.452795409897206,77.04795466097647,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,48.5,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_27a2b16cc327,before_batch,historical_forward_refit,47.34737770706762,16.41687598905355,78.2778794250817,16.401354755352628,78.29340065878262,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,53.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_8f6028d7e59a,before_batch,historical_forward_refit,44.4659061905522,12.194148809994855,76.73766357110954,12.17927235502271,76.75254002608168,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,41.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_0a63a12b60f3,before_batch,historical_forward_refit,43.28714694725916,11.070465192262468,75.50382870225584,11.055563317180775,75.51873057733755,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,38.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_3db5f7aa7cdd,before_batch,historical_forward_refit,43.9224846981244,11.662050329066275,76.18291906718252,11.64716865505045,76.19780074119835,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,38.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_4f4525f1566d,before_batch,historical_forward_refit,43.41037912750663,11.182493613029344,75.63826464198391,11.167596916068137,75.65316133894513,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,36.0,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_afa1348627bc,before_batch,historical_forward_refit,44.670021888013856,12.387509317805865,76.95253445822185,12.372637816766884,76.96740595926083,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,38.5,matched_nonreference,,,,,
control,Proposed GP — campaign-only + batch effect + control calibration,ROUND_003,v2_a7291b600bea,before_batch,historical_forward_refit,44.53376804325273,12.25217006974338,76.81536601676208,12.237298147561605,76.83023793894385,False,"[""v2_75d69addc009""]",insufficient reference history; prior-sensitive,52.0,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_006,v2_ea8a9ce5fcb2,reference_conditioned,historical_forward_refit,62.95570784221518,31.79053389018631,94.12088179424406,31.77512947265605,94.13628621177432,False,"[""v2_88865d95334d"", ""v2_d9aaefea702e""]",not used,48.9925,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_006,v2_13f1ff7a70b9,reference_conditioned,historical_forward_refit,76.22702396584978,58.484958154174535,93.96908977752504,58.45791314775268,93.99613478394689,False,"[""v2_88865d95334d"", ""v2_d9aaefea702e""]",not used,53.7125,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_006,v2_b7e07e99afa8,reference_conditioned,historical_forward_refit,43.83126840648725,8.83719353875874,78.82534327421575,8.823473905145292,78.8390629078292,False,"[""v2_88865d95334d"", ""v2_d9aaefea702e""]",not used,40.6125,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_006,v2_4673547a29eb,reference_conditioned,historical_forward_refit,46.324115717387905,14.090567623667,78.55766381110881,14.075673542451469,78.57255789232434,False,"[""v2_88865d95334d"", ""v2_d9aaefea702e""]",not used,6.8175,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_006,v2_fb629591d74c,reference_conditioned,historical_forward_refit,66.95763420882261,45.07263572976137,88.84263268788385,45.0507047473825,88.86456367026273,False,"[""v2_88865d95334d"", ""v2_d9aaefea702e""]",not used,40.18,matched_nonreference,,,,,
batch,Proposed GP — campaign-only + batch effect,ROUND_006,v2_b0c3376ad599,reference_conditioned,historical_forward_refit,44.690024480329974,9.29045277690637,80.08959618375357,9.276890239121826,80.10315872153812,False,"[""v2_88865d95334d"", ""v2_d9aaefea702e""]",not used,24.755000000000003,matched_nonreference,,,,,
