sample_index,time_s,displacement_mm,force_N,analysis_window,formulation_number,replicate_id,source_file_hash
0,0.0,0.0,0.0011,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
1,0.025,0.0,-0.0007,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
2,0.05,0.0,0.0,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
3,0.075,0.0,0.0004,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
4,0.1,-0.0003,-0.0028,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
5,0.125,-0.0016,0.0028,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
6,0.15,-0.0022,0.0011,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
7,0.175,-0.0022,-0.0004,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
8,0.2,-0.0021,-0.0012,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
9,0.225,-0.002,-0.0006,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
10,0.25,-0.0019,-0.0021,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
11,0.275,-0.0017,-0.0011,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
12,0.3,-0.0015,-0.001,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
13,0.325,-0.0013,-0.0003,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
14,0.35,-0.0011,-0.0012,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
15,0.375,-0.0007,-0.0016,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
16,0.4,-0.0003,-0.0011,False,7,mechanical_001,694e94943eba5ec86f88e0f45b9a3be0ea739723f70d5cd41dfd57894d84bdea
