sample_index,time_s,displacement_mm,force_N,analysis_window,formulation_number,replicate_id,source_file_hash
0,0.0,0.0,0.0003,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
1,0.025,0.0,0.0001,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
2,0.05,0.0,0.0004,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
3,0.075,0.0,0.0011,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
4,0.1,0.0,0.0034,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
5,0.125,0.0001,0.0009,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
6,0.15,0.0003,-0.001,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
7,0.175,0.0004,-0.0016,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
8,0.2,0.0004,-0.0017,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
9,0.225,0.0005,0.0011,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
10,0.25,0.0006,0.0019,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
11,0.275,0.0007,0.0001,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
12,0.3,0.0008,0.0005,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
13,0.325,0.001,0.0017,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
14,0.35,0.0012,0.0019,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
15,0.375,0.0014,0.0003,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
16,0.4,0.0017,0.0012,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
17,0.425,0.0021,0.0006,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
18,0.45,0.0025,0.0017,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
19,0.475,0.0029,0.0007,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
20,0.5,0.0035,0.0009,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
21,0.525,0.004,0.0014,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
22,0.55,0.0045,0.0017,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
23,0.575,0.005,0.004,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
24,0.6,0.0055,0.0042,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
25,0.625,0.0059,0.0041,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
26,0.65,0.0063,0.0042,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
27,0.675,0.0066,0.0042,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
28,0.7,0.007,0.0055,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
29,0.725,0.0073,0.004,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
30,0.75,0.0076,0.005,False,2,mechanical_002,8703516edff364de7eff194680423f3411938d78165d9731209dc23172196649
