sample_index,time_s,displacement_mm,force_N,analysis_window,formulation_number,replicate_id,source_file_hash
0,0.0,0.0,0.0012,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
1,0.025,0.0,0.0017,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
2,0.05,0.0,-0.0001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
3,0.075,0.0,0.0006,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
4,0.1,0.0,-0.001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
5,0.125,-0.0002,-0.0024,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
6,0.15,-0.0003,-0.0003,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
7,0.175,-0.0003,0.0005,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
8,0.2,-0.0003,0.0009,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
9,0.225,-0.0002,-0.0003,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
10,0.25,-0.0002,-0.0021,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
11,0.275,-0.0001,-0.0003,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
12,0.3,0.0,0.0008,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
13,0.325,0.0001,0.0006,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
14,0.35,0.0002,0.0002,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
15,0.375,0.0004,-0.0001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
16,0.4,0.0006,0.0008,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
17,0.425,0.0008,0.0005,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
18,0.45,0.0011,-0.0001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
19,0.475,0.0014,0.0005,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
20,0.5,0.0018,0.0,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
21,0.525,0.0022,-0.0007,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
22,0.55,0.0027,0.0,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
23,0.575,0.0031,-0.0014,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
24,0.6,0.0036,0.0001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
25,0.625,0.0042,0.0001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
26,0.65,0.0049,0.001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
27,0.675,0.0055,0.0005,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
28,0.7,0.0061,0.0005,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
29,0.725,0.0066,0.0001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
30,0.75,0.0072,-0.0004,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
31,0.775,0.0077,0.0007,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
32,0.8,0.0081,0.0004,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
33,0.825,0.0086,-0.0013,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
34,0.85,0.009,-0.0014,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
35,0.875,0.0093,-0.001,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
36,0.9,0.0097,-0.0009,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
37,0.925,0.01,-0.0008,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
38,0.95,0.0103,-0.0006,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
39,0.975,0.0107,-0.0004,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
40,1.0,0.011,0.0016,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
41,1.025,0.0113,0.0004,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
42,1.05,0.0116,0.0009,False,6,mechanical_001,559489fd2804c5ba4ed5831c315843f0cb38bd6f0cee9a46064a8925e6f4a0ab
