betaine_M,creatine_M,dextran_pct,dmso_M,ectoin_M,ethylene_glycol_M,fbs_pct,glucose_M,glycerol_M,hes_pct,hsa_pct,human_serum_pct,hyaluronic_acid_pct,methylcellulose_pct,peg_3350_pct,proline_M,propylene_glycol_M,pvp_pct,raffinose_M,sucrose_M,trehalose_M,viability_percent,source,weight
0.0,0.0,0.0,1.407909893766799,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2,literature,1.0
0.0,0.0,0.0,0.2815819787533598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8,literature,1.0
0.0,0.0,0.0,0.1407909893766799,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.8,literature,1.0
0.0,0.0,0.0,0.2815819787533598,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.7,literature,1.0
0.0,0.0,0.0,0.3519774734416998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,94.18,literature,1.0
0.0,0.0,0.0,0.2815819787533598,0.0,1.788303528274529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.35,literature,1.0
0.0,0.0,2.0,1.407909893766799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.43,literature,1.0
0.0,0.0,0.0,0.4927684628183797,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,literature,1.0
0.0,0.0,0.0,0.7039549468833995,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.25,literature,1.0
0.0,0.0,0.0,0.0,0.0,0.0015,10.0,5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,0.0,70.0,literature,1.0
