Time,Displacement,Force,Compressive strain (Displacement)
"1.1750","0.0135","-0.0015","0.0135"
"1.2000","0.0138","-0.0008","0.0138"
"1.2250","0.0141","0.0010","0.0141"
"1.2500","0.0144","0.0019","0.0144"
"1.2750","0.0147","0.0014","0.0147"
"1.3000","0.0150","0.0015","0.0150"
"1.3250","0.0153","0.0010","0.0153"
"1.3500","0.0157","0.0004","0.0157"
"1.3750","0.0160","0.0013","0.0160"
"1.4000","0.0163","0.0013","0.0163"
"1.4250","0.0166","0.0015","0.0166"
"1.4500","0.0169","0.0009","0.0169"
"1.4750","0.0172","0.0011","0.0172"
"1.5000","0.0175","-0.0007","0.0175"
"1.5250","0.0178","-0.0021","0.0178"
"1.5500","0.0181","0.0006","0.0181"
"1.5750","0.0185","-0.0002","0.0185"
"1.6000","0.0188","-0.0002","0.0188"
"1.6250","0.0191","0.0012","0.0191"
"1.6500","0.0194","-0.0001","0.0194"
"1.6750","0.0197","-0.0016","0.0197"
"1.7000","0.0200","-0.0001","0.0200"
"1.7250","0.0203","0.0002","0.0203"
"1.7500","0.0206","-0.0010","0.0206"
"1.7750","0.0209","0.0001","0.0209"
"1.8000","0.0212","-0.0006","0.0212"
"1.8250","0.0215","-0.0008","0.0215"
"1.8500","0.0218","-0.0001","0.0218"
"1.8750","0.0221","-0.0008","0.0221"
"1.9000","0.0224","-0.0002","0.0224"
"1.9250","0.0227","0.0004","0.0227"
"1.9500","0.0230","0.0011","0.0230"
"1.9750","0.0233","-0.0004","0.0233"
"2.0000","0.0236","0.0009","0.0236"
"2.0250","0.0240","-0.0001","0.0240"
"2.0500","0.0243","0.0008","0.0243"
"2.0750","0.0246","0.0012","0.0246"
"2.1000","0.0249","-0.0003","0.0249"
"2.1250","0.0253","0.0004","0.0253"
"2.1500","0.0256","0.0007","0.0256"
"2.1750","0.0259","0.0008","0.0259"
"2.2000","0.0262","-0.0003","0.0262"
"2.2250","0.0265","-0.0003","0.0265"
"2.2500","0.0268","0.0011","0.0268"
"2.2750","0.0272","0.0002","0.0272"
"2.3000","0.0275","-0.0014","0.0275"
"2.3250","0.0278","-0.0016","0.0278"
"2.3500","0.0281","-0.0005","0.0281"
"2.3750","0.0284","0.0007","0.0284"
"2.4000","0.0288","-0.0002","0.0288"
"2.4250","0.0291","-0.0002","0.0291"
"2.4500","0.0294","-0.0011","0.0294"
"2.4750","0.0297","0.0008","0.0297"
"2.5000","0.0300","0.0015","0.0300"
"2.5250","0.0303","0.0009","0.0303"
"2.5500","0.0306","0.0013","0.0306"
"2.5750","0.0310","0.0011","0.0310"
"2.6000","0.0313","0.0020","0.0313"
"2.6250","0.0316","-0.0001","0.0316"
"2.6500","0.0319","-0.0003","0.0319"
"2.6750","0.0322","-0.0007","0.0322"
"2.7000","0.0325","-0.0001","0.0325"
"2.7250","0.0328","0.0007","0.0328"
"2.7500","0.0331","0.0007","0.0331"
"2.7750","0.0334","0.0004","0.0334"
"2.8000","0.0337","0.0010","0.0337"
"2.8250","0.0340","-0.0016","0.0340"
"2.8500","0.0343","-0.0013","0.0343"
"2.8750","0.0346","-0.0005","0.0346"
"2.9000","0.0349","0.0001","0.0349"
"2.9250","0.0353","0.0015","0.0353"
"2.9500","0.0356","0.0017","0.0356"
"2.9750","0.0359","0.0007","0.0359"
"3.0000","0.0362","0.0005","0.0362"
"3.0250","0.0365","-0.0012","0.0365"
"3.0500","0.0369","-0.0017","0.0369"
"3.0750","0.0372","-0.0008","0.0372"
"3.1000","0.0375","-0.0002","0.0375"
"3.1250","0.0378","0.0010","0.0378"
"3.1500","0.0381","-0.0001","0.0381"
"3.1750","0.0384","0.0001","0.0384"
"3.2000","0.0388","-0.0006","0.0388"
"3.2250","0.0391","0.0001","0.0391"
"3.2500","0.0394","0.0008","0.0394"
"3.2750","0.0397","0.0005","0.0397"
"3.3000","0.0400","0.0007","0.0400"
"3.3250","0.0404","0.0012","0.0404"
"3.3500","0.0407","-0.0001","0.0407"
"3.3750","0.0410","0.0003","0.0410"
"3.4000","0.0413","-0.0002","0.0413"
"3.4250","0.0416","0.0017","0.0416"
"3.4500","0.0419","0.0022","0.0419"
"3.4750","0.0422","0.0022","0.0422"
"3.5000","0.0425","0.0003","0.0425"
"3.5250","0.0429","0.0014","0.0429"
"3.5500","0.0432","0.0020","0.0432"
"3.5750","0.0435","0.0014","0.0435"
"3.6000","0.0438","0.0016","0.0438"
"3.6250","0.0441","0.0019","0.0441"
"3.6500","0.0444","0.0014","0.0444"
"3.6750","0.0447","0.0022","0.0447"
"3.7000","0.0450","0.0027","0.0450"
"3.7250","0.0454","0.0034","0.0454"
"3.7500","0.0457","0.0034","0.0457"
"3.7750","0.0460","0.0027","0.0460"
"3.8000","0.0463","0.0032","0.0463"
"3.8250","0.0466","0.0042","0.0466"
"3.8500","0.0469","0.0058","0.0469"
"3.8750","0.0472","0.0065","0.0472"
"3.9000","0.0475","0.0077","0.0475"
"3.9250","0.0478","0.0093","0.0478"
"3.9500","0.0482","0.0103","0.0482"
"3.9750","0.0485","0.0134","0.0485"
"4.0000","0.0488","0.0168","0.0488"
"4.0250","0.0491","0.0181","0.0491"
"4.0500","0.0494","0.0205","0.0494"
"4.0750","0.0497","0.0227","0.0497"
"4.1000","0.0501","0.0247","0.0501"
"4.1250","0.0504","0.0265","0.0504"
"4.1500","0.0507","0.0290","0.0507"
"4.1750","0.0510","0.0311","0.0510"
"4.2000","0.0513","0.0329","0.0513"
"4.2250","0.0516","0.0351","0.0516"
"4.2500","0.0519","0.0373","0.0519"
"4.2750","0.0523","0.0407","0.0523"
"4.3000","0.0526","0.0419","0.0526"
"4.3250","0.0529","0.0428","0.0529"
"4.3500","0.0532","0.0428","0.0532"
"4.3750","0.0536","0.0422","0.0536"
"4.4000","0.0539","0.0441","0.0539"
"4.4250","0.0542","0.0451","0.0542"
"4.4500","0.0545","0.0459","0.0545"
"4.4750","0.0548","0.0475","0.0548"
"4.5000","0.0551","0.0484","0.0551"
"4.5250","0.0554","0.0520","0.0554"
"4.5500","0.0557","0.0514","0.0557"
"4.5750","0.0560","0.0519","0.0560"
"4.6000","0.0563","0.0521","0.0563"
"4.6250","0.0567","0.0525","0.0567"
"4.6500","0.0570","0.0538","0.0570"
"4.6750","0.0573","0.0541","0.0573"
"4.7000","0.0576","0.0551","0.0576"
"4.7250","0.0579","0.0552","0.0579"
"4.7500","0.0582","0.0536","0.0582"
"4.7750","0.0585","0.0552","0.0585"
"4.8000","0.0588","0.0543","0.0588"
"4.8250","0.0591","0.0550","0.0591"
"4.8500","0.0594","0.0557","0.0594"
"4.8750","0.0597","0.0559","0.0597"
"4.9000","0.0600","0.0558","0.0600"
"4.9250","0.0603","0.0559","0.0603"
"4.9500","0.0607","0.0563","0.0607"
"4.9750","0.0610","0.0564","0.0610"
"5.0000","0.0613","0.0554","0.0613"
"5.0250","0.0616","0.0577","0.0616"
"5.0500","0.0619","0.0569","0.0619"
"5.0750","0.0622","0.0571","0.0622"
"5.1000","0.0625","0.0573","0.0625"
"5.1250","0.0628","0.0564","0.0628"
"5.1500","0.0632","0.0548","0.0632"
"5.1750","0.0635","0.0546","0.0635"
"5.2000","0.0638","0.0534","0.0638"
"5.2250","0.0641","0.0525","0.0641"
"5.2500","0.0644","0.0521","0.0644"
"5.2750","0.0647","0.0367","0.0647"
"5.3000","0.0650","0.0274","0.0650"
"5.3250","0.0653","0.0237","0.0653"
"5.3500","0.0657","0.0236","0.0657"
"5.3750","0.0660","0.0254","0.0660"
"5.4000","0.0663","0.0246","0.0663"
"5.4250","0.0666","0.0230","0.0666"
"5.4500","0.0670","0.0217","0.0670"
"5.4750","0.0673","0.0225","0.0673"
"5.5000","0.0676","0.0224","0.0676"
"5.5250","0.0680","0.0221","0.0680"
"5.5500","0.0683","0.0208","0.0683"
"5.5750","0.0686","0.0193","0.0686"
"5.6000","0.0690","0.0205","0.0690"
"5.6250","0.0693","0.0203","0.0693"
"5.6500","0.0696","0.0194","0.0696"
"5.6750","0.0699","0.0206","0.0699"
"5.7000","0.0702","0.0204","0.0702"
"5.7250","0.0705","0.0198","0.0705"
"5.7500","0.0708","0.0196","0.0708"
"5.7750","0.0711","0.0182","0.0711"
"5.8000","0.0714","0.0185","0.0714"
"5.8250","0.0717","0.0189","0.0717"
"5.8500","0.0720","0.0180","0.0720"
"5.8750","0.0723","0.0195","0.0723"
"5.9000","0.0726","0.0207","0.0726"
"5.9250","0.0729","0.0202","0.0729"
"5.9500","0.0732","0.0198","0.0732"
"5.9750","0.0735","0.0212","0.0735"
"6.0000","0.0738","0.0213","0.0738"
"6.0250","0.0741","0.0212","0.0741"
"6.0500","0.0744","0.0197","0.0744"
"6.0750","0.0747","0.0211","0.0747"
"6.1000","0.0750","0.0216","0.0750"
"6.1250","0.0754","0.0218","0.0754"
"6.1500","0.0757","0.0233","0.0757"
"6.1750","0.0760","0.0215","0.0760"
"6.2000","0.0763","0.0213","0.0763"
"6.2250","0.0766","0.0195","0.0766"
"6.2500","0.0769","0.0206","0.0769"
"6.2750","0.0773","0.0211","0.0773"
"6.3000","0.0776","0.0218","0.0776"
"6.3250","0.0779","0.0199","0.0779"
"6.3500","0.0782","0.0184","0.0782"
"6.3750","0.0785","0.0199","0.0785"
"6.4000","0.0788","0.0214","0.0788"
"6.4250","0.0791","0.0196","0.0791"
"6.4500","0.0794","0.0202","0.0794"
"6.4750","0.0797","0.0211","0.0797"
"6.5000","0.0800","0.0199","0.0800"
"6.5250","0.0803","0.0195","0.0803"
"6.5500","0.0807","0.0207","0.0807"
"6.5750","0.0810","0.0208","0.0810"
"6.6000","0.0813","0.0214","0.0813"
"6.6250","0.0816","0.0225","0.0816"
"6.6500","0.0819","0.0229","0.0819"
"6.6750","0.0822","0.0211","0.0822"
"6.7000","0.0825","0.0207","0.0825"
"6.7250","0.0828","0.0210","0.0828"
"6.7500","0.0831","0.0214","0.0831"
"6.7750","0.0834","0.0235","0.0834"
"6.8000","0.0837","0.0251","0.0837"
"6.8250","0.0841","0.0229","0.0841"
"6.8500","0.0844","0.0238","0.0844"
"6.8750","0.0847","0.0252","0.0847"
"6.9000","0.0850","0.0251","0.0850"
"6.9250","0.0853","0.0261","0.0853"
"6.9500","0.0856","0.0264","0.0856"
"6.9750","0.0859","0.0265","0.0859"
"7.0000","0.0862","0.0283","0.0862"
"7.0250","0.0865","0.0291","0.0865"
"7.0500","0.0869","0.0283","0.0869"
"7.0750","0.0872","0.0267","0.0872"
"7.1000","0.0875","0.0277","0.0875"
"7.1250","0.0878","0.0277","0.0878"
"7.1500","0.0881","0.0257","0.0881"
"7.1750","0.0884","0.0266","0.0884"
"7.2000","0.0887","0.0260","0.0887"
"7.2250","0.0890","0.0261","0.0890"
"7.2500","0.0893","0.0266","0.0893"
"7.2750","0.0896","0.0270","0.0896"
"7.3000","0.0899","0.0261","0.0899"
"7.3250","0.0902","0.0273","0.0902"
"7.3500","0.0905","0.0281","0.0905"
"7.3750","0.0909","0.0266","0.0909"
"7.4000","0.0912","0.0258","0.0912"
"7.4250","0.0915","0.0277","0.0915"
"7.4500","0.0918","0.0272","0.0918"
"7.4750","0.0921","0.0293","0.0921"
"7.5000","0.0924","0.0286","0.0924"
"7.5250","0.0927","0.0297","0.0927"
"7.5500","0.0930","0.0299","0.0930"
"7.5750","0.0934","0.0290","0.0934"
"7.6000","0.0937","0.0292","0.0937"
"7.6250","0.0940","0.0300","0.0940"
"7.6500","0.0944","0.0320","0.0944"
"7.6750","0.0947","0.0312","0.0947"
"7.7000","0.0950","0.0314","0.0950"
"7.7250","0.0953","0.0321","0.0953"
"7.7500","0.0957","0.0328","0.0957"
"7.7750","0.0960","0.0341","0.0960"
"7.8000","0.0963","0.0348","0.0963"
"7.8250","0.0966","0.0332","0.0966"
"7.8500","0.0969","0.0339","0.0969"
"7.8750","0.0972","0.0349","0.0972"
"7.9000","0.0976","0.0357","0.0976"
"7.9250","0.0979","0.0351","0.0979"
"7.9500","0.0982","0.0349","0.0982"
"7.9750","0.0985","0.0365","0.0985"
"8.0000","0.0989","0.0381","0.0989"
"8.0250","0.0992","0.0391","0.0992"
"8.0500","0.0995","0.0395","0.0995"
"8.0750","0.0999","0.0405","0.0999"
"8.1000","0.1003","0.0393","0.1003"
"8.1250","0.1006","0.0395","0.1006"
"8.1500","0.1010","0.0411","0.1010"
"8.1750","0.1013","0.0423","0.1013"
"8.2000","0.1016","0.0424","0.1016"
"8.2250","0.1020","0.0436","0.1020"
"8.2500","0.1023","0.0435","0.1023"
"8.2750","0.1026","0.0441","0.1026"
"8.3000","0.1029","0.0452","0.1029"
"8.3250","0.1032","0.0475","0.1032"
"8.3500","0.1035","0.0487","0.1035"
"8.3750","0.1038","0.0483","0.1038"
"8.4000","0.1042","0.0480","0.1042"
"8.4250","0.1045","0.0487","0.1045"
"8.4500","0.1048","0.0492","0.1048"
"8.4750","0.1051","0.0510","0.1051"
"8.5000","0.1054","0.0524","0.1054"
"8.5250","0.1057","0.0504","0.1057"
"8.5500","0.1061","0.0508","0.1061"
"8.5750","0.1064","0.0518","0.1064"
"8.6000","0.1067","0.0521","0.1067"
"8.6250","0.1070","0.0529","0.1070"
"8.6500","0.1074","0.0529","0.1074"
"8.6750","0.1077","0.0532","0.1077"
"8.7000","0.1080","0.0543","0.1080"
"8.7250","0.1083","0.0541","0.1083"
"8.7500","0.1086","0.0529","0.1086"
"8.7750","0.1089","0.0549","0.1089"
"8.8000","0.1092","0.0526","0.1092"
"8.8250","0.1095","0.0515","0.1095"
"8.8500","0.1098","0.0531","0.1098"
"8.8750","0.1101","0.0548","0.1101"
"8.9000","0.1104","0.0540","0.1104"
"8.9250","0.1107","0.0540","0.1107"
"8.9500","0.1110","0.0538","0.1110"
"8.9750","0.1113","0.0557","0.1113"
"9.0000","0.1116","0.0550","0.1116"
"9.0250","0.1119","0.0554","0.1119"
"9.0500","0.1122","0.0557","0.1122"
"9.0750","0.1125","0.0539","0.1125"
"9.1000","0.1128","0.0557","0.1128"
"9.1250","0.1131","0.0578","0.1131"
"9.1500","0.1134","0.0584","0.1134"
"9.1750","0.1137","0.0587","0.1137"
"9.2000","0.1140","0.0590","0.1140"
"9.2250","0.1143","0.0585","0.1143"
"9.2500","0.1146","0.0584","0.1146"
"9.2750","0.1149","0.0593","0.1149"
"9.3000","0.1152","0.0617","0.1152"
"9.3250","0.1156","0.0623","0.1156"
"9.3500","0.1159","0.0606","0.1159"
"9.3750","0.1162","0.0613","0.1162"
"9.4000","0.1165","0.0627","0.1165"
"9.4250","0.1168","0.0612","0.1168"
"9.4500","0.1171","0.0618","0.1171"
"9.4750","0.1174","0.0616","0.1174"
"9.5000","0.1177","0.0615","0.1177"
"9.5250","0.1179","0.0605","0.1179"
"9.5500","0.1182","0.0609","0.1182"
"9.5750","0.1185","0.0605","0.1185"
"9.6000","0.1188","0.0602","0.1188"
"9.6250","0.1191","0.0596","0.1191"
"9.6500","0.1194","0.0614","0.1194"
"9.6750","0.1197","0.0636","0.1197"
"9.7000","0.1200","0.0622","0.1200"
"9.7250","0.1203","0.0626","0.1203"
"9.7500","0.1206","0.0625","0.1206"
"9.7750","0.1209","0.0631","0.1209"
"9.8000","0.1212","0.0665","0.1212"
"9.8250","0.1215","0.0656","0.1215"
"9.8500","0.1218","0.0633","0.1218"
"9.8750","0.1221","0.0644","0.1221"
"9.9000","0.1224","0.0653","0.1224"
"9.9250","0.1227","0.0656","0.1227"
"9.9500","0.1230","0.0619","0.1230"
"9.9750","0.1233","0.0576","0.1233"
"10.0000","0.1236","0.0558","0.1236"
"10.0250","0.1239","0.0559","0.1239"
"10.0500","0.1242","0.0531","0.1242"
"10.0750","0.1245","0.0541","0.1245"
"10.1000","0.1248","0.0540","0.1248"
"10.1250","0.1251","0.0545","0.1251"
"10.1500","0.1255","0.0537","0.1255"
"10.1750","0.1258","0.0535","0.1258"
"10.2000","0.1261","0.0557","0.1261"
"10.2250","0.1265","0.0562","0.1265"
"10.2500","0.1268","0.0565","0.1268"
"10.2750","0.1272","0.0556","0.1272"
"10.3000","0.1275","0.0547","0.1275"
"10.3250","0.1278","0.0552","0.1278"
"10.3500","0.1282","0.0566","0.1282"
"10.3750","0.1285","0.0575","0.1285"
"10.4000","0.1288","0.0555","0.1288"
"10.4250","0.1292","0.0567","0.1292"
"10.4500","0.1295","0.0570","0.1295"
"10.4750","0.1298","0.0567","0.1298"
"10.5000","0.1302","0.0574","0.1302"
"10.5250","0.1305","0.0596","0.1305"
"10.5500","0.1309","0.0596","0.1309"
"10.5750","0.1312","0.0577","0.1312"
"10.6000","0.1315","0.0583","0.1315"
"10.6250","0.1319","0.0593","0.1319"
"10.6500","0.1322","0.0575","0.1322"
"10.6750","0.1325","0.0572","0.1325"
"10.7000","0.1328","0.0566","0.1328"
"10.7250","0.1331","0.0564","0.1331"
"10.7500","0.1334","0.0568","0.1334"
"10.7750","0.1337","0.0583","0.1337"
"10.8000","0.1340","0.0592","0.1340"
"10.8250","0.1344","0.0600","0.1344"
"10.8500","0.1347","0.0597","0.1347"
"10.8750","0.1350","0.0608","0.1350"
"10.9000","0.1354","0.0629","0.1354"
"10.9250","0.1357","0.0648","0.1357"
"10.9500","0.1360","0.0651","0.1360"
"10.9750","0.1363","0.0658","0.1363"
"11.0000","0.1366","0.0672","0.1366"
"11.0250","0.1369","0.0684","0.1369"
"11.0500","0.1372","0.0725","0.1372"
"11.0750","0.1375","0.0718","0.1375"
"11.1000","0.1378","0.0717","0.1378"
"11.1250","0.1381","0.0728","0.1381"
"11.1500","0.1384","0.0725","0.1384"
"11.1750","0.1387","0.0746","0.1387"
"11.2000","0.1390","0.0768","0.1390"
"11.2250","0.1393","0.0802","0.1393"
"11.2500","0.1396","0.0817","0.1396"
"11.2750","0.1399","0.0827","0.1399"
"11.3000","0.1402","0.0858","0.1402"
"11.3250","0.1406","0.0878","0.1406"
"11.3500","0.1409","0.0887","0.1409"
"11.3750","0.1412","0.0903","0.1412"
"11.4000","0.1415","0.0897","0.1415"
"11.4250","0.1418","0.0914","0.1418"
"11.4500","0.1421","0.0927","0.1421"
"11.4750","0.1424","0.0934","0.1424"
"11.5000","0.1427","0.0951","0.1427"
"11.5250","0.1430","0.0974","0.1430"
"11.5500","0.1433","0.0988","0.1433"
"11.5750","0.1437","0.1004","0.1437"
"11.6000","0.1440","0.1016","0.1440"
"11.6250","0.1443","0.1026","0.1443"
"11.6500","0.1446","0.1044","0.1446"
"11.6750","0.1449","0.1024","0.1449"
"11.7000","0.1451","0.1027","0.1451"
"11.7250","0.1454","0.1032","0.1454"
"11.7500","0.1457","0.1053","0.1457"
"11.7750","0.1460","0.1079","0.1460"
"11.8000","0.1463","0.1083","0.1463"
"11.8250","0.1466","0.1091","0.1466"
"11.8500","0.1469","0.1087","0.1469"
"11.8750","0.1472","0.1078","0.1472"
"11.9000","0.1475","0.1049","0.1475"
"11.9250","0.1478","0.0999","0.1478"
"11.9500","0.1482","0.0996","0.1482"
"11.9750","0.1485","0.0972","0.1485"
"12.0000","0.1488","0.0976","0.1488"
"12.0250","0.1491","0.0992","0.1491"
"12.0500","0.1494","0.1004","0.1494"
"12.0750","0.1497","0.1016","0.1497"
"12.1000","0.1500","0.1030","0.1500"
"12.1250","0.1503","0.1044","0.1503"
"12.1500","0.1507","0.1059","0.1507"
"12.1750","0.1510","0.1059","0.1510"
"12.2000","0.1513","0.1067","0.1513"
"12.2250","0.1516","0.1056","0.1516"
"12.2500","0.1519","0.1049","0.1519"
"12.2750","0.1522","0.1049","0.1522"
"12.3000","0.1525","0.1065","0.1525"
"12.3250","0.1529","0.1068","0.1529"
"12.3500","0.1532","0.1083","0.1532"
"12.3750","0.1535","0.1083","0.1535"
"12.4000","0.1538","0.1095","0.1538"
"12.4250","0.1541","0.1101","0.1541"
"12.4500","0.1544","0.1057","0.1544"
"12.4750","0.1547","0.1017","0.1547"
"12.5000","0.1550","0.0997","0.1550"
"12.5250","0.1554","0.0991","0.1554"
"12.5500","0.1557","0.1023","0.1557"
"12.5750","0.1560","0.1013","0.1560"
"12.6000","0.1563","0.1015","0.1563"
"12.6250","0.1566","0.1021","0.1566"
"12.6500","0.1569","0.1017","0.1569"
"12.6750","0.1572","0.1036","0.1572"
"12.7000","0.1575","0.1054","0.1575"
"12.7250","0.1578","0.1051","0.1578"
"12.7500","0.1581","0.1056","0.1581"
"12.7750","0.1584","0.1072","0.1584"
"12.8000","0.1587","0.1057","0.1587"
"12.8250","0.1590","0.1053","0.1590"
"12.8500","0.1593","0.1075","0.1593"
"12.8750","0.1596","0.1057","0.1596"
"12.9000","0.1599","0.1035","0.1599"
"12.9250","0.1603","0.1047","0.1603"
"12.9500","0.1606","0.1055","0.1606"
"12.9750","0.1609","0.1075","0.1609"
"13.0000","0.1612","0.1092","0.1612"
"13.0250","0.1616","0.1107","0.1616"
"13.0500","0.1619","0.1125","0.1619"
"13.0750","0.1622","0.1141","0.1622"
"13.1000","0.1625","0.1149","0.1625"
"13.1250","0.1629","0.1138","0.1629"
"13.1500","0.1632","0.1133","0.1632"
"13.1750","0.1635","0.1149","0.1635"
"13.2000","0.1638","0.1165","0.1638"
"13.2250","0.1641","0.1180","0.1641"
"13.2500","0.1644","0.1179","0.1644"
"13.2750","0.1647","0.1186","0.1647"
"13.3000","0.1650","0.1194","0.1650"
"13.3250","0.1653","0.1203","0.1653"
"13.3500","0.1657","0.1198","0.1657"
"13.3750","0.1660","0.1210","0.1660"
"13.4000","0.1663","0.1223","0.1663"
"13.4250","0.1666","0.1242","0.1666"
"13.4500","0.1669","0.1256","0.1669"
"13.4750","0.1672","0.1265","0.1672"
"13.5000","0.1675","0.1267","0.1675"
"13.5250","0.1678","0.1276","0.1678"
"13.5500","0.1682","0.1276","0.1682"
"13.5750","0.1685","0.1267","0.1685"
"13.6000","0.1688","0.1273","0.1688"
"13.6250","0.1691","0.1283","0.1691"
"13.6500","0.1694","0.1270","0.1694"
"13.6750","0.1698","0.1282","0.1698"
"13.7000","0.1701","0.1282","0.1701"
"13.7250","0.1704","0.1274","0.1704"
"13.7500","0.1707","0.1257","0.1707"
"13.7750","0.1710","0.1276","0.1710"
"13.8000","0.1714","0.1302","0.1714"
"13.8250","0.1717","0.1318","0.1717"
"13.8500","0.1721","0.1318","0.1721"
"13.8750","0.1724","0.1320","0.1724"
"13.9000","0.1728","0.1320","0.1728"
"13.9250","0.1731","0.1342","0.1731"
"13.9500","0.1734","0.1334","0.1734"
"13.9750","0.1737","0.1329","0.1737"
"14.0000","0.1740","0.1334","0.1740"
"14.0250","0.1743","0.1344","0.1743"
"14.0500","0.1746","0.1348","0.1746"
"14.0750","0.1749","0.1362","0.1749"
"14.1000","0.1752","0.1375","0.1752"
"14.1250","0.1755","0.1392","0.1755"
"14.1500","0.1758","0.1403","0.1758"
"14.1750","0.1762","0.1418","0.1762"
"14.2000","0.1765","0.1435","0.1765"
"14.2250","0.1768","0.1451","0.1768"
"14.2500","0.1771","0.1462","0.1771"
"14.2750","0.1774","0.1466","0.1774"
"14.3000","0.1777","0.1471","0.1777"
"14.3250","0.1780","0.1488","0.1780"
"14.3500","0.1783","0.1512","0.1783"
"14.3750","0.1787","0.1527","0.1787"
"14.4000","0.1790","0.1555","0.1790"
"14.4250","0.1793","0.1584","0.1793"
"14.4500","0.1796","0.1590","0.1796"
"14.4750","0.1799","0.1585","0.1799"
"14.5000","0.1802","0.1618","0.1802"
"14.5250","0.1805","0.1641","0.1805"
"14.5500","0.1808","0.1642","0.1808"
"14.5750","0.1811","0.1657","0.1811"
"14.6000","0.1814","0.1652","0.1814"
"14.6250","0.1817","0.1658","0.1817"
"14.6500","0.1820","0.1672","0.1820"
"14.6750","0.1823","0.1678","0.1823"
"14.7000","0.1826","0.1691","0.1826"
"14.7250","0.1829","0.1699","0.1829"
"14.7500","0.1832","0.1705","0.1832"
"14.7750","0.1835","0.1699","0.1835"
"14.8000","0.1838","0.1694","0.1838"
"14.8250","0.1841","0.1713","0.1841"
"14.8500","0.1844","0.1722","0.1844"
"14.8750","0.1847","0.1730","0.1847"
"14.9000","0.1850","0.1730","0.1850"
"14.9250","0.1853","0.1732","0.1853"
"14.9500","0.1856","0.1738","0.1856"
"14.9750","0.1860","0.1725","0.1860"
"15.0000","0.1863","0.1722","0.1863"
"15.0250","0.1866","0.1725","0.1866"
"15.0500","0.1869","0.1729","0.1869"
"15.0750","0.1872","0.1712","0.1872"
"15.1000","0.1875","0.1701","0.1875"
"15.1250","0.1878","0.1699","0.1878"
"15.1500","0.1881","0.1686","0.1881"
"15.1750","0.1884","0.1693","0.1884"
"15.2000","0.1888","0.1687","0.1888"
"15.2250","0.1891","0.1701","0.1891"
"15.2500","0.1894","0.1691","0.1894"
"15.2750","0.1897","0.1686","0.1897"
"15.3000","0.1900","0.1692","0.1900"
"15.3250","0.1903","0.1696","0.1903"
"15.3500","0.1907","0.1701","0.1907"
"15.3750","0.1910","0.1697","0.1910"
"15.4000","0.1913","0.1701","0.1913"
"15.4250","0.1916","0.1716","0.1916"
"15.4500","0.1919","0.1728","0.1919"
"15.4750","0.1922","0.1727","0.1922"
"15.5000","0.1925","0.1727","0.1925"
"15.5250","0.1929","0.1730","0.1929"
"15.5500","0.1932","0.1748","0.1932"
"15.5750","0.1935","0.1755","0.1935"
"15.6000","0.1938","0.1749","0.1938"
"15.6250","0.1941","0.1748","0.1941"
"15.6500","0.1944","0.1750","0.1944"
"15.6750","0.1947","0.1767","0.1947"
"15.7000","0.1951","0.1762","0.1951"
"15.7250","0.1954","0.1776","0.1954"
