Time,Displacement,Force,Compressive strain (Displacement)
"9.8500","0.1220","0.0022","0.1220"
"9.8750","0.1223","0.0005","0.1223"
"9.9000","0.1226","-0.0011","0.1226"
"9.9250","0.1229","-0.0015","0.1229"
"9.9500","0.1232","-0.0009","0.1232"
"9.9750","0.1235","-0.0002","0.1235"
"10.0000","0.1239","0.0004","0.1239"
"10.0250","0.1242","-0.0009","0.1242"
"10.0500","0.1245","-0.0009","0.1245"
"10.0750","0.1248","0.0003","0.1248"
"10.1000","0.1251","0.0001","0.1251"
"10.1250","0.1255","-0.0020","0.1255"
"10.1500","0.1258","-0.0002","0.1258"
"10.1750","0.1261","0.0008","0.1261"
"10.2000","0.1264","-0.0002","0.1264"
"10.2250","0.1267","-0.0009","0.1267"
"10.2500","0.1271","0.0006","0.1271"
"10.2750","0.1274","-0.0011","0.1274"
"10.3000","0.1277","-0.0012","0.1277"
"10.3250","0.1280","0.0013","0.1280"
"10.3500","0.1283","0.0003","0.1283"
"10.3750","0.1286","0.0003","0.1286"
"10.4000","0.1289","0.0011","0.1289"
"10.4250","0.1292","0.0004","0.1292"
"10.4500","0.1295","-0.0003","0.1295"
"10.4750","0.1299","0.0001","0.1299"
"10.5000","0.1302","0.0012","0.1302"
"10.5250","0.1305","0.0016","0.1305"
"10.5500","0.1309","-0.0004","0.1309"
"10.5750","0.1312","-0.0017","0.1312"
"10.6000","0.1315","-0.0008","0.1315"
"10.6250","0.1318","-0.0005","0.1318"
"10.6500","0.1321","-0.0003","0.1321"
"10.6750","0.1324","-0.0009","0.1324"
"10.7000","0.1327","0.0003","0.1327"
"10.7250","0.1330","0.0007","0.1330"
"10.7500","0.1333","0.0008","0.1333"
"10.7750","0.1336","-0.0005","0.1336"
"10.8000","0.1339","0.0002","0.1339"
"10.8250","0.1343","0.0002","0.1343"
"10.8500","0.1346","-0.0005","0.1346"
"10.8750","0.1349","-0.0006","0.1349"
"10.9000","0.1352","0.0017","0.1352"
"10.9250","0.1356","-0.0004","0.1356"
"10.9500","0.1359","-0.0001","0.1359"
"10.9750","0.1362","0.0010","0.1362"
"11.0000","0.1365","-0.0006","0.1365"
"11.0250","0.1368","0.0007","0.1368"
"11.0500","0.1371","0.0001","0.1371"
"11.0750","0.1374","0.0017","0.1374"
"11.1000","0.1377","0.0015","0.1377"
"11.1250","0.1381","0.0002","0.1381"
"11.1500","0.1384","0.0017","0.1384"
"11.1750","0.1387","0.0018","0.1387"
"11.2000","0.1390","0.0008","0.1390"
"11.2250","0.1393","-0.0006","0.1393"
"11.2500","0.1397","-0.0005","0.1397"
"11.2750","0.1400","-0.0004","0.1400"
"11.3000","0.1403","0.0000","0.1403"
"11.3250","0.1406","0.0005","0.1406"
"11.3500","0.1410","0.0011","0.1410"
"11.3750","0.1413","-0.0008","0.1413"
"11.4000","0.1416","-0.0008","0.1416"
"11.4250","0.1419","0.0003","0.1419"
"11.4500","0.1422","0.0000","0.1422"
"11.4750","0.1425","-0.0014","0.1425"
"11.5000","0.1428","0.0007","0.1428"
"11.5250","0.1431","0.0011","0.1431"
"11.5500","0.1434","0.0016","0.1434"
"11.5750","0.1437","0.0003","0.1437"
"11.6000","0.1441","-0.0020","0.1441"
"11.6250","0.1444","-0.0012","0.1444"
"11.6500","0.1447","0.0014","0.1447"
"11.6750","0.1450","0.0010","0.1450"
"11.7000","0.1453","0.0006","0.1453"
"11.7250","0.1456","0.0009","0.1456"
"11.7500","0.1459","-0.0005","0.1459"
"11.7750","0.1463","-0.0005","0.1463"
"11.8000","0.1466","-0.0003","0.1466"
"11.8250","0.1469","0.0001","0.1469"
"11.8500","0.1472","0.0002","0.1472"
"11.8750","0.1475","-0.0008","0.1475"
"11.9000","0.1478","-0.0004","0.1478"
"11.9250","0.1481","-0.0005","0.1481"
"11.9500","0.1485","-0.0006","0.1485"
"11.9750","0.1488","-0.0006","0.1488"
"12.0000","0.1491","-0.0004","0.1491"
"12.0250","0.1494","-0.0013","0.1494"
"12.0500","0.1497","0.0006","0.1497"
"12.0750","0.1500","-0.0001","0.1500"
"12.1000","0.1504","-0.0006","0.1504"
"12.1250","0.1507","0.0010","0.1507"
"12.1500","0.1510","0.0010","0.1510"
"12.1750","0.1513","0.0012","0.1513"
"12.2000","0.1516","-0.0006","0.1516"
"12.2250","0.1519","0.0010","0.1519"
"12.2500","0.1522","0.0018","0.1522"
"12.2750","0.1525","0.0025","0.1525"
"12.3000","0.1529","0.0030","0.1529"
"12.3250","0.1532","0.0011","0.1532"
"12.3500","0.1535","0.0004","0.1535"
"12.3750","0.1538","-0.0010","0.1538"
"12.4000","0.1541","0.0008","0.1541"
"12.4250","0.1544","0.0009","0.1544"
"12.4500","0.1547","0.0008","0.1547"
"12.4750","0.1550","-0.0005","0.1550"
"12.5000","0.1553","0.0004","0.1553"
"12.5250","0.1556","0.0010","0.1556"
"12.5500","0.1560","0.0021","0.1560"
"12.5750","0.1563","0.0016","0.1563"
"12.6000","0.1566","0.0008","0.1566"
"12.6250","0.1569","0.0005","0.1569"
"12.6500","0.1572","0.0003","0.1572"
"12.6750","0.1575","0.0018","0.1575"
"12.7000","0.1578","0.0021","0.1578"
"12.7250","0.1581","0.0005","0.1581"
"12.7500","0.1584","-0.0001","0.1584"
"12.7750","0.1588","-0.0008","0.1588"
"12.8000","0.1591","0.0003","0.1591"
"12.8250","0.1594","0.0003","0.1594"
"12.8500","0.1597","-0.0004","0.1597"
"12.8750","0.1600","0.0005","0.1600"
"12.9000","0.1603","-0.0004","0.1603"
"12.9250","0.1606","0.0003","0.1606"
"12.9500","0.1610","0.0001","0.1610"
"12.9750","0.1613","-0.0001","0.1613"
"13.0000","0.1616","-0.0002","0.1616"
"13.0250","0.1619","0.0010","0.1619"
"13.0500","0.1622","0.0016","0.1622"
"13.0750","0.1625","0.0009","0.1625"
"13.1000","0.1628","0.0007","0.1628"
"13.1250","0.1631","0.0017","0.1631"
"13.1500","0.1634","-0.0007","0.1634"
"13.1750","0.1637","-0.0007","0.1637"
"13.2000","0.1640","0.0009","0.1640"
"13.2250","0.1643","0.0004","0.1643"
"13.2500","0.1646","-0.0007","0.1646"
"13.2750","0.1650","-0.0008","0.1650"
"13.3000","0.1653","-0.0007","0.1653"
"13.3250","0.1656","-0.0006","0.1656"
"13.3500","0.1659","-0.0004","0.1659"
"13.3750","0.1662","0.0001","0.1662"
"13.4000","0.1666","-0.0001","0.1666"
"13.4250","0.1669","0.0003","0.1669"
"13.4500","0.1672","-0.0006","0.1672"
"13.4750","0.1675","-0.0012","0.1675"
"13.5000","0.1678","-0.0003","0.1678"
"13.5250","0.1681","0.0008","0.1681"
"13.5500","0.1684","-0.0005","0.1684"
"13.5750","0.1687","-0.0002","0.1687"
"13.6000","0.1690","-0.0003","0.1690"
"13.6250","0.1693","0.0004","0.1693"
"13.6500","0.1696","-0.0005","0.1696"
"13.6750","0.1699","0.0008","0.1699"
"13.7000","0.1702","-0.0001","0.1702"
"13.7250","0.1706","-0.0009","0.1706"
"13.7500","0.1709","-0.0015","0.1709"
"13.7750","0.1712","-0.0003","0.1712"
"13.8000","0.1715","-0.0003","0.1715"
"13.8250","0.1718","-0.0004","0.1718"
"13.8500","0.1722","0.0007","0.1722"
"13.8750","0.1725","0.0014","0.1725"
"13.9000","0.1728","0.0000","0.1728"
"13.9250","0.1731","0.0002","0.1731"
"13.9500","0.1735","0.0012","0.1735"
"13.9750","0.1738","0.0010","0.1738"
"14.0000","0.1741","0.0010","0.1741"
"14.0250","0.1744","0.0000","0.1744"
"14.0500","0.1747","0.0000","0.1747"
"14.0750","0.1750","0.0004","0.1750"
"14.1000","0.1753","0.0009","0.1753"
"14.1250","0.1756","-0.0002","0.1756"
"14.1500","0.1760","-0.0007","0.1760"
"14.1750","0.1763","-0.0002","0.1763"
"14.2000","0.1766","0.0005","0.1766"
"14.2250","0.1769","0.0018","0.1769"
"14.2500","0.1772","0.0002","0.1772"
"14.2750","0.1776","0.0001","0.1776"
"14.3000","0.1779","0.0001","0.1779"
"14.3250","0.1782","-0.0020","0.1782"
"14.3500","0.1785","-0.0014","0.1785"
"14.3750","0.1788","-0.0001","0.1788"
"14.4000","0.1792","0.0011","0.1792"
"14.4250","0.1795","0.0010","0.1795"
"14.4500","0.1798","0.0004","0.1798"
"14.4750","0.1802","0.0004","0.1802"
"14.5000","0.1806","-0.0003","0.1806"
"14.5250","0.1809","0.0003","0.1809"
"14.5500","0.1813","0.0005","0.1813"
"14.5750","0.1816","0.0009","0.1816"
"14.6000","0.1819","0.0019","0.1819"
"14.6250","0.1823","0.0005","0.1823"
"14.6500","0.1825","-0.0003","0.1825"
"14.6750","0.1828","-0.0002","0.1828"
"14.7000","0.1831","0.0005","0.1831"
"14.7250","0.1834","-0.0010","0.1834"
"14.7500","0.1837","-0.0016","0.1837"
"14.7750","0.1840","0.0006","0.1840"
"14.8000","0.1843","0.0009","0.1843"
"14.8250","0.1846","-0.0001","0.1846"
"14.8500","0.1849","0.0003","0.1849"
"14.8750","0.1853","0.0007","0.1853"
"14.9000","0.1856","0.0009","0.1856"
"14.9250","0.1859","0.0008","0.1859"
"14.9500","0.1863","0.0016","0.1863"
"14.9750","0.1866","0.0016","0.1866"
"15.0000","0.1869","0.0011","0.1869"
"15.0250","0.1872","0.0022","0.1872"
"15.0500","0.1875","0.0003","0.1875"
"15.0750","0.1878","0.0001","0.1878"
"15.1000","0.1880","0.0000","0.1880"
"15.1250","0.1883","0.0011","0.1883"
"15.1500","0.1886","0.0015","0.1886"
"15.1750","0.1889","-0.0002","0.1889"
"15.2000","0.1892","-0.0002","0.1892"
"15.2250","0.1895","-0.0007","0.1895"
"15.2500","0.1899","0.0006","0.1899"
"15.2750","0.1902","0.0016","0.1902"
"15.3000","0.1905","0.0011","0.1905"
"15.3250","0.1908","-0.0008","0.1908"
"15.3500","0.1912","-0.0009","0.1912"
"15.3750","0.1915","-0.0002","0.1915"
"15.4000","0.1918","-0.0007","0.1918"
"15.4250","0.1921","0.0006","0.1921"
"15.4500","0.1924","-0.0001","0.1924"
"15.4750","0.1927","-0.0011","0.1927"
"15.5000","0.1930","-0.0002","0.1930"
