Time,Displacement,Force,Compressive strain (Displacement)
"1.3250","0.0157","0.0321","0.0157"
"1.3500","0.0160","0.0335","0.0160"
"1.3750","0.0163","0.0358","0.0163"
"1.4000","0.0166","0.0367","0.0166"
"1.4250","0.0169","0.0405","0.0169"
"1.4500","0.0172","0.0448","0.0172"
"1.4750","0.0175","0.0487","0.0175"
"1.5000","0.0178","0.0516","0.0178"
"1.5250","0.0181","0.0555","0.0181"
"1.5500","0.0184","0.0572","0.0184"
"1.5750","0.0187","0.0610","0.0187"
"1.6000","0.0191","0.0654","0.0191"
"1.6250","0.0194","0.0697","0.0194"
"1.6500","0.0197","0.0744","0.0197"
"1.6750","0.0200","0.0769","0.0200"
"1.7000","0.0203","0.0781","0.0203"
"1.7250","0.0206","0.0812","0.0206"
"1.7500","0.0210","0.0837","0.0210"
"1.7750","0.0213","0.0857","0.0213"
"1.8000","0.0216","0.0883","0.0216"
"1.8250","0.0219","0.0905","0.0219"
"1.8500","0.0222","0.0929","0.0222"
"1.8750","0.0225","0.0921","0.0225"
"1.9000","0.0228","0.0920","0.0228"
"1.9250","0.0231","0.0907","0.0231"
"1.9500","0.0234","0.0898","0.0234"
"1.9750","0.0237","0.0885","0.0237"
"2.0000","0.0240","0.0897","0.0240"
"2.0250","0.0243","0.0934","0.0243"
"2.0500","0.0247","0.0997","0.0247"
"2.0750","0.0250","0.1064","0.0250"
"2.1000","0.0253","0.1109","0.0253"
"2.1250","0.0256","0.1158","0.0256"
"2.1500","0.0259","0.1213","0.0259"
"2.1750","0.0262","0.1235","0.0262"
"2.2000","0.0265","0.1281","0.0265"
"2.2250","0.0268","0.1335","0.0268"
"2.2500","0.0271","0.1379","0.0271"
"2.2750","0.0273","0.1417","0.0273"
"2.3000","0.0276","0.1434","0.0276"
"2.3250","0.0279","0.1463","0.0279"
"2.3500","0.0282","0.1496","0.0282"
"2.3750","0.0285","0.1554","0.0285"
"2.4000","0.0288","0.1598","0.0288"
"2.4250","0.0292","0.1637","0.0292"
"2.4500","0.0295","0.1672","0.0295"
"2.4750","0.0298","0.1701","0.0298"
"2.5000","0.0301","0.1728","0.0301"
"2.5250","0.0305","0.1749","0.0305"
"2.5500","0.0308","0.1775","0.0308"
"2.5750","0.0311","0.1809","0.0311"
"2.6000","0.0314","0.1827","0.0314"
"2.6250","0.0317","0.1857","0.0317"
"2.6500","0.0320","0.1877","0.0320"
"2.6750","0.0323","0.1897","0.0323"
"2.7000","0.0326","0.1905","0.0326"
"2.7250","0.0329","0.1942","0.0329"
"2.7500","0.0333","0.1979","0.0333"
"2.7750","0.0336","0.2012","0.0336"
"2.8000","0.0339","0.2038","0.0339"
"2.8250","0.0342","0.2050","0.0342"
"2.8500","0.0345","0.2072","0.0345"
"2.8750","0.0348","0.2100","0.0348"
"2.9000","0.0351","0.2131","0.0351"
"2.9250","0.0354","0.2171","0.0354"
"2.9500","0.0357","0.2213","0.0357"
"2.9750","0.0361","0.2235","0.0361"
"3.0000","0.0364","0.2280","0.0364"
"3.0250","0.0367","0.2338","0.0367"
"3.0500","0.0370","0.2400","0.0370"
"3.0750","0.0373","0.2436","0.0373"
"3.1000","0.0376","0.2485","0.0376"
"3.1250","0.0379","0.2532","0.0379"
"3.1500","0.0382","0.2615","0.0382"
"3.1750","0.0385","0.2702","0.0385"
"3.2000","0.0388","0.2746","0.0388"
"3.2250","0.0391","0.2816","0.0391"
"3.2500","0.0395","0.2900","0.0395"
"3.2750","0.0398","0.2966","0.0398"
"3.3000","0.0401","0.3032","0.0401"
"3.3250","0.0404","0.3089","0.0404"
"3.3500","0.0407","0.3143","0.0407"
"3.3750","0.0410","0.3222","0.0410"
"3.4000","0.0413","0.3282","0.0413"
"3.4250","0.0416","0.3374","0.0416"
"3.4500","0.0419","0.3463","0.0419"
"3.4750","0.0423","0.3549","0.0423"
"3.5000","0.0426","0.3625","0.0426"
"3.5250","0.0429","0.3740","0.0429"
"3.5500","0.0432","0.3849","0.0432"
"3.5750","0.0435","0.3950","0.0435"
"3.6000","0.0439","0.4036","0.0439"
"3.6250","0.0442","0.4137","0.0442"
"3.6500","0.0445","0.4233","0.0445"
"3.6750","0.0448","0.4318","0.0448"
"3.7000","0.0451","0.4422","0.0451"
"3.7250","0.0454","0.4511","0.0454"
"3.7500","0.0457","0.4637","0.0457"
"3.7750","0.0460","0.4746","0.0460"
"3.8000","0.0464","0.4824","0.0464"
"3.8250","0.0467","0.4899","0.0467"
"3.8500","0.0470","0.5001","0.0470"
"3.8750","0.0473","0.5094","0.0473"
"3.9000","0.0476","0.5169","0.0476"
"3.9250","0.0479","0.5239","0.0479"
"3.9500","0.0482","0.5338","0.0482"
"3.9750","0.0485","0.5440","0.0485"
"4.0000","0.0489","0.5544","0.0489"
"4.0250","0.0492","0.5639","0.0492"
"4.0500","0.0495","0.5757","0.0495"
"4.0750","0.0498","0.5875","0.0498"
"4.1000","0.0501","0.5999","0.0501"
"4.1250","0.0504","0.6095","0.0504"
"4.1500","0.0508","0.6204","0.0508"
"4.1750","0.0511","0.6354","0.0511"
"4.2000","0.0514","0.6481","0.0514"
"4.2250","0.0517","0.6594","0.0517"
"4.2500","0.0520","0.6716","0.0520"
"4.2750","0.0523","0.6848","0.0523"
"4.3000","0.0526","0.6994","0.0526"
"4.3250","0.0530","0.7147","0.0530"
"4.3500","0.0533","0.7301","0.0533"
"4.3750","0.0536","0.7442","0.0536"
"4.4000","0.0539","0.7590","0.0539"
"4.4250","0.0542","0.7758","0.0542"
"4.4500","0.0545","0.7899","0.0545"
"4.4750","0.0548","0.8041","0.0548"
"4.5000","0.0551","0.8205","0.0551"
"4.5250","0.0554","0.8369","0.0554"
"4.5500","0.0558","0.8535","0.0558"
"4.5750","0.0561","0.8662","0.0561"
"4.6000","0.0564","0.8811","0.0564"
"4.6250","0.0567","0.8929","0.0567"
"4.6500","0.0570","0.9058","0.0570"
"4.6750","0.0573","0.9180","0.0573"
"4.7000","0.0576","0.9330","0.0576"
"4.7250","0.0579","0.9499","0.0579"
"4.7500","0.0582","0.9660","0.0582"
"4.7750","0.0585","0.9811","0.0585"
"4.8000","0.0588","0.9989","0.0588"
"4.8250","0.0592","1.0134","0.0592"
"4.8500","0.0595","1.0309","0.0595"
"4.8750","0.0598","1.0490","0.0598"
"4.9000","0.0601","1.0671","0.0601"
"4.9250","0.0604","1.0849","0.0604"
"4.9500","0.0607","1.1003","0.0607"
"4.9750","0.0611","1.1105","0.0611"
"5.0000","0.0614","1.1227","0.0614"
"5.0250","0.0617","1.1384","0.0617"
"5.0500","0.0620","1.1527","0.0620"
"5.0750","0.0623","1.1657","0.0623"
"5.1000","0.0626","1.1796","0.0626"
"5.1250","0.0629","1.1887","0.0629"
"5.1500","0.0632","1.1984","0.0632"
"5.1750","0.0635","1.2106","0.0635"
"5.2000","0.0638","1.2191","0.0638"
"5.2250","0.0641","1.2270","0.0641"
"5.2500","0.0644","1.2363","0.0644"
"5.2750","0.0648","1.2467","0.0648"
"5.3000","0.0651","1.2551","0.0651"
"5.3250","0.0654","1.2650","0.0654"
"5.3500","0.0657","1.2787","0.0657"
"5.3750","0.0660","1.2926","0.0660"
"5.4000","0.0663","1.3059","0.0663"
"5.4250","0.0667","1.3170","0.0667"
"5.4500","0.0670","1.3267","0.0670"
"5.4750","0.0673","1.3325","0.0673"
"5.5000","0.0676","1.3367","0.0676"
"5.5250","0.0679","1.3430","0.0679"
"5.5500","0.0682","1.3507","0.0682"
"5.5750","0.0686","1.3615","0.0686"
"5.6000","0.0689","1.3711","0.0689"
"5.6250","0.0692","1.3809","0.0692"
"5.6500","0.0695","1.3915","0.0695"
"5.6750","0.0698","1.4031","0.0698"
"5.7000","0.0701","1.4121","0.0701"
"5.7250","0.0704","1.4197","0.0704"
"5.7500","0.0707","1.4275","0.0707"
"5.7750","0.0711","1.4380","0.0711"
"5.8000","0.0714","1.4450","0.0714"
"5.8250","0.0717","1.4547","0.0717"
"5.8500","0.0720","1.4646","0.0720"
"5.8750","0.0723","1.4715","0.0723"
"5.9000","0.0726","1.4740","0.0726"
"5.9250","0.0729","1.4730","0.0729"
"5.9500","0.0732","1.4758","0.0732"
"5.9750","0.0735","1.4800","0.0735"
"6.0000","0.0738","1.4829","0.0738"
"6.0250","0.0741","1.4893","0.0741"
"6.0500","0.0745","1.4984","0.0745"
"6.0750","0.0748","1.5058","0.0748"
"6.1000","0.0751","1.5127","0.0751"
"6.1250","0.0754","1.5192","0.0754"
"6.1500","0.0757","1.5248","0.0757"
"6.1750","0.0760","1.5280","0.0760"
"6.2000","0.0763","1.5306","0.0763"
"6.2250","0.0767","1.5337","0.0767"
"6.2500","0.0770","1.5383","0.0770"
"6.2750","0.0773","1.5436","0.0773"
"6.3000","0.0776","1.5521","0.0776"
"6.3250","0.0779","1.5570","0.0779"
"6.3500","0.0782","1.5580","0.0782"
"6.3750","0.0785","1.5592","0.0785"
"6.4000","0.0788","1.5629","0.0788"
"6.4250","0.0791","1.5675","0.0791"
"6.4500","0.0794","1.5698","0.0794"
"6.4750","0.0797","1.5721","0.0797"
"6.5000","0.0800","1.5709","0.0800"
"6.5250","0.0803","1.5722","0.0803"
"6.5500","0.0807","1.5723","0.0807"
"6.5750","0.0810","1.5733","0.0810"
"6.6000","0.0813","1.5779","0.0813"
"6.6250","0.0816","1.5815","0.0816"
"6.6500","0.0819","1.5863","0.0819"
"6.6750","0.0822","1.5916","0.0822"
"6.7000","0.0825","1.5956","0.0825"
"6.7250","0.0829","1.5982","0.0829"
"6.7500","0.0832","1.6000","0.0832"
"6.7750","0.0835","1.5978","0.0835"
"6.8000","0.0838","1.5943","0.0838"
"6.8250","0.0842","1.5878","0.0842"
"6.8500","0.0845","1.5850","0.0845"
"6.8750","0.0848","1.5829","0.0848"
"6.9000","0.0851","1.5830","0.0851"
"6.9250","0.0854","1.5849","0.0854"
"6.9500","0.0857","1.5900","0.0857"
"6.9750","0.0861","1.5932","0.0861"
"7.0000","0.0864","1.5924","0.0864"
"7.0250","0.0867","1.5886","0.0867"
"7.0500","0.0870","1.5864","0.0870"
"7.0750","0.0873","1.5856","0.0873"
"7.1000","0.0876","1.5872","0.0876"
"7.1250","0.0879","1.5905","0.0879"
"7.1500","0.0882","1.5966","0.0882"
"7.1750","0.0886","1.6080","0.0886"
"7.2000","0.0889","1.6116","0.0889"
"7.2250","0.0892","1.6120","0.0892"
"7.2500","0.0895","1.6141","0.0895"
"7.2750","0.0898","1.6167","0.0898"
"7.3000","0.0901","1.6190","0.0901"
"7.3250","0.0904","1.6205","0.0904"
"7.3500","0.0907","1.6185","0.0907"
"7.3750","0.0911","1.6246","0.0911"
"7.4000","0.0914","1.6341","0.0914"
"7.4250","0.0917","1.6387","0.0917"
"7.4500","0.0920","1.6424","0.0920"
"7.4750","0.0923","1.6416","0.0923"
"7.5000","0.0926","1.6388","0.0926"
"7.5250","0.0929","1.6377","0.0929"
"7.5500","0.0932","1.6403","0.0932"
"7.5750","0.0935","1.6417","0.0935"
"7.6000","0.0938","1.6456","0.0938"
"7.6250","0.0941","1.6553","0.0941"
"7.6500","0.0944","1.6643","0.0944"
"7.6750","0.0947","1.6688","0.0947"
"7.7000","0.0950","1.6746","0.0950"
"7.7250","0.0953","1.6806","0.0953"
"7.7500","0.0956","1.6847","0.0956"
"7.7750","0.0959","1.6898","0.0959"
"7.8000","0.0962","1.7002","0.0962"
"7.8250","0.0966","1.7113","0.0966"
"7.8500","0.0969","1.7230","0.0969"
"7.8750","0.0972","1.7322","0.0972"
"7.9000","0.0975","1.7393","0.0975"
"7.9250","0.0978","1.7464","0.0978"
"7.9500","0.0982","1.7531","0.0982"
"7.9750","0.0985","1.7572","0.0985"
"8.0000","0.0988","1.7643","0.0988"
"8.0250","0.0991","1.7761","0.0991"
"8.0500","0.0994","1.7898","0.0994"
"8.0750","0.0998","1.7998","0.0998"
"8.1000","0.1001","1.8090","0.1001"
"8.1250","0.1004","1.8175","0.1004"
"8.1500","0.1008","1.8204","0.1008"
"8.1750","0.1011","1.8187","0.1011"
"8.2000","0.1014","1.8159","0.1014"
"8.2250","0.1017","1.8164","0.1017"
"8.2500","0.1020","1.8208","0.1020"
"8.2750","0.1023","1.8283","0.1023"
"8.3000","0.1026","1.8366","0.1026"
"8.3250","0.1029","1.8421","0.1029"
"8.3500","0.1033","1.8470","0.1033"
"8.3750","0.1036","1.8532","0.1036"
"8.4000","0.1039","1.8568","0.1039"
"8.4250","0.1042","1.8596","0.1042"
"8.4500","0.1045","1.8601","0.1045"
"8.4750","0.1048","1.8574","0.1048"
"8.5000","0.1051","1.8532","0.1051"
"8.5250","0.1054","1.8491","0.1054"
"8.5500","0.1057","1.8486","0.1057"
"8.5750","0.1060","1.8528","0.1060"
"8.6000","0.1063","1.8630","0.1063"
"8.6250","0.1066","1.8749","0.1066"
"8.6500","0.1069","1.8845","0.1069"
"8.6750","0.1072","1.8910","0.1072"
"8.7000","0.1075","1.8956","0.1075"
"8.7250","0.1079","1.9016","0.1079"
"8.7500","0.1082","1.9088","0.1082"
"8.7750","0.1085","1.9148","0.1085"
"8.8000","0.1088","1.9242","0.1088"
"8.8250","0.1091","1.9339","0.1091"
"8.8500","0.1094","1.9428","0.1094"
"8.8750","0.1097","1.9467","0.1097"
"8.9000","0.1100","1.9513","0.1100"
"8.9250","0.1103","1.9576","0.1103"
"8.9500","0.1107","1.9623","0.1107"
"8.9750","0.1110","1.9662","0.1110"
"9.0000","0.1113","1.9721","0.1113"
"9.0250","0.1116","1.9747","0.1116"
"9.0500","0.1119","1.9810","0.1119"
"9.0750","0.1123","1.9827","0.1123"
"9.1000","0.1126","1.9835","0.1126"
"9.1250","0.1129","1.9861","0.1129"
"9.1500","0.1132","1.9903","0.1132"
"9.1750","0.1135","1.9987","0.1135"
"9.2000","0.1139","2.0096","0.1139"
"9.2250","0.1142","2.0176","0.1142"
"9.2500","0.1145","2.0224","0.1145"
"9.2750","0.1148","2.0249","0.1148"
"9.3000","0.1152","2.0263","0.1152"
"9.3250","0.1155","2.0280","0.1155"
"9.3500","0.1158","2.0276","0.1158"
"9.3750","0.1161","2.0262","0.1161"
"9.4000","0.1164","2.0270","0.1164"
"9.4250","0.1167","2.0318","0.1167"
"9.4500","0.1170","2.0376","0.1170"
"9.4750","0.1173","2.0431","0.1173"
"9.5000","0.1177","2.0519","0.1177"
"9.5250","0.1180","2.0564","0.1180"
"9.5500","0.1183","2.0604","0.1183"
"9.5750","0.1186","2.0620","0.1186"
"9.6000","0.1189","2.0628","0.1189"
"9.6250","0.1193","2.0658","0.1193"
"9.6500","0.1196","2.0735","0.1196"
"9.6750","0.1199","2.0814","0.1199"
"9.7000","0.1202","2.0886","0.1202"
"9.7250","0.1205","2.0989","0.1205"
"9.7500","0.1209","2.1118","0.1209"
"9.7750","0.1212","2.1266","0.1212"
"9.8000","0.1216","2.1424","0.1216"
"9.8250","0.1219","2.1578","0.1219"
"9.8500","0.1223","2.1635","0.1223"
"9.8750","0.1226","2.1612","0.1226"
"9.9000","0.1229","2.1574","0.1229"
"9.9250","0.1232","2.1513","0.1232"
"9.9500","0.1235","2.1487","0.1235"
"9.9750","0.1238","2.1469","0.1238"
"10.0000","0.1241","2.1471","0.1241"
"10.0250","0.1244","2.1495","0.1244"
"10.0500","0.1248","2.1537","0.1248"
"10.0750","0.1251","2.1552","0.1251"
"10.1000","0.1254","2.1552","0.1254"
"10.1250","0.1257","2.1544","0.1257"
"10.1500","0.1260","2.1522","0.1260"
"10.1750","0.1263","2.1521","0.1263"
"10.2000","0.1266","2.1539","0.1266"
"10.2250","0.1269","2.1531","0.1269"
"10.2500","0.1272","2.1481","0.1272"
"10.2750","0.1275","2.1485","0.1275"
"10.3000","0.1278","2.1555","0.1278"
"10.3250","0.1282","2.1607","0.1282"
"10.3500","0.1285","2.1583","0.1285"
"10.3750","0.1288","2.1561","0.1288"
"10.4000","0.1291","2.1536","0.1291"
"10.4250","0.1294","2.1498","0.1294"
"10.4500","0.1297","2.1437","0.1297"
"10.4750","0.1300","2.1408","0.1300"
"10.5000","0.1304","2.1419","0.1304"
"10.5250","0.1307","2.1418","0.1307"
"10.5500","0.1310","2.1417","0.1310"
"10.5750","0.1313","2.1447","0.1313"
"10.6000","0.1316","2.1477","0.1316"
"10.6250","0.1319","2.1516","0.1319"
"10.6500","0.1322","2.1552","0.1322"
"10.6750","0.1325","2.1559","0.1325"
"10.7000","0.1328","2.1554","0.1328"
"10.7250","0.1332","2.1572","0.1332"
"10.7500","0.1335","2.1587","0.1335"
"10.7750","0.1338","2.1619","0.1338"
"10.8000","0.1341","2.1655","0.1341"
"10.8250","0.1344","2.1708","0.1344"
"10.8500","0.1347","2.1714","0.1347"
"10.8750","0.1350","2.1717","0.1350"
"10.9000","0.1353","2.1734","0.1353"
"10.9250","0.1356","2.1788","0.1356"
"10.9500","0.1359","2.1793","0.1359"
"10.9750","0.1363","2.1796","0.1363"
"11.0000","0.1366","2.1800","0.1366"
"11.0250","0.1369","2.1854","0.1369"
"11.0500","0.1372","2.1944","0.1372"
"11.0750","0.1375","2.2028","0.1375"
"11.1000","0.1378","2.2086","0.1378"
"11.1250","0.1381","2.2159","0.1381"
"11.1500","0.1384","2.2235","0.1384"
"11.1750","0.1387","2.2284","0.1387"
"11.2000","0.1390","2.2305","0.1390"
"11.2250","0.1393","2.2317","0.1393"
"11.2500","0.1396","2.2355","0.1396"
"11.2750","0.1399","2.2428","0.1399"
"11.3000","0.1402","2.2490","0.1402"
"11.3250","0.1405","2.2518","0.1405"
"11.3500","0.1408","2.2536","0.1408"
"11.3750","0.1411","2.2585","0.1411"
"11.4000","0.1414","2.2634","0.1414"
"11.4250","0.1417","2.2771","0.1417"
"11.4500","0.1420","2.2880","0.1420"
"11.4750","0.1423","2.2977","0.1423"
"11.5000","0.1426","2.3107","0.1426"
"11.5250","0.1429","2.3236","0.1429"
"11.5500","0.1432","2.3305","0.1432"
"11.5750","0.1436","2.3352","0.1436"
"11.6000","0.1439","2.3372","0.1439"
"11.6250","0.1442","2.3418","0.1442"
"11.6500","0.1445","2.3483","0.1445"
"11.6750","0.1448","2.3528","0.1448"
"11.7000","0.1451","2.3569","0.1451"
"11.7250","0.1454","2.3648","0.1454"
"11.7500","0.1457","2.3737","0.1457"
"11.7750","0.1461","2.3782","0.1461"
"11.8000","0.1464","2.3774","0.1464"
"11.8250","0.1467","2.3787","0.1467"
"11.8500","0.1470","2.3809","0.1470"
"11.8750","0.1473","2.3849","0.1473"
"11.9000","0.1476","2.3905","0.1476"
"11.9250","0.1479","2.3927","0.1479"
"11.9500","0.1482","2.3992","0.1482"
"11.9750","0.1485","2.4057","0.1485"
"12.0000","0.1488","2.4111","0.1488"
"12.0250","0.1491","2.4057","0.1491"
"12.0500","0.1495","2.4012","0.1495"
"12.0750","0.1498","2.4063","0.1498"
"12.1000","0.1501","2.4099","0.1501"
"12.1250","0.1504","2.4166","0.1504"
"12.1500","0.1507","2.4293","0.1507"
"12.1750","0.1510","2.4402","0.1510"
"12.2000","0.1513","2.4479","0.1513"
"12.2250","0.1516","2.4571","0.1516"
"12.2500","0.1520","2.4682","0.1520"
"12.2750","0.1523","2.4789","0.1523"
"12.3000","0.1526","2.4917","0.1526"
"12.3250","0.1529","2.5083","0.1529"
"12.3500","0.1532","2.5217","0.1532"
"12.3750","0.1535","2.5365","0.1535"
"12.4000","0.1539","2.5490","0.1539"
"12.4250","0.1542","2.5567","0.1542"
"12.4500","0.1545","2.5635","0.1545"
"12.4750","0.1548","2.5693","0.1548"
"12.5000","0.1551","2.5765","0.1551"
"12.5250","0.1555","2.5843","0.1555"
"12.5500","0.1558","2.5912","0.1558"
"12.5750","0.1561","2.6010","0.1561"
"12.6000","0.1564","2.6111","0.1564"
"12.6250","0.1567","2.6224","0.1567"
"12.6500","0.1571","2.6375","0.1571"
"12.6750","0.1574","2.6525","0.1574"
"12.7000","0.1577","2.6750","0.1577"
"12.7250","0.1581","2.6947","0.1581"
"12.7500","0.1584","2.7208","0.1584"
"12.7750","0.1588","2.7522","0.1588"
"12.8000","0.1591","2.7800","0.1591"
"12.8250","0.1595","2.7936","0.1595"
"12.8500","0.1598","2.7957","0.1598"
"12.8750","0.1601","2.8020","0.1601"
"12.9000","0.1604","2.8028","0.1604"
"12.9250","0.1607","2.7951","0.1607"
"12.9500","0.1610","2.7866","0.1610"
"12.9750","0.1613","2.7838","0.1613"
"13.0000","0.1616","2.7849","0.1616"
"13.0250","0.1619","2.7915","0.1619"
"13.0500","0.1622","2.8004","0.1622"
"13.0750","0.1625","2.8104","0.1625"
"13.1000","0.1628","2.8221","0.1628"
"13.1250","0.1632","2.8336","0.1632"
"13.1500","0.1635","2.8436","0.1635"
"13.1750","0.1638","2.8510","0.1638"
"13.2000","0.1641","2.8561","0.1641"
"13.2250","0.1644","2.8633","0.1644"
"13.2500","0.1648","2.8647","0.1648"
"13.2750","0.1651","2.8638","0.1651"
"13.3000","0.1654","2.8679","0.1654"
"13.3250","0.1657","2.8673","0.1657"
"13.3500","0.1660","2.8627","0.1660"
"13.3750","0.1663","2.8594","0.1663"
"13.4000","0.1667","2.8602","0.1667"
"13.4250","0.1670","2.8615","0.1670"
"13.4500","0.1673","2.8596","0.1673"
"13.4750","0.1676","2.8560","0.1676"
"13.5000","0.1679","2.8538","0.1679"
"13.5250","0.1682","2.8467","0.1682"
"13.5500","0.1685","2.8393","0.1685"
"13.5750","0.1688","2.8354","0.1688"
"13.6000","0.1691","2.8330","0.1691"
"13.6250","0.1694","2.8348","0.1694"
"13.6500","0.1697","2.8356","0.1697"
"13.6750","0.1700","2.8374","0.1700"
"13.7000","0.1703","2.8367","0.1703"
"13.7250","0.1707","2.8358","0.1707"
"13.7500","0.1710","2.8339","0.1710"
"13.7750","0.1713","2.8368","0.1713"
"13.8000","0.1716","2.8410","0.1716"
"13.8250","0.1719","2.8445","0.1719"
"13.8500","0.1722","2.8472","0.1722"
"13.8750","0.1725","2.8535","0.1725"
"13.9000","0.1728","2.8590","0.1728"
"13.9250","0.1732","2.8651","0.1732"
"13.9500","0.1735","2.8712","0.1735"
"13.9750","0.1738","2.8746","0.1738"
"14.0000","0.1741","2.8774","0.1741"
"14.0250","0.1744","2.8776","0.1744"
"14.0500","0.1747","2.8800","0.1747"
"14.0750","0.1750","2.8792","0.1750"
"14.1000","0.1753","2.8818","0.1753"
"14.1250","0.1756","2.8895","0.1756"
"14.1500","0.1759","2.9011","0.1759"
"14.1750","0.1762","2.9137","0.1762"
"14.2000","0.1766","2.9285","0.1766"
"14.2250","0.1769","2.9404","0.1769"
"14.2500","0.1772","2.9239","0.1772"
"14.2750","0.1775","2.9100","0.1775"
"14.3000","0.1778","2.9046","0.1778"
"14.3250","0.1781","2.8987","0.1781"
"14.3500","0.1784","2.8969","0.1784"
"14.3750","0.1787","2.8982","0.1787"
"14.4000","0.1790","2.8985","0.1790"
"14.4250","0.1793","2.8987","0.1793"
"14.4500","0.1795","2.9000","0.1795"
"14.4750","0.1798","2.9007","0.1798"
"14.5000","0.1801","2.9063","0.1801"
"14.5250","0.1804","2.9188","0.1804"
"14.5500","0.1807","2.9383","0.1807"
"14.5750","0.1810","2.9603","0.1810"
"14.6000","0.1813","2.9825","0.1813"
"14.6250","0.1817","3.0063","0.1817"
"14.6500","0.1820","3.0338","0.1820"
"14.6750","0.1823","3.0562","0.1823"
"14.7000","0.1826","3.0729","0.1826"
"14.7250","0.1829","3.0859","0.1829"
"14.7500","0.1832","3.1008","0.1832"
"14.7750","0.1835","3.1145","0.1835"
"14.8000","0.1839","3.1262","0.1839"
"14.8250","0.1842","3.1425","0.1842"
"14.8500","0.1845","3.1601","0.1845"
"14.8750","0.1848","3.1726","0.1848"
"14.9000","0.1851","3.1835","0.1851"
"14.9250","0.1854","3.1967","0.1854"
"14.9500","0.1857","3.2072","0.1857"
"14.9750","0.1860","3.2202","0.1860"
"15.0000","0.1864","3.2240","0.1864"
"15.0250","0.1867","3.2179","0.1867"
"15.0500","0.1870","3.2158","0.1870"
"15.0750","0.1873","3.2229","0.1873"
"15.1000","0.1876","3.2280","0.1876"
"15.1250","0.1879","3.2292","0.1879"
"15.1500","0.1883","3.2320","0.1883"
"15.1750","0.1886","3.2365","0.1886"
"15.2000","0.1889","3.2394","0.1889"
"15.2250","0.1892","3.2417","0.1892"
"15.2500","0.1895","3.2478","0.1895"
"15.2750","0.1898","3.2520","0.1898"
"15.3000","0.1901","3.2607","0.1901"
"15.3250","0.1904","3.2726","0.1904"
"15.3500","0.1908","3.2866","0.1908"
"15.3750","0.1911","3.2999","0.1911"
"15.4000","0.1914","3.3117","0.1914"
"15.4250","0.1917","3.3213","0.1917"
"15.4500","0.1920","3.3320","0.1920"
"15.4750","0.1924","3.3489","0.1924"
"15.5000","0.1927","3.3650","0.1927"
"15.5250","0.1930","3.3793","0.1930"
"15.5500","0.1934","3.3907","0.1934"
"15.5750","0.1937","3.4031","0.1937"
"15.6000","0.1940","3.4189","0.1940"
"15.6250","0.1943","3.4308","0.1943"
"15.6500","0.1947","3.4461","0.1947"
"15.6750","0.1950","3.4655","0.1950"
"15.7000","0.1954","3.4836","0.1954"
"15.7250","0.1957","3.4932","0.1957"
"15.7500","0.1960","3.4987","0.1960"
"15.7750","0.1963","3.5004","0.1963"
