Time,Displacement,Force,Compressive strain (Displacement)
"4.4750","0.0548","0.0713","0.0548"
"4.5000","0.0551","0.0706","0.0551"
"4.5250","0.0555","0.0709","0.0555"
"4.5500","0.0558","0.0716","0.0558"
"4.5750","0.0561","0.0720","0.0561"
"4.6000","0.0564","0.0715","0.0564"
"4.6250","0.0567","0.0717","0.0567"
"4.6500","0.0570","0.0710","0.0570"
"4.6750","0.0573","0.0715","0.0573"
"4.7000","0.0576","0.0720","0.0576"
"4.7250","0.0579","0.0705","0.0579"
"4.7500","0.0582","0.0700","0.0582"
"4.7750","0.0585","0.0724","0.0585"
"4.8000","0.0588","0.0741","0.0588"
"4.8250","0.0592","0.0735","0.0592"
"4.8500","0.0595","0.0757","0.0595"
"4.8750","0.0598","0.0760","0.0598"
"4.9000","0.0601","0.0755","0.0601"
"4.9250","0.0604","0.0752","0.0604"
"4.9500","0.0608","0.0767","0.0608"
"4.9750","0.0611","0.0784","0.0611"
"5.0000","0.0614","0.0767","0.0614"
"5.0250","0.0617","0.0764","0.0617"
"5.0500","0.0620","0.0756","0.0620"
"5.0750","0.0623","0.0749","0.0623"
"5.1000","0.0626","0.0748","0.0626"
"5.1250","0.0629","0.0755","0.0629"
"5.1500","0.0632","0.0763","0.0632"
"5.1750","0.0635","0.0769","0.0635"
"5.2000","0.0639","0.0782","0.0639"
"5.2250","0.0642","0.0768","0.0642"
"5.2500","0.0645","0.0770","0.0645"
"5.2750","0.0648","0.0776","0.0648"
"5.3000","0.0651","0.0784","0.0651"
"5.3250","0.0654","0.0785","0.0654"
"5.3500","0.0657","0.0808","0.0657"
"5.3750","0.0660","0.0831","0.0660"
"5.4000","0.0663","0.0838","0.0663"
"5.4250","0.0667","0.0862","0.0667"
"5.4500","0.0670","0.0881","0.0670"
"5.4750","0.0673","0.0887","0.0673"
"5.5000","0.0676","0.0890","0.0676"
"5.5250","0.0679","0.0910","0.0679"
"5.5500","0.0682","0.0911","0.0682"
"5.5750","0.0685","0.0917","0.0685"
"5.6000","0.0688","0.0922","0.0688"
"5.6250","0.0691","0.0938","0.0691"
"5.6500","0.0694","0.0949","0.0694"
"5.6750","0.0698","0.0986","0.0698"
"5.7000","0.0701","0.1006","0.0701"
"5.7250","0.0704","0.0995","0.0704"
"5.7500","0.0708","0.1003","0.0708"
"5.7750","0.0711","0.1026","0.0711"
"5.8000","0.0714","0.1039","0.0714"
"5.8250","0.0718","0.1050","0.0718"
"5.8500","0.0721","0.1054","0.0721"
"5.8750","0.0724","0.1055","0.0724"
"5.9000","0.0727","0.1056","0.0727"
"5.9250","0.0731","0.1050","0.0731"
"5.9500","0.0733","0.1059","0.0733"
"5.9750","0.0736","0.1054","0.0736"
"6.0000","0.0739","0.1048","0.0739"
"6.0250","0.0742","0.1058","0.0742"
"6.0500","0.0745","0.1058","0.0745"
"6.0750","0.0748","0.1059","0.0748"
"6.1000","0.0751","0.1082","0.0751"
"6.1250","0.0755","0.1117","0.0755"
"6.1500","0.0758","0.1153","0.0758"
"6.1750","0.0761","0.1156","0.0761"
"6.2000","0.0765","0.1174","0.0765"
"6.2250","0.0768","0.1182","0.0768"
"6.2500","0.0771","0.1198","0.0771"
"6.2750","0.0775","0.1221","0.0775"
"6.3000","0.0778","0.1229","0.0778"
"6.3250","0.0781","0.1223","0.0781"
"6.3500","0.0784","0.1211","0.0784"
"6.3750","0.0787","0.1207","0.0787"
"6.4000","0.0790","0.1214","0.0790"
"6.4250","0.0793","0.1228","0.0793"
"6.4500","0.0796","0.1237","0.0796"
"6.4750","0.0799","0.1250","0.0799"
"6.5000","0.0802","0.1258","0.0802"
"6.5250","0.0805","0.1262","0.0805"
"6.5500","0.0808","0.1276","0.0808"
"6.5750","0.0811","0.1314","0.0811"
"6.6000","0.0814","0.1293","0.0814"
"6.6250","0.0817","0.1284","0.0817"
"6.6500","0.0821","0.1298","0.0821"
"6.6750","0.0824","0.1298","0.0824"
"6.7000","0.0827","0.1292","0.0827"
"6.7250","0.0830","0.1315","0.0830"
"6.7500","0.0833","0.1339","0.0833"
"6.7750","0.0836","0.1350","0.0836"
"6.8000","0.0839","0.1364","0.0839"
"6.8250","0.0842","0.1383","0.0842"
"6.8500","0.0845","0.1396","0.0845"
"6.8750","0.0848","0.1394","0.0848"
"6.9000","0.0851","0.1391","0.0851"
"6.9250","0.0854","0.1406","0.0854"
"6.9500","0.0857","0.1433","0.0857"
"6.9750","0.0860","0.1432","0.0860"
"7.0000","0.0863","0.1445","0.0863"
"7.0250","0.0867","0.1437","0.0867"
"7.0500","0.0870","0.1427","0.0870"
"7.0750","0.0873","0.1414","0.0873"
"7.1000","0.0876","0.1417","0.0876"
"7.1250","0.0879","0.1421","0.0879"
"7.1500","0.0882","0.1427","0.0882"
"7.1750","0.0885","0.1431","0.0885"
"7.2000","0.0888","0.1449","0.0888"
"7.2250","0.0891","0.1448","0.0891"
"7.2500","0.0894","0.1445","0.0894"
"7.2750","0.0897","0.1435","0.0897"
"7.3000","0.0901","0.1443","0.0901"
"7.3250","0.0904","0.1464","0.0904"
"7.3500","0.0907","0.1476","0.0907"
"7.3750","0.0910","0.1482","0.0910"
"7.4000","0.0913","0.1483","0.0913"
"7.4250","0.0916","0.1488","0.0916"
"7.4500","0.0919","0.1497","0.0919"
"7.4750","0.0922","0.1503","0.0922"
"7.5000","0.0926","0.1500","0.0926"
"7.5250","0.0929","0.1519","0.0929"
"7.5500","0.0932","0.1512","0.0932"
"7.5750","0.0935","0.1527","0.0935"
"7.6000","0.0938","0.1533","0.0938"
"7.6250","0.0941","0.1522","0.0941"
"7.6500","0.0944","0.1516","0.0944"
"7.6750","0.0947","0.1542","0.0947"
"7.7000","0.0950","0.1547","0.0950"
"7.7250","0.0953","0.1548","0.0953"
"7.7500","0.0956","0.1552","0.0956"
"7.7750","0.0959","0.1568","0.0959"
"7.8000","0.0962","0.1601","0.0962"
"7.8250","0.0965","0.1594","0.0965"
"7.8500","0.0968","0.1583","0.0968"
"7.8750","0.0971","0.1587","0.0971"
"7.9000","0.0974","0.1584","0.0974"
"7.9250","0.0977","0.1584","0.0977"
"7.9500","0.0980","0.1588","0.0980"
"7.9750","0.0983","0.1580","0.0983"
"8.0000","0.0986","0.1588","0.0986"
"8.0250","0.0989","0.1606","0.0989"
"8.0500","0.0992","0.1599","0.0992"
"8.0750","0.0996","0.1625","0.0996"
"8.1000","0.0999","0.1623","0.0999"
"8.1250","0.1002","0.1625","0.1002"
"8.1500","0.1005","0.1613","0.1005"
"8.1750","0.1008","0.1615","0.1008"
"8.2000","0.1011","0.1632","0.1011"
"8.2250","0.1015","0.1623","0.1015"
"8.2500","0.1018","0.1613","0.1018"
"8.2750","0.1021","0.1604","0.1021"
"8.3000","0.1024","0.1602","0.1024"
"8.3250","0.1027","0.1609","0.1027"
"8.3500","0.1030","0.1629","0.1030"
"8.3750","0.1033","0.1651","0.1033"
"8.4000","0.1036","0.1639","0.1036"
"8.4250","0.1040","0.1659","0.1040"
"8.4500","0.1043","0.1661","0.1043"
"8.4750","0.1046","0.1653","0.1046"
"8.5000","0.1049","0.1653","0.1049"
"8.5250","0.1052","0.1641","0.1052"
"8.5500","0.1056","0.1643","0.1056"
"8.5750","0.1059","0.1668","0.1059"
"8.6000","0.1062","0.1683","0.1062"
"8.6250","0.1066","0.1685","0.1066"
"8.6500","0.1069","0.1681","0.1069"
"8.6750","0.1072","0.1699","0.1072"
"8.7000","0.1075","0.1712","0.1075"
"8.7250","0.1079","0.1695","0.1079"
"8.7500","0.1082","0.1621","0.1082"
"8.7750","0.1085","0.1569","0.1085"
"8.8000","0.1088","0.1525","0.1088"
"8.8250","0.1091","0.1518","0.1091"
"8.8500","0.1094","0.1543","0.1094"
"8.8750","0.1097","0.1538","0.1097"
"8.9000","0.1100","0.1543","0.1100"
"8.9250","0.1103","0.1536","0.1103"
"8.9500","0.1106","0.1524","0.1106"
"8.9750","0.1109","0.1544","0.1109"
"9.0000","0.1112","0.1550","0.1112"
"9.0250","0.1115","0.1545","0.1115"
"9.0500","0.1119","0.1541","0.1119"
"9.0750","0.1122","0.1540","0.1122"
"9.1000","0.1125","0.1544","0.1125"
"9.1250","0.1128","0.1562","0.1128"
"9.1500","0.1131","0.1571","0.1131"
"9.1750","0.1134","0.1566","0.1134"
"9.2000","0.1137","0.1565","0.1137"
"9.2250","0.1140","0.1588","0.1140"
"9.2500","0.1143","0.1582","0.1143"
"9.2750","0.1146","0.1600","0.1146"
"9.3000","0.1150","0.1582","0.1150"
"9.3250","0.1153","0.1581","0.1153"
"9.3500","0.1156","0.1588","0.1156"
"9.3750","0.1159","0.1604","0.1159"
"9.4000","0.1163","0.1622","0.1163"
"9.4250","0.1166","0.1616","0.1166"
"9.4500","0.1169","0.1602","0.1169"
"9.4750","0.1172","0.1602","0.1172"
"9.5000","0.1176","0.1593","0.1176"
"9.5250","0.1179","0.1607","0.1179"
"9.5500","0.1182","0.1590","0.1182"
"9.5750","0.1185","0.1585","0.1185"
"9.6000","0.1188","0.1595","0.1188"
"9.6250","0.1191","0.1596","0.1191"
"9.6500","0.1194","0.1587","0.1194"
"9.6750","0.1197","0.1582","0.1197"
"9.7000","0.1201","0.1581","0.1201"
"9.7250","0.1204","0.1600","0.1204"
"9.7500","0.1207","0.1605","0.1207"
"9.7750","0.1210","0.1577","0.1210"
"9.8000","0.1213","0.1550","0.1213"
"9.8250","0.1216","0.1559","0.1216"
"9.8500","0.1220","0.1564","0.1220"
"9.8750","0.1223","0.1547","0.1223"
"9.9000","0.1226","0.1546","0.1226"
"9.9250","0.1229","0.1528","0.1229"
"9.9500","0.1232","0.1526","0.1232"
"9.9750","0.1235","0.1518","0.1235"
"10.0000","0.1238","0.1501","0.1238"
"10.0250","0.1241","0.1478","0.1241"
"10.0500","0.1244","0.1456","0.1244"
"10.0750","0.1248","0.1444","0.1248"
"10.1000","0.1251","0.1428","0.1251"
"10.1250","0.1254","0.1429","0.1254"
"10.1500","0.1257","0.1426","0.1257"
"10.1750","0.1260","0.1414","0.1260"
"10.2000","0.1263","0.1403","0.1263"
"10.2250","0.1266","0.1400","0.1266"
"10.2500","0.1270","0.1384","0.1270"
"10.2750","0.1273","0.1357","0.1273"
"10.3000","0.1276","0.1371","0.1276"
"10.3250","0.1279","0.1394","0.1279"
"10.3500","0.1282","0.1391","0.1282"
"10.3750","0.1285","0.1392","0.1285"
"10.4000","0.1288","0.1388","0.1288"
"10.4250","0.1291","0.1372","0.1291"
"10.4500","0.1294","0.1371","0.1294"
"10.4750","0.1297","0.1384","0.1297"
"10.5000","0.1300","0.1393","0.1300"
"10.5250","0.1304","0.1382","0.1304"
"10.5500","0.1307","0.1385","0.1307"
"10.5750","0.1310","0.1397","0.1310"
"10.6000","0.1313","0.1401","0.1313"
"10.6250","0.1316","0.1406","0.1316"
"10.6500","0.1319","0.1419","0.1319"
"10.6750","0.1322","0.1438","0.1322"
"10.7000","0.1325","0.1428","0.1325"
"10.7250","0.1329","0.1436","0.1329"
"10.7500","0.1332","0.1437","0.1332"
"10.7750","0.1335","0.1454","0.1335"
"10.8000","0.1338","0.1461","0.1338"
"10.8250","0.1341","0.1474","0.1341"
"10.8500","0.1344","0.1485","0.1344"
"10.8750","0.1347","0.1501","0.1347"
"10.9000","0.1351","0.1511","0.1351"
"10.9250","0.1354","0.1524","0.1354"
"10.9500","0.1357","0.1528","0.1357"
"10.9750","0.1360","0.1526","0.1360"
"11.0000","0.1363","0.1547","0.1363"
"11.0250","0.1367","0.1551","0.1367"
"11.0500","0.1370","0.1574","0.1370"
"11.0750","0.1373","0.1581","0.1373"
"11.1000","0.1376","0.1602","0.1376"
"11.1250","0.1379","0.1613","0.1379"
"11.1500","0.1382","0.1632","0.1382"
"11.1750","0.1385","0.1653","0.1385"
"11.2000","0.1388","0.1687","0.1388"
"11.2250","0.1392","0.1693","0.1392"
"11.2500","0.1395","0.1714","0.1395"
"11.2750","0.1398","0.1730","0.1398"
"11.3000","0.1401","0.1735","0.1401"
"11.3250","0.1404","0.1743","0.1404"
"11.3500","0.1407","0.1773","0.1407"
"11.3750","0.1410","0.1780","0.1410"
"11.4000","0.1413","0.1796","0.1413"
"11.4250","0.1417","0.1825","0.1417"
"11.4500","0.1420","0.1829","0.1420"
"11.4750","0.1423","0.1846","0.1423"
"11.5000","0.1426","0.1856","0.1426"
"11.5250","0.1429","0.1887","0.1429"
"11.5500","0.1432","0.1894","0.1432"
"11.5750","0.1435","0.1896","0.1435"
"11.6000","0.1439","0.1923","0.1439"
"11.6250","0.1442","0.1951","0.1442"
"11.6500","0.1445","0.1971","0.1445"
"11.6750","0.1448","0.1977","0.1448"
"11.7000","0.1451","0.1994","0.1451"
"11.7250","0.1454","0.2008","0.1454"
"11.7500","0.1457","0.2016","0.1457"
"11.7750","0.1460","0.2004","0.1460"
"11.8000","0.1463","0.2029","0.1463"
"11.8250","0.1466","0.2044","0.1466"
"11.8500","0.1469","0.2069","0.1469"
"11.8750","0.1473","0.2082","0.1473"
"11.9000","0.1476","0.2088","0.1476"
"11.9250","0.1479","0.2073","0.1479"
"11.9500","0.1482","0.2081","0.1482"
"11.9750","0.1485","0.2099","0.1485"
"12.0000","0.1488","0.2091","0.1488"
"12.0250","0.1491","0.2081","0.1491"
"12.0500","0.1494","0.2057","0.1494"
"12.0750","0.1497","0.2064","0.1497"
"12.1000","0.1501","0.2050","0.1501"
"12.1250","0.1504","0.2045","0.1504"
"12.1500","0.1506","0.2038","0.1506"
"12.1750","0.1509","0.2034","0.1509"
"12.2000","0.1512","0.2043","0.1512"
"12.2250","0.1515","0.2035","0.1515"
"12.2500","0.1518","0.2047","0.1518"
"12.2750","0.1521","0.2038","0.1521"
"12.3000","0.1524","0.2007","0.1524"
"12.3250","0.1527","0.2010","0.1527"
"12.3500","0.1530","0.2021","0.1530"
"12.3750","0.1533","0.2014","0.1533"
"12.4000","0.1536","0.2025","0.1536"
"12.4250","0.1539","0.2020","0.1539"
"12.4500","0.1542","0.2021","0.1542"
"12.4750","0.1545","0.2024","0.1545"
"12.5000","0.1549","0.2027","0.1549"
"12.5250","0.1552","0.2045","0.1552"
"12.5500","0.1555","0.2032","0.1555"
"12.5750","0.1558","0.2018","0.1558"
"12.6000","0.1561","0.2014","0.1561"
"12.6250","0.1564","0.2007","0.1564"
"12.6500","0.1567","0.2000","0.1567"
"12.6750","0.1571","0.1987","0.1571"
"12.7000","0.1574","0.1968","0.1574"
"12.7250","0.1577","0.1960","0.1577"
"12.7500","0.1580","0.1947","0.1580"
"12.7750","0.1583","0.1963","0.1583"
"12.8000","0.1586","0.1980","0.1586"
"12.8250","0.1589","0.1980","0.1589"
"12.8500","0.1592","0.1988","0.1592"
"12.8750","0.1595","0.1991","0.1595"
"12.9000","0.1599","0.1992","0.1599"
"12.9250","0.1602","0.1996","0.1602"
"12.9500","0.1605","0.1984","0.1605"
"12.9750","0.1608","0.1988","0.1608"
"13.0000","0.1611","0.1991","0.1611"
"13.0250","0.1615","0.1993","0.1615"
"13.0500","0.1618","0.1994","0.1618"
"13.0750","0.1621","0.1994","0.1621"
"13.1000","0.1624","0.1999","0.1624"
"13.1250","0.1627","0.2004","0.1627"
"13.1500","0.1631","0.2020","0.1631"
"13.1750","0.1634","0.2031","0.1634"
"13.2000","0.1637","0.2047","0.1637"
"13.2250","0.1641","0.2073","0.1641"
"13.2500","0.1644","0.2091","0.1644"
"13.2750","0.1648","0.2084","0.1648"
"13.3000","0.1651","0.2086","0.1651"
"13.3250","0.1655","0.2086","0.1655"
"13.3500","0.1658","0.2094","0.1658"
"13.3750","0.1661","0.2107","0.1661"
"13.4000","0.1664","0.2089","0.1664"
"13.4250","0.1667","0.2079","0.1667"
"13.4500","0.1671","0.2081","0.1671"
"13.4750","0.1674","0.2065","0.1674"
"13.5000","0.1677","0.2042","0.1677"
"13.5250","0.1680","0.2045","0.1680"
"13.5500","0.1683","0.2061","0.1683"
"13.5750","0.1686","0.2058","0.1686"
"13.6000","0.1689","0.2075","0.1689"
"13.6250","0.1692","0.2078","0.1692"
"13.6500","0.1696","0.2100","0.1696"
"13.6750","0.1699","0.2120","0.1699"
"13.7000","0.1702","0.2130","0.1702"
"13.7250","0.1705","0.2114","0.1705"
"13.7500","0.1709","0.2099","0.1709"
"13.7750","0.1712","0.2096","0.1712"
"13.8000","0.1715","0.2086","0.1715"
"13.8250","0.1718","0.2089","0.1718"
"13.8500","0.1721","0.2081","0.1721"
"13.8750","0.1724","0.2076","0.1724"
"13.9000","0.1727","0.2075","0.1727"
"13.9250","0.1730","0.2095","0.1730"
"13.9500","0.1733","0.2095","0.1733"
"13.9750","0.1736","0.2085","0.1736"
"14.0000","0.1739","0.2088","0.1739"
"14.0250","0.1742","0.2106","0.1742"
"14.0500","0.1746","0.2123","0.1746"
"14.0750","0.1749","0.2149","0.1749"
"14.1000","0.1752","0.2159","0.1752"
"14.1250","0.1755","0.2175","0.1755"
"14.1500","0.1758","0.2171","0.1758"
"14.1750","0.1762","0.2169","0.1762"
"14.2000","0.1765","0.2194","0.1765"
"14.2250","0.1768","0.2198","0.1768"
"14.2500","0.1771","0.2215","0.1771"
"14.2750","0.1775","0.2205","0.1775"
"14.3000","0.1778","0.2204","0.1778"
"14.3250","0.1781","0.2207","0.1781"
"14.3500","0.1784","0.2198","0.1784"
"14.3750","0.1787","0.2190","0.1787"
"14.4000","0.1790","0.2197","0.1790"
"14.4250","0.1794","0.2201","0.1794"
"14.4500","0.1797","0.2192","0.1797"
"14.4750","0.1800","0.2191","0.1800"
"14.5000","0.1803","0.2179","0.1803"
"14.5250","0.1806","0.2208","0.1806"
"14.5500","0.1809","0.2208","0.1809"
"14.5750","0.1812","0.2202","0.1812"
"14.6000","0.1815","0.2201","0.1815"
"14.6250","0.1818","0.2211","0.1818"
"14.6500","0.1821","0.2225","0.1821"
"14.6750","0.1824","0.2214","0.1824"
"14.7000","0.1827","0.2233","0.1827"
"14.7250","0.1830","0.2247","0.1830"
"14.7500","0.1834","0.2257","0.1834"
"14.7750","0.1837","0.2288","0.1837"
"14.8000","0.1840","0.2300","0.1840"
"14.8250","0.1843","0.2305","0.1843"
"14.8500","0.1847","0.2320","0.1847"
"14.8750","0.1850","0.2322","0.1850"
"14.9000","0.1853","0.2328","0.1853"
"14.9250","0.1856","0.2352","0.1856"
"14.9500","0.1860","0.2364","0.1860"
"14.9750","0.1863","0.2376","0.1863"
"15.0000","0.1866","0.2409","0.1866"
"15.0250","0.1869","0.2411","0.1869"
"15.0500","0.1872","0.2408","0.1872"
"15.0750","0.1875","0.2433","0.1875"
"15.1000","0.1878","0.2437","0.1878"
"15.1250","0.1881","0.2433","0.1881"
"15.1500","0.1885","0.2438","0.1885"
"15.1750","0.1888","0.2457","0.1888"
"15.2000","0.1891","0.2484","0.1891"
"15.2250","0.1894","0.2496","0.1894"
"15.2500","0.1897","0.2499","0.1897"
"15.2750","0.1900","0.2497","0.1900"
"15.3000","0.1903","0.2504","0.1903"
"15.3250","0.1906","0.2505","0.1906"
"15.3500","0.1909","0.2516","0.1909"
"15.3750","0.1912","0.2513","0.1912"
"15.4000","0.1915","0.2547","0.1915"
"15.4250","0.1919","0.2549","0.1919"
"15.4500","0.1922","0.2530","0.1922"
"15.4750","0.1925","0.2536","0.1925"
"15.5000","0.1928","0.2534","0.1928"
"15.5250","0.1931","0.2551","0.1931"
"15.5500","0.1934","0.2562","0.1934"
"15.5750","0.1937","0.2587","0.1937"
"15.6000","0.1940","0.2584","0.1940"
"15.6250","0.1943","0.2599","0.1943"
"15.6500","0.1946","0.2621","0.1946"
"15.6750","0.1949","0.2647","0.1949"
"15.7000","0.1952","0.2651","0.1952"
"15.7250","0.1956","0.2662","0.1956"
"15.7500","0.1959","0.2677","0.1959"
