Time,Displacement,Force,Compressive strain (Displacement)
"3.7750","0.0456","0.0078","0.0456"
"3.8000","0.0459","0.0092","0.0459"
"3.8250","0.0462","0.0095","0.0462"
"3.8500","0.0465","0.0097","0.0465"
"3.8750","0.0468","0.0097","0.0468"
"3.9000","0.0471","0.0093","0.0471"
"3.9250","0.0474","0.0121","0.0474"
"3.9500","0.0478","0.0120","0.0478"
"3.9750","0.0481","0.0136","0.0481"
"4.0000","0.0484","0.0134","0.0484"
"4.0250","0.0487","0.0114","0.0487"
"4.0500","0.0490","0.0123","0.0490"
"4.0750","0.0493","0.0127","0.0493"
"4.1000","0.0496","0.0140","0.0496"
"4.1250","0.0499","0.0153","0.0499"
"4.1500","0.0502","0.0168","0.0502"
"4.1750","0.0505","0.0168","0.0505"
"4.2000","0.0509","0.0176","0.0509"
"4.2250","0.0512","0.0179","0.0512"
"4.2500","0.0515","0.0179","0.0515"
"4.2750","0.0518","0.0196","0.0518"
"4.3000","0.0521","0.0172","0.0521"
"4.3250","0.0524","0.0166","0.0524"
"4.3500","0.0527","0.0166","0.0527"
"4.3750","0.0530","0.0161","0.0530"
"4.4000","0.0534","0.0162","0.0534"
"4.4250","0.0537","0.0169","0.0537"
"4.4500","0.0540","0.0169","0.0540"
"4.4750","0.0543","0.0184","0.0543"
"4.5000","0.0546","0.0191","0.0546"
"4.5250","0.0549","0.0216","0.0549"
"4.5500","0.0552","0.0220","0.0552"
"4.5750","0.0555","0.0223","0.0555"
"4.6000","0.0558","0.0234","0.0558"
"4.6250","0.0561","0.0229","0.0561"
"4.6500","0.0564","0.0241","0.0564"
"4.6750","0.0568","0.0254","0.0568"
"4.7000","0.0571","0.0254","0.0571"
"4.7250","0.0574","0.0255","0.0574"
"4.7500","0.0577","0.0278","0.0577"
"4.7750","0.0580","0.0285","0.0580"
"4.8000","0.0583","0.0278","0.0583"
"4.8250","0.0587","0.0290","0.0587"
"4.8500","0.0590","0.0304","0.0590"
"4.8750","0.0593","0.0316","0.0593"
"4.9000","0.0596","0.0307","0.0596"
"4.9250","0.0599","0.0306","0.0599"
"4.9500","0.0602","0.0335","0.0602"
"4.9750","0.0605","0.0327","0.0605"
"5.0000","0.0607","0.0332","0.0607"
"5.0250","0.0610","0.0348","0.0610"
"5.0500","0.0614","0.0350","0.0614"
"5.0750","0.0617","0.0345","0.0617"
"5.1000","0.0620","0.0353","0.0620"
"5.1250","0.0624","0.0368","0.0624"
"5.1500","0.0627","0.0378","0.0627"
"5.1750","0.0630","0.0406","0.0630"
"5.2000","0.0634","0.0415","0.0634"
"5.2250","0.0637","0.0421","0.0637"
"5.2500","0.0640","0.0424","0.0640"
"5.2750","0.0643","0.0418","0.0643"
"5.3000","0.0646","0.0438","0.0646"
"5.3250","0.0649","0.0454","0.0649"
"5.3500","0.0652","0.0450","0.0652"
"5.3750","0.0656","0.0446","0.0656"
"5.4000","0.0659","0.0466","0.0659"
"5.4250","0.0662","0.0469","0.0662"
"5.4500","0.0665","0.0477","0.0665"
"5.4750","0.0668","0.0491","0.0668"
"5.5000","0.0671","0.0484","0.0671"
"5.5250","0.0674","0.0472","0.0674"
"5.5500","0.0677","0.0497","0.0677"
"5.5750","0.0681","0.0493","0.0681"
"5.6000","0.0684","0.0505","0.0684"
"5.6250","0.0687","0.0511","0.0687"
"5.6500","0.0690","0.0503","0.0690"
"5.6750","0.0693","0.0519","0.0693"
"5.7000","0.0696","0.0513","0.0696"
"5.7250","0.0700","0.0516","0.0700"
"5.7500","0.0703","0.0524","0.0703"
"5.7750","0.0706","0.0527","0.0706"
"5.8000","0.0709","0.0524","0.0709"
"5.8250","0.0712","0.0498","0.0712"
"5.8500","0.0715","0.0495","0.0715"
"5.8750","0.0718","0.0496","0.0718"
"5.9000","0.0722","0.0512","0.0722"
"5.9250","0.0725","0.0510","0.0725"
"5.9500","0.0728","0.0520","0.0728"
"5.9750","0.0732","0.0516","0.0732"
"6.0000","0.0735","0.0373","0.0735"
"6.0250","0.0738","0.0309","0.0738"
"6.0500","0.0742","0.0311","0.0742"
"6.0750","0.0745","0.0338","0.0745"
"6.1000","0.0749","0.0340","0.0749"
"6.1250","0.0752","0.0336","0.0752"
"6.1500","0.0756","0.0347","0.0756"
"6.1750","0.0759","0.0343","0.0759"
"6.2000","0.0762","0.0334","0.0762"
"6.2250","0.0765","0.0339","0.0765"
"6.2500","0.0768","0.0354","0.0768"
"6.2750","0.0771","0.0332","0.0771"
"6.3000","0.0774","0.0342","0.0774"
"6.3250","0.0776","0.0363","0.0776"
"6.3500","0.0779","0.0369","0.0779"
"6.3750","0.0783","0.0368","0.0783"
"6.4000","0.0786","0.0372","0.0786"
"6.4250","0.0789","0.0366","0.0789"
"6.4500","0.0792","0.0367","0.0792"
"6.4750","0.0795","0.0369","0.0795"
"6.5000","0.0798","0.0367","0.0798"
"6.5250","0.0802","0.0377","0.0802"
"6.5500","0.0805","0.0363","0.0805"
"6.5750","0.0808","0.0363","0.0808"
"6.6000","0.0811","0.0374","0.0811"
"6.6250","0.0814","0.0361","0.0814"
"6.6500","0.0817","0.0380","0.0817"
"6.6750","0.0821","0.0386","0.0821"
"6.7000","0.0824","0.0377","0.0824"
"6.7250","0.0827","0.0380","0.0827"
"6.7500","0.0830","0.0393","0.0830"
"6.7750","0.0833","0.0393","0.0833"
"6.8000","0.0836","0.0403","0.0836"
"6.8250","0.0839","0.0402","0.0839"
"6.8500","0.0842","0.0406","0.0842"
"6.8750","0.0846","0.0417","0.0846"
"6.9000","0.0849","0.0437","0.0849"
"6.9250","0.0852","0.0455","0.0852"
"6.9500","0.0855","0.0483","0.0855"
"6.9750","0.0858","0.0479","0.0858"
"7.0000","0.0861","0.0480","0.0861"
"7.0250","0.0864","0.0495","0.0864"
"7.0500","0.0867","0.0510","0.0867"
"7.0750","0.0870","0.0529","0.0870"
"7.1000","0.0873","0.0539","0.0873"
"7.1250","0.0877","0.0556","0.0877"
"7.1500","0.0880","0.0560","0.0880"
"7.1750","0.0883","0.0566","0.0883"
"7.2000","0.0886","0.0566","0.0886"
"7.2250","0.0889","0.0562","0.0889"
"7.2500","0.0892","0.0580","0.0892"
"7.2750","0.0895","0.0588","0.0895"
"7.3000","0.0899","0.0601","0.0899"
"7.3250","0.0902","0.0597","0.0902"
"7.3500","0.0905","0.0617","0.0905"
"7.3750","0.0908","0.0638","0.0908"
"7.4000","0.0911","0.0626","0.0911"
"7.4250","0.0914","0.0636","0.0914"
"7.4500","0.0918","0.0648","0.0918"
"7.4750","0.0921","0.0653","0.0921"
"7.5000","0.0924","0.0665","0.0924"
"7.5250","0.0927","0.0680","0.0927"
"7.5500","0.0930","0.0681","0.0930"
"7.5750","0.0933","0.0687","0.0933"
"7.6000","0.0936","0.0684","0.0936"
"7.6250","0.0939","0.0697","0.0939"
"7.6500","0.0942","0.0711","0.0942"
"7.6750","0.0945","0.0725","0.0945"
"7.7000","0.0949","0.0752","0.0949"
"7.7250","0.0952","0.0773","0.0952"
"7.7500","0.0955","0.0787","0.0955"
"7.7750","0.0958","0.0791","0.0958"
"7.8000","0.0961","0.0791","0.0961"
"7.8250","0.0965","0.0794","0.0965"
"7.8500","0.0968","0.0787","0.0968"
"7.8750","0.0971","0.0802","0.0971"
"7.9000","0.0974","0.0827","0.0974"
"7.9250","0.0977","0.0834","0.0977"
"7.9500","0.0980","0.0793","0.0980"
"7.9750","0.0983","0.0734","0.0983"
"8.0000","0.0986","0.0730","0.0986"
"8.0250","0.0989","0.0744","0.0989"
"8.0500","0.0992","0.0755","0.0992"
"8.0750","0.0996","0.0767","0.0996"
"8.1000","0.0999","0.0779","0.0999"
"8.1250","0.1002","0.0792","0.1002"
"8.1500","0.1005","0.0795","0.1005"
"8.1750","0.1008","0.0788","0.1008"
"8.2000","0.1011","0.0808","0.1011"
"8.2250","0.1015","0.0821","0.1015"
"8.2500","0.1018","0.0819","0.1018"
"8.2750","0.1021","0.0827","0.1021"
"8.3000","0.1024","0.0841","0.1024"
"8.3250","0.1027","0.0842","0.1027"
"8.3500","0.1030","0.0848","0.1030"
"8.3750","0.1033","0.0837","0.1033"
"8.4000","0.1037","0.0823","0.1037"
"8.4250","0.1040","0.0815","0.1040"
"8.4500","0.1043","0.0802","0.1043"
"8.4750","0.1046","0.0793","0.1046"
"8.5000","0.1049","0.0764","0.1049"
"8.5250","0.1053","0.0686","0.1053"
"8.5500","0.1056","0.0635","0.1056"
"8.5750","0.1060","0.0601","0.1060"
"8.6000","0.1063","0.0591","0.1063"
"8.6250","0.1067","0.0600","0.1067"
"8.6500","0.1071","0.0588","0.1071"
"8.6750","0.1074","0.0575","0.1074"
"8.7000","0.1078","0.0552","0.1078"
"8.7250","0.1081","0.0551","0.1081"
"8.7500","0.1084","0.0551","0.1084"
"8.7750","0.1087","0.0537","0.1087"
"8.8000","0.1089","0.0561","0.1089"
"8.8250","0.1092","0.0580","0.1092"
"8.8500","0.1095","0.0564","0.1095"
"8.8750","0.1098","0.0557","0.1098"
"8.9000","0.1101","0.0560","0.1101"
"8.9250","0.1104","0.0571","0.1104"
"8.9500","0.1107","0.0591","0.1107"
"8.9750","0.1110","0.0614","0.1110"
"9.0000","0.1114","0.0628","0.1114"
"9.0250","0.1117","0.0635","0.1117"
"9.0500","0.1120","0.0630","0.1120"
"9.0750","0.1124","0.0637","0.1124"
"9.1000","0.1127","0.0642","0.1127"
"9.1250","0.1130","0.0641","0.1130"
"9.1500","0.1134","0.0638","0.1134"
"9.1750","0.1137","0.0639","0.1137"
"9.2000","0.1140","0.0661","0.1140"
"9.2250","0.1143","0.0655","0.1143"
"9.2500","0.1146","0.0644","0.1146"
"9.2750","0.1149","0.0649","0.1149"
"9.3000","0.1152","0.0663","0.1152"
"9.3250","0.1155","0.0672","0.1155"
"9.3500","0.1158","0.0684","0.1158"
"9.3750","0.1161","0.0684","0.1161"
"9.4000","0.1164","0.0696","0.1164"
"9.4250","0.1167","0.0709","0.1167"
"9.4500","0.1170","0.0727","0.1170"
"9.4750","0.1173","0.0726","0.1173"
"9.5000","0.1176","0.0722","0.1176"
"9.5250","0.1179","0.0717","0.1179"
"9.5500","0.1182","0.0715","0.1182"
"9.5750","0.1186","0.0736","0.1186"
"9.6000","0.1189","0.0736","0.1189"
"9.6250","0.1192","0.0753","0.1192"
"9.6500","0.1195","0.0741","0.1195"
"9.6750","0.1198","0.0733","0.1198"
"9.7000","0.1201","0.0732","0.1201"
"9.7250","0.1204","0.0727","0.1204"
"9.7500","0.1207","0.0722","0.1207"
"9.7750","0.1210","0.0739","0.1210"
"9.8000","0.1213","0.0749","0.1213"
"9.8250","0.1216","0.0732","0.1216"
"9.8500","0.1219","0.0720","0.1219"
"9.8750","0.1222","0.0725","0.1222"
"9.9000","0.1225","0.0727","0.1225"
"9.9250","0.1228","0.0738","0.1228"
"9.9500","0.1231","0.0758","0.1231"
"9.9750","0.1234","0.0749","0.1234"
"10.0000","0.1237","0.0752","0.1237"
"10.0250","0.1240","0.0768","0.1240"
"10.0500","0.1243","0.0776","0.1243"
"10.0750","0.1246","0.0787","0.1246"
"10.1000","0.1249","0.0797","0.1249"
"10.1250","0.1253","0.0803","0.1253"
"10.1500","0.1256","0.0812","0.1256"
"10.1750","0.1259","0.0833","0.1259"
"10.2000","0.1262","0.0838","0.1262"
"10.2250","0.1265","0.0841","0.1265"
"10.2500","0.1268","0.0843","0.1268"
"10.2750","0.1271","0.0837","0.1271"
"10.3000","0.1273","0.0860","0.1273"
"10.3250","0.1276","0.0856","0.1276"
"10.3500","0.1279","0.0881","0.1279"
"10.3750","0.1282","0.0892","0.1282"
"10.4000","0.1285","0.0892","0.1285"
"10.4250","0.1288","0.0900","0.1288"
"10.4500","0.1292","0.0915","0.1292"
"10.4750","0.1295","0.0941","0.1295"
"10.5000","0.1298","0.0942","0.1298"
"10.5250","0.1301","0.0946","0.1301"
"10.5500","0.1305","0.0967","0.1305"
"10.5750","0.1308","0.0962","0.1308"
"10.6000","0.1311","0.0974","0.1311"
"10.6250","0.1314","0.0977","0.1314"
"10.6500","0.1317","0.0997","0.1317"
"10.6750","0.1320","0.1001","0.1320"
"10.7000","0.1323","0.1011","0.1323"
"10.7250","0.1326","0.1004","0.1326"
"10.7500","0.1329","0.1014","0.1329"
"10.7750","0.1332","0.1035","0.1332"
"10.8000","0.1335","0.1020","0.1335"
"10.8250","0.1337","0.1013","0.1337"
"10.8500","0.1340","0.1014","0.1340"
"10.8750","0.1343","0.1023","0.1343"
"10.9000","0.1346","0.1031","0.1346"
"10.9250","0.1349","0.1040","0.1349"
"10.9500","0.1352","0.1052","0.1352"
"10.9750","0.1356","0.1060","0.1356"
"11.0000","0.1359","0.1063","0.1359"
"11.0250","0.1362","0.1056","0.1362"
"11.0500","0.1365","0.1046","0.1365"
"11.0750","0.1368","0.1037","0.1368"
"11.1000","0.1371","0.1030","0.1371"
"11.1250","0.1374","0.1027","0.1374"
"11.1500","0.1377","0.1013","0.1377"
"11.1750","0.1381","0.0997","0.1381"
"11.2000","0.1384","0.1000","0.1384"
"11.2250","0.1387","0.0993","0.1387"
"11.2500","0.1390","0.0977","0.1390"
"11.2750","0.1393","0.0972","0.1393"
"11.3000","0.1396","0.0970","0.1396"
"11.3250","0.1400","0.0966","0.1400"
"11.3500","0.1403","0.0959","0.1403"
"11.3750","0.1406","0.0988","0.1406"
"11.4000","0.1409","0.1021","0.1409"
"11.4250","0.1412","0.1034","0.1412"
"11.4500","0.1415","0.1061","0.1415"
"11.4750","0.1419","0.1101","0.1419"
"11.5000","0.1422","0.1120","0.1422"
"11.5250","0.1425","0.1130","0.1425"
"11.5500","0.1429","0.1139","0.1429"
"11.5750","0.1432","0.1161","0.1432"
"11.6000","0.1435","0.1165","0.1435"
"11.6250","0.1439","0.1173","0.1439"
"11.6500","0.1442","0.1180","0.1442"
"11.6750","0.1445","0.1188","0.1445"
"11.7000","0.1448","0.1207","0.1448"
"11.7250","0.1451","0.1193","0.1451"
"11.7500","0.1455","0.1181","0.1455"
"11.7750","0.1458","0.1170","0.1458"
"11.8000","0.1461","0.1164","0.1461"
"11.8250","0.1464","0.1167","0.1464"
"11.8500","0.1467","0.1153","0.1467"
"11.8750","0.1470","0.1151","0.1470"
"11.9000","0.1473","0.1148","0.1473"
"11.9250","0.1476","0.1119","0.1476"
"11.9500","0.1479","0.1106","0.1479"
"11.9750","0.1482","0.1117","0.1482"
"12.0000","0.1485","0.1120","0.1485"
"12.0250","0.1488","0.1134","0.1488"
"12.0500","0.1491","0.1140","0.1491"
"12.0750","0.1494","0.1150","0.1494"
"12.1000","0.1497","0.1164","0.1497"
"12.1250","0.1500","0.1160","0.1500"
"12.1500","0.1503","0.1158","0.1503"
"12.1750","0.1506","0.1174","0.1506"
"12.2000","0.1509","0.1196","0.1509"
"12.2250","0.1512","0.1210","0.1512"
"12.2500","0.1515","0.1220","0.1515"
"12.2750","0.1518","0.1222","0.1518"
"12.3000","0.1522","0.1233","0.1522"
"12.3250","0.1525","0.1262","0.1525"
"12.3500","0.1528","0.1277","0.1528"
"12.3750","0.1531","0.1280","0.1531"
"12.4000","0.1534","0.1306","0.1534"
"12.4250","0.1538","0.1312","0.1538"
"12.4500","0.1541","0.1326","0.1541"
"12.4750","0.1544","0.1339","0.1544"
"12.5000","0.1547","0.1328","0.1547"
"12.5250","0.1550","0.1311","0.1550"
"12.5500","0.1553","0.1327","0.1553"
"12.5750","0.1556","0.1317","0.1556"
"12.6000","0.1559","0.1293","0.1559"
"12.6250","0.1562","0.1308","0.1562"
"12.6500","0.1565","0.1321","0.1565"
"12.6750","0.1568","0.1339","0.1568"
"12.7000","0.1571","0.1344","0.1571"
"12.7250","0.1575","0.1377","0.1575"
"12.7500","0.1578","0.1374","0.1578"
"12.7750","0.1581","0.1376","0.1581"
"12.8000","0.1585","0.1391","0.1585"
"12.8250","0.1588","0.1381","0.1588"
"12.8500","0.1591","0.1374","0.1591"
"12.8750","0.1595","0.1381","0.1595"
"12.9000","0.1598","0.1383","0.1598"
"12.9250","0.1601","0.1375","0.1601"
"12.9500","0.1605","0.1399","0.1605"
"12.9750","0.1608","0.1415","0.1608"
"13.0000","0.1611","0.1424","0.1611"
"13.0250","0.1614","0.1416","0.1614"
"13.0500","0.1617","0.1425","0.1617"
"13.0750","0.1620","0.1432","0.1620"
"13.1000","0.1623","0.1428","0.1623"
"13.1250","0.1626","0.1427","0.1626"
"13.1500","0.1629","0.1450","0.1629"
"13.1750","0.1632","0.1444","0.1632"
"13.2000","0.1636","0.1452","0.1636"
"13.2250","0.1639","0.1463","0.1639"
"13.2500","0.1642","0.1473","0.1642"
"13.2750","0.1645","0.1476","0.1645"
"13.3000","0.1648","0.1496","0.1648"
"13.3250","0.1651","0.1501","0.1651"
"13.3500","0.1654","0.1495","0.1654"
"13.3750","0.1657","0.1510","0.1657"
"13.4000","0.1660","0.1488","0.1660"
"13.4250","0.1663","0.1499","0.1663"
"13.4500","0.1666","0.1513","0.1666"
"13.4750","0.1669","0.1520","0.1669"
"13.5000","0.1672","0.1522","0.1672"
"13.5250","0.1675","0.1527","0.1675"
"13.5500","0.1678","0.1528","0.1678"
"13.5750","0.1681","0.1528","0.1681"
"13.6000","0.1684","0.1513","0.1684"
"13.6250","0.1687","0.1520","0.1687"
"13.6500","0.1690","0.1517","0.1690"
"13.6750","0.1693","0.1514","0.1693"
"13.7000","0.1696","0.1531","0.1696"
"13.7250","0.1699","0.1519","0.1699"
"13.7500","0.1702","0.1504","0.1702"
"13.7750","0.1705","0.1506","0.1705"
"13.8000","0.1709","0.1502","0.1709"
"13.8250","0.1712","0.1502","0.1712"
"13.8500","0.1715","0.1508","0.1715"
"13.8750","0.1718","0.1546","0.1718"
"13.9000","0.1721","0.1544","0.1721"
"13.9250","0.1725","0.1531","0.1725"
"13.9500","0.1728","0.1524","0.1728"
"13.9750","0.1731","0.1543","0.1731"
"14.0000","0.1734","0.1545","0.1734"
"14.0250","0.1737","0.1562","0.1737"
"14.0500","0.1740","0.1564","0.1740"
"14.0750","0.1743","0.1576","0.1743"
"14.1000","0.1746","0.1604","0.1746"
"14.1250","0.1749","0.1630","0.1749"
"14.1500","0.1753","0.1640","0.1753"
"14.1750","0.1756","0.1655","0.1756"
"14.2000","0.1759","0.1685","0.1759"
"14.2250","0.1762","0.1711","0.1762"
"14.2500","0.1765","0.1718","0.1765"
"14.2750","0.1768","0.1738","0.1768"
"14.3000","0.1771","0.1772","0.1771"
"14.3250","0.1775","0.1794","0.1775"
"14.3500","0.1778","0.1790","0.1778"
"14.3750","0.1781","0.1810","0.1781"
"14.4000","0.1784","0.1822","0.1784"
"14.4250","0.1787","0.1849","0.1787"
"14.4500","0.1790","0.1869","0.1790"
"14.4750","0.1793","0.1897","0.1793"
"14.5000","0.1796","0.1930","0.1796"
"14.5250","0.1800","0.1961","0.1800"
"14.5500","0.1803","0.1970","0.1803"
"14.5750","0.1806","0.1990","0.1806"
"14.6000","0.1809","0.2005","0.1809"
"14.6250","0.1812","0.2004","0.1812"
"14.6500","0.1815","0.1967","0.1815"
"14.6750","0.1818","0.1969","0.1818"
"14.7000","0.1822","0.1959","0.1822"
"14.7250","0.1825","0.1975","0.1825"
"14.7500","0.1828","0.1991","0.1828"
"14.7750","0.1831","0.2004","0.1831"
"14.8000","0.1834","0.2031","0.1834"
"14.8250","0.1837","0.2043","0.1837"
"14.8500","0.1840","0.2054","0.1840"
"14.8750","0.1843","0.2068","0.1843"
"14.9000","0.1846","0.2081","0.1846"
"14.9250","0.1850","0.2101","0.1850"
"14.9500","0.1853","0.2120","0.1853"
"14.9750","0.1856","0.2152","0.1856"
"15.0000","0.1859","0.2165","0.1859"
"15.0250","0.1862","0.2182","0.1862"
"15.0500","0.1865","0.2197","0.1865"
"15.0750","0.1868","0.2234","0.1868"
"15.1000","0.1871","0.2247","0.1871"
"15.1250","0.1875","0.2252","0.1875"
"15.1500","0.1878","0.2296","0.1878"
"15.1750","0.1881","0.2319","0.1881"
"15.2000","0.1884","0.2328","0.1884"
"15.2250","0.1887","0.2334","0.1887"
"15.2500","0.1890","0.2357","0.1890"
"15.2750","0.1894","0.2386","0.1894"
"15.3000","0.1897","0.2403","0.1897"
"15.3250","0.1900","0.2421","0.1900"
"15.3500","0.1903","0.2435","0.1903"
"15.3750","0.1906","0.2465","0.1906"
"15.4000","0.1909","0.2474","0.1909"
"15.4250","0.1912","0.2497","0.1912"
"15.4500","0.1915","0.2500","0.1915"
"15.4750","0.1918","0.2512","0.1918"
"15.5000","0.1921","0.2518","0.1921"
"15.5250","0.1924","0.2540","0.1924"
"15.5500","0.1928","0.2556","0.1928"
"15.5750","0.1931","0.2575","0.1931"
"15.6000","0.1934","0.2578","0.1934"
"15.6250","0.1937","0.2587","0.1937"
"15.6500","0.1940","0.2611","0.1940"
"15.6750","0.1943","0.2616","0.1943"
"15.7000","0.1946","0.2610","0.1946"
"15.7250","0.1949","0.2621","0.1949"
"15.7500","0.1952","0.2637","0.1952"
