formulation_id,candidate_id,selection_rank,recommendation_type,selection_explanation,mechanical_test_recommended,mechanical_selection_rank,mechanical_selection_mode,mechanical_backup_status,mechanical_transition_role,batch_id,replicate_id,viability_percent,intact_patch_formation_pass,no_slurry,no_collapse,intact_tip_count,total_tip_count,instron_file,needles_compressed,critical_axial_load_N_per_needle,critical_axial_load_N_total,initial_stiffness_N_per_mm_per_needle,preparation_feasibility_pass,homogeneous_solution_pass,fillability_pass,preparation_failure_reason,notes,experimental_role,preparation_basis,preparation_id,specimen_id,readout_id,cell_batch_id,protocol_id,mechanical_test_id,mechanical_test_attempted,mechanical_definition_id,raw_file_hash,supplementary_analysis_file,dmso_M,ectoin_M,ethylene_glycol_M,glycerol_M,propylene_glycol_M,trehalose_M,sucrose_M,raffinose_M,taurine_M,myo_inositol_M,methoxyphenyl_beta_d_glucopyranoside_M,betaine_M,proline_M,glucose_M,creatine_M,acetamide_M,sericin_pct,methylcellulose_pct,dextran_pct,pvp_pct,hyaluronic_acid_pct,fbs_pct,hsa_pct,human_serum_pct,active_ingredient_count,candidate_origin,rescue_scale_factor,rescue_anchor_formulation_id,rescue_anchor_viability_percent,active_polymer_count,total_polymer_pct,total_serum_protein_pct,total_polymer_serum_pct,total_sugar_M,total_nonpermeating_solute_M,total_viscosity_active_macromolecule_pct,total_permeating_cpa_M,crystalline_solute_saturation_burden,feasibility_policy_version,estimated_small_solute_g_L,feasibility_pass,feasibility_reasons,nearest_support_distance,support_status,source,source_row_id,formulation_label,source_type,predicted_viability_percent,viability_std,viability_prediction_status,viability_prediction_label,viability_prediction_reason,raw_surrogate_viability_mean,raw_surrogate_viability_std,viability_surrogate_prior_mean,viability_surrogate_prior_std,viability_prior_reversion,viability_exact_observation_count,viability_exact_batch_count,viability_exact_observed_mean,viability_exact_observed_sources,predicted_critical_axial_load_N_per_needle,critical_axial_load_std,intact_patch_pass_probability,empirical_combination_pass_probability,empirical_combination_weighted_passes,empirical_combination_weighted_failures,nearest_matching_intact_pass_distance,nearest_matching_intact_failure_distance,intact_combination_screening_penalty,intact_combination_policy_version,cold_start_ingredients,cold_start_ingredient_count,cold_start_prior_evidence_counts,cold_start_ordinary_exempt,cold_start_graduation_eligible,cold_start_graduation_priority,cold_start_graduation_reason,mechanical_feasibility_weight,same_formulation_range,local_neighbor_residual,retest_priority_score,viability_ucb,critical_axial_load_ucb,predicted_initial_stiffness_N_per_mm_per_needle,initial_stiffness_std,preparation_feasibility_probability,active_ingredient_excess_above_8,single_molar_excess_features,single_molar_excess_total_M,intact_failure_probability,acquisition_penalty,screening_acquisition_penalty,screening_phase_score,mechanics_phase_score,hybrid_phase_score,bootstrap_utility,prior_mechanical_observation_count,mechanical_repeat_status,mechanical_repeat_allowed,mechanics_anchor_source_batch,mechanics_anchor_selection_score,selection_role,terminal_force_08mm_N_total,terminal_force_08mm_status,viability_percent__noise,observed_hit_mean,observed_hit_sd,mechanical_prediction_definition_id,mechanical_prediction_status
reference_b5a5b7b1176f,reference_control,1,campaign_control,,True,2.0,bootstrap_utility_diversity_with_actual_intact_backups,primary,campaign_control,ROUND_010,,,,,,,,,,,,,,,,,,campaign_control,2.5% v/v DMSO + 100 mM sucrose; final volume; common campaign base medium,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.3519774734416998,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,campaign_control,,,,0,0.0,0.0,0.0,0.1,0.1,0.0,0.3519774734416998,0.016286644951140065,round5_solubility_viscosity_v2,61.730000000000004,True,,,,,,,,,4.148218856047896,reference_not_modeled,,,,,,,,,,,,0.19342424225718324,0.03629812333339276,0.9999841021524034,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,,,,,,,,,,,40.49898178115509,0.21157330392387963,0.2292467090571998,0.04538721096195325,0.75,0,,0.0,1.5897847596590964e-05,1.2718278077272772e-05,0.0,0.5961505192275921,,,,0,intentional_followup,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_3e8ef993abba,followup_v2_3e8ef993abba,2,screened_hit_mechanics,"First mechanics follow-up; prior batches=1, intact passing=1; mean viability=65.562",True,1.0,bootstrap_utility_diversity_with_actual_intact_backups,primary,screened_hit_mechanics,ROUND_010,,,,,,,,,,,,,,,,,,screened_hit_mechanics,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.240084092433004,1.0651740493140032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,screened_hit_mechanics,,,,0,0.0,0.0,0.0,0.0,0.240084092433004,0.0,1.0651740493140032,0.060021023108251,round5_solubility_viscosity_v2,100.24570782119602,True,,,,wetlab_feedback:ROUND_002,cand_001221,,,65.31612902400254,0.9908980262924818,observed_followup,,,65.31612902400254,0.9908980262924818,,,,,,,,0.19358533207548967,0.036296113401345524,0.9414633765902914,0.7944991589078668,2.8661601319269803,0.0,0.0,,0.0,round6_empirical_combination_intact_v1,,,,,,,,,,,,65.66294333320491,0.21173338877616243,0.22944827466587056,0.045384697740842354,0.75,0,ethylene_glycol_M,0.5651740493140032,0.058536623409708555,0.1598641085905675,0.11303480986280064,0.8869651901371993,,,,0,intentional_followup,False,,,,,,1.0,65.5625,0.0,terminal_force_08mm_after_1N_v1,fitted
v2_6f20e63adb1d,retest_v2_6f20e63adb1d,3,retest_priority,retest_priority: reason=cross_batch_disagreement+high_latest_batch_replicate_sd; feedback_batches=3; batch_range=33.1; latest_batch_n=4; latest_batch_sd=8.6; neighbor_residual=10.7; viability_std_tiebreak=0.6,False,,,,,ROUND_010,,,,,,,,,,,,,,,,,,retest_priority,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.1926978068289405,0.5834021671650074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8162824588637445,0.0,0.0,3,retest,,,,0,0.0,5.8162824588637445,5.8162824588637445,0.0,0.1926978068289405,5.8162824588637445,0.5834021671650074,0.048174451707235125,round5_solubility_viscosity_v2,63.605692734734184,True,,0.0,in_support,,,,,45.06595846416256,0.5725408536008503,observed_retest,Observed formulation — retest,exact formulation has 12 viability observation(s) across 3 batch(es),45.06595846416256,0.5725408536008503,52.894636596548004,25.707474329671822,False,12.0,3.0,44.958333333333336,wetlab_feedback,0.19448562063288374,0.03620853282983156,0.8445868769181224,0.8192791299065127,5.745136476992496,0.48787743825538477,0.0,0.23005318371791722,0.0,round6_empirical_combination_intact_v1,,0.0,,True,False,,ineligible:special_origin_exemption,0.8192791299065127,33.1125,10.678333333333327,2.2075,45.26634776292286,0.21258988704779952,0.23057478022827282,0.045275186903630124,0.75,0,ethylene_glycol_M,0.08340216716500737,0.1554131230818776,0.14101093189850356,0.016680433433001473,0.5145135608280279,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_4d49c0b641bb,retest_v2_4d49c0b641bb,4,retest_priority,retest_priority: reason=single_batch_neighbor_anomaly_confirmation; feedback_batches=1; batch_range=0.0; latest_batch_n=4; latest_batch_sd=0.8; neighbor_residual=37.0; viability_std_tiebreak=1.0,False,,,,,ROUND_010,,,,,,,,,,,,,,,,,,retest_priority,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777292282921723,0.0221433251168448,0.0,0.0,0.740774760113165,0.0,0.0,0.0,0.0,0.0,0.0,3,retest,,,,1,0.740774760113165,0.0,0.740774760113165,0.2777292282921723,0.2998725534090171,0.740774760113165,0.0,0.3227699701697272,round5_solubility_viscosity_v2,52.93935199168962,True,,0.0,in_support,,,,,3.5171400089573694,0.9992442834123353,observed_retest,Observed formulation — retest,exact formulation has 4 viability observation(s) across 1 batch(es),3.5171400089573694,0.9992442834123353,52.894636596548004,25.707474329671822,False,4.0,1.0,3.4425,wetlab_feedback,0.19341123842270486,0.03629673020386901,0.9406225071543556,0.6666666666666666,1.0,0.0,0.0,,0.0,round6_empirical_combination_intact_v1,,0.0,,True,False,,ineligible:special_origin_exemption,0.6666666666666666,0.0,37.01166666666666,1.8505833333333332,3.866875508151687,0.21155960352463937,0.22923043997391454,0.04538546899135573,0.75,0,,0.0,0.05937749284564442,0.04750199427651554,0.0,0.04836231265956022,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_a288e68df07e,rescue_000010,5,rescue_candidate,rescue_dilution: scaled down a high-viability failed-patch formulation,False,10.0,bootstrap_utility_diversity_with_actual_intact_backups,ordered_backup,bootstrap_coverage,ROUND_010,,,,,,,,,,,,,,,,,,ordinary,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.08009018699910805,0.2510238029936667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,3,rescue_dilution,0.25,v2_27a2b16cc327,53.0,0,0.0,2.5,2.5,0.0,0.08009018699910805,2.5,0.2510238029936667,0.020022546749777013,round5_solubility_viscosity_v2,26.966668435610096,True,,0.11509711061270243,in_support,,,,,38.00527463623064,4.09416325063165,model_supported,Model estimate,candidate has a non-prior-reverted surrogate estimate,38.00527463623064,4.09416325063165,52.894636596548004,25.707474329671822,False,0.0,0.0,,,0.19441646822203493,0.03621288089949037,0.9544997254541622,0.8249905584177656,3.7139774343552463,0.0,0.06645134779519189,0.41041928550681006,0.0,round6_empirical_combination_intact_v1,,0.0,,True,False,,ineligible:special_origin_exemption,0.8249905584177656,,,,39.43823177395171,0.21252290867178011,0.23048826779191747,0.04528062373442903,0.75,0,,0.0,0.04550027454583783,0.03640021963667026,0.0,0.46322213640240556,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_211d2693ca45,cand_000461,6,,,True,3.0,bootstrap_utility_diversity_with_actual_intact_backups,primary,bootstrap_coverage,ROUND_010,,,,,,,,,,,,,,,,,,ordinary,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.41109773735266314,1.0914486465471067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.41109773735266314,0.0,1.0914486465471067,0.10277443433816578,round5_solubility_viscosity_v2,126.1878718332335,True,,0.131304930002495,in_support,,,,,82.43213414353549,8.66023234559118,model_supported,Model estimate,candidate has a non-prior-reverted surrogate estimate,82.43213414353549,8.66023234559118,52.894636596548004,25.707474329671822,False,0.0,0.0,,,0.1935857578471392,0.03629610471026845,0.9509867549046433,0.7997239114085399,2.9931073001924045,0.0,0.09284660640798917,,0.0,round6_empirical_combination_intact_v1,,0.0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,0.7997239114085399,,,,85.46321546449241,0.21173381020227341,0.2294488074190841,0.04538468687351059,0.75,0,ethylene_glycol_M,0.5914486465471067,0.04901324509535665,0.15750032538570669,0.11828972930942135,0.8817102706905786,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_55f87bb2c839,cand_000304,7,,,True,4.0,bootstrap_utility_diversity_with_actual_intact_backups,primary,bootstrap_coverage,ROUND_010,,,,,,,,,,,,,,,,,,ordinary,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.3585205291391078,1.5330693248584275,0.12309915777761288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.3585205291391078,0.0,1.6561684826360403,0.08963013228477695,round5_solubility_viscosity_v2,157.46109285611854,True,,0.11856224311416909,in_support,,,,,80.7351200638173,8.675035811298036,model_supported,Model estimate,candidate has a non-prior-reverted surrogate estimate,80.7351200638173,8.675035811298036,52.894636596548004,25.707474329671822,False,0.0,0.0,,,0.19342653231320908,0.036298122922805875,0.7355235257053749,0.637745569833765,0.760490740005884,0.0,0.08382824099794059,,0.0,round6_empirical_combination_intact_v1,,0.0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,0.637745569833765,,,,83.77138259777162,0.21157559377461202,0.2292495745481471,0.045387210448554975,0.75,0,ethylene_glycol_M,1.0330693248584275,0.26447647429462506,0.4181950444073856,0.20661386497168552,0.773654711811119,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_a409fb1db800,cand_000144,8,,,False,7.0,bootstrap_utility_diversity_with_actual_intact_backups,ordered_backup,bootstrap_coverage,ROUND_010,,,,,,,,,,,,,,,,,,ordinary,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.0,0.0,0.0,0.0,0.23865214987042757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,local_perturbation,,,,0,0.0,0.0,0.0,0.23865214987042757,0.23865214987042757,0.0,0.0,0.17547952196354968,round5_solubility_viscosity_v2,81.69063090064736,True,,0.022695700259144858,in_support,,,,,53.29355304663752,21.949200020137223,model_supported,Model estimate,candidate has a non-prior-reverted surrogate estimate,53.29355304663752,21.949200020137223,52.894636596548004,25.707474329671822,False,0.0,0.0,,,0.1932606062723164,0.036291759064974484,0.8911001313752968,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0.0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,0.5,,,,60.97577305368554,0.21140648580480365,0.22904217017486814,0.045379253074139994,0.75,0,,0.0,0.10889986862470324,0.0871198948997626,0.0,0.7144090889717463,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_c60ceb90bc67,cand_000107,9,,,False,8.0,bootstrap_utility_diversity_with_actual_intact_backups,ordered_backup,bootstrap_coverage,ROUND_010,,,,,,,,,,,,,,,,,,ordinary,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.0,0.0,0.38270486140528936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054197020904849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,local_perturbation,,,,0,0.0,0.0,0.0,0.0,0.2054197020904849,0.0,0.38270486140528936,0.017211537669919137,round5_solubility_viscosity_v2,47.377432489298045,True,,0.2758646595196971,in_support,,,,,,,unknown_prior_reversion,Unknown — surrogate prior reversion,surrogate mean and uncertainty are indistinguishable from the training prior,51.86898913765614,25.69018254363421,52.894636596548004,25.707474329671822,True,0.0,0.0,,,0.19355571037276514,0.03629490508472568,0.8212019471205123,0.5906117823964999,0.4426692244682975,0.0,0.19506577143609588,,0.0,round6_empirical_combination_intact_v1,,0.0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,0.5906117823964999,,,,60.86055302792812,0.21170316291512797,0.2294112186703632,0.04538318686049105,0.75,0,,0.0,0.1787980528794877,0.14303844230359017,0.0,0.7130653066537431,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
v2_d3e3aa3e830f,cand_001096,10,,,False,6.0,bootstrap_utility_diversity_with_actual_intact_backups,ordered_backup,bootstrap_coverage,ROUND_010,,,,,,,,,,,,,,,,,,ordinary,,,,,,,,,terminal_force_08mm_after_1N_v1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555827389810611,0.0,0.0,3.8146326658274754,0.0,0.0,0.0,0.0,0.0,2,sparse_exploration,,,,1,3.8146326658274754,0.0,3.8146326658274754,0.0,0.2555827389810611,3.8146326658274754,0.0,0.021414557099376716,round5_solubility_viscosity_v2,15.097272391611279,True,,0.44134084942598983,in_support,,,,,,,unknown_prior_reversion,Unknown — surrogate prior reversion,surrogate mean and uncertainty are indistinguishable from the training prior,52.82133142862415,25.70744870367142,52.894636596548004,25.707474329671822,True,0.0,0.0,,,0.19342937214921205,0.03629811659915866,0.9156625007405899,0.5,0.0,0.0,,,0.0,round6_empirical_combination_intact_v1,,0.0,,False,False,,ineligible:must_contain_exactly_one_cold_start_ingredient,0.5,,,,61.818938474909146,0.21157843044879138,0.22925312802546777,0.045387202541459955,0.75,0,,0.0,0.08433749925941014,0.06746999940752811,0.0,0.7242427162144386,,,,0,unmeasured,True,,,,,,,,,terminal_force_08mm_after_1N_v1,fitted
