endpoint,formulation_id,batch_id,actual,predicted,predicted_std,absolute_error,squared_error
viability_percent,legacy_lit_2,legacy_literature,12.5,32.72612320245337,6.664501873569587,20.226123202453373,409.0960598008227
viability_percent,legacy_lit_7,legacy_literature,82.14,63.18159674775069,20.321611134149446,18.958403252249312,359.42105387489727
viability_percent,legacy_lit_10,legacy_literature,63.17777777777778,76.43127639448015,14.672622506203172,13.253498616702373,175.6552255829317
viability_percent,legacy_lit_13,legacy_literature,86.8,34.90332531234377,11.733623693425498,51.89667468765623,2693.264843636419
viability_percent,legacy_lit_15,legacy_literature,89.8,32.88905337045259,18.429697739819186,56.91094662954741,3238.855846271194
viability_percent,legacy_lit_22,legacy_literature,82.25,57.906675607499565,3.6192576354187618,24.343324392500435,592.5974424785067
viability_percent,legacy_lit_32,legacy_literature,20.0,34.90332531234377,11.733623693425498,14.903325312343767,222.10910536554644
viability_percent,legacy_lit_33,legacy_literature,22.0,43.38936825267441,11.585060885781473,21.38936825267441,457.5050742485159
viability_percent,legacy_lit_35,legacy_literature,80.0,57.906675607499565,3.6192576354187618,22.093324392500435,488.1149827122547
viability_percent,legacy_lit_38,legacy_literature,100.0,74.70430287039333,14.15768982903063,25.295697129606665,639.8722932727909
viability_percent,legacy_lit_41,legacy_literature,51.5,45.03163520312694,22.016101572918803,6.468364796873061,41.839743145426674
viability_percent,legacy_lit_47,legacy_literature,68.0,57.430713086219754,21.661871724250684,10.569286913780246,111.70982586580637
viability_percent,legacy_lit_51,legacy_literature,64.1,53.60247349694456,25.55554404613708,10.497526503055433,110.19806268235122
viability_percent,legacy_lit_56,legacy_literature,63.333333333333336,50.73672261737647,17.28155355959459,12.596610715956864,158.67460152935928
viability_percent,legacy_lit_63,legacy_literature,80.0,72.95688183681212,13.645628330076065,7.043118163187884,49.60551346062708
viability_percent,legacy_lit_76,legacy_literature,21.0,38.36737552338295,16.774018898331608,17.367375523382947,301.6257325702011
viability_percent,legacy_lit_84,legacy_literature,82.5,53.94180487217649,25.615066798933483,28.55819512782351,815.5705089588424
viability_percent,legacy_lit_89,legacy_literature,55.5,54.259962595852876,23.627654895392617,1.2400374041471238,1.5376927636839373
viability_percent,legacy_lit_93,legacy_literature,61.8,53.01562419506603,25.61733358524639,8.784375804933966,77.16525828230925
viability_percent,legacy_lit_98,legacy_literature,72.5,51.522795430215254,25.34091533091626,20.977204569784746,440.043111562598
viability_percent,legacy_lit_104,legacy_literature,67.0,32.724254303153515,6.669112809652989,34.275745696846485,1174.8267430748904
viability_percent,legacy_lit_116,legacy_literature,85.6,74.70430287039333,14.15768982903063,10.89569712960666,118.7162159401188
viability_percent,legacy_lit_121,legacy_literature,79.8,52.34113544229307,25.66933401446373,27.458864557706924,753.9892427984935
viability_percent,legacy_lit_134,legacy_literature,73.0,36.481889051597335,12.278942984929358,36.518110948402665,1333.5724272398465
viability_percent,legacy_lit_195,legacy_literature,58.0,32.72554077278318,6.668001318524415,25.274459227216823,638.7982892282456
viability_percent,legacy_lit_204,legacy_literature,67.0,44.46157437278715,11.605549116383484,22.538425627212852,507.9806297534051
viability_percent,legacy_lit_209,legacy_literature,70.0,28.621181583797032,21.577966458338093,41.37881841620297,1712.206613521098
viability_percent,legacy_lit_236,legacy_literature,83.4,53.2333280125709,25.67064080567273,30.166671987429105,910.0280987971398
viability_percent,legacy_lit_254,legacy_literature,80.0,47.79650305528469,16.18241985479872,32.20349694471531,1037.0652154682884
viability_percent,legacy_lit_259,legacy_literature,7.0,32.080715895678615,19.699985692292884,25.080715895678615,629.0423098397459
viability_percent,legacy_lit_274,legacy_literature,18.0,46.068403971270435,25.260913311288373,28.068403971270435,787.8353014944299
viability_percent,legacy_lit_281,legacy_literature,74.0,27.886777776722568,15.42426558399454,46.11322222327743,2126.4292638133675
viability_percent,legacy_lit_299,legacy_literature,62.666666666666664,32.72554077278318,6.668001318524415,29.941125893883488,896.4710197933803
viability_percent,legacy_lit_309,legacy_literature,99.0,75.43748216264859,13.67687712301854,23.562517837351407,555.1922468355033
viability_percent,legacy_lit_315,legacy_literature,10.0,53.88456695922552,24.664708039977416,43.88456695922552,1925.8552171987485
viability_percent,legacy_lit_341,legacy_literature,81.0,52.79636018237082,25.673454878342316,28.20363981762918,795.4452989625582
viability_percent,legacy_lit_354,legacy_literature,73.8,58.48007981228101,20.347824105590096,15.319920187718985,234.6999545580797
viability_percent,legacy_lit_359,legacy_literature,47.6,51.626169924442785,20.782652834579643,4.026169924442783,16.210044260487606
viability_percent,legacy_lit_363,legacy_literature,69.0,52.682171889169204,21.97338049353771,16.317828110830796,266.2715142546197
viability_percent,legacy_lit_372,legacy_literature,22.5,32.70440613746206,6.666054869564312,10.204406137462058,104.12990461827333
viability_percent,legacy_wetlab_EXP104,legacy_wetlab,29.7,26.14595996750899,10.501997721704512,3.5540400324910095,12.631200552548696
viability_percent,legacy_wetlab_EXP202,legacy_wetlab,32.42,41.31255652492374,20.72315457674089,8.89255652492374,79.0775615489638
viability_percent,legacy_wetlab_EXP305,legacy_wetlab,72.93,57.87391664716097,4.738255433518581,15.056083352839039,226.68564592763684
viability_percent,legacy_wetlab_EXP1103,legacy_wetlab,26.68,52.795967338393815,25.67345486586559,26.115967338393816,682.0437500200526
viability_percent,legacy_wetlab_EXP1202,legacy_wetlab,28.41,52.22788058855482,25.665392562753922,23.817880588554818,567.2914357306564
viability_percent,legacy_wetlab_EXP2101,legacy_wetlab,28.99,49.84761094785332,25.35461691102737,20.85761094785332,435.0399344520107
viability_percent,legacy_wetlab_EXP2106,legacy_wetlab,34.8,46.001828179760814,23.91150262336677,11.201828179760817,125.48095456888353
viability_percent,legacy_wetlab_EXP3104,legacy_wetlab,49.99,57.57962531632792,24.84363943989481,7.589625316327918,57.60241244224566
viability_percent,legacy_wetlab_EXP4101,legacy_wetlab,62.32,73.51498467524226,3.6363548616378005,11.19498467524226,125.32768187890905
viability_percent,legacy_wetlab_EXP4106,legacy_wetlab,71.59,46.50244389053567,5.6502959727457,25.08755610946433,629.385471545521
viability_percent,legacy_wetlab_EXP5105,legacy_wetlab,91.2,78.11036674604337,1.9778925627648212,13.089633253956634,171.33849872308735
viability_percent,legacy_wetlab_EXP5110,legacy_wetlab,95.15,67.36567677844721,1.4374840903758908,27.784323221552796,771.968616879718
