formulation_id,batch_id,endpoint,protocol_id,mean,n_readouts,n_independent,sample_variance,independence_known,mean_variance,noise_source,mean_sd,policy_version,cutoff
v2_a803deb82ca6,ROUND_001,viability_percent,unknown,28.72,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_afa1348627bc,ROUND_003,viability_percent,unknown,38.5,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_b2c883db5caf,ROUND_002,viability_percent,unknown,43.185,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_b9ae21107fa4,ROUND_001,viability_percent,unknown,15.93,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_ced63818bdd1,ROUND_004,viability_percent,unknown,32.885,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_d93bf1a562c8,ROUND_003,viability_percent,unknown,29.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_da5df4899b60,ROUND_001,viability_percent,unknown,43.34,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_db8935ce2c34,ROUND_002,viability_percent,unknown,61.5875,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_e0e6b16a3f20,ROUND_001,viability_percent,unknown,26.53,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_e0e6b16a3f20,ROUND_002,viability_percent,unknown,30.4375,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_e5b28bf5a066,ROUND_004,viability_percent,unknown,40.4675,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_eb8bb8b8618f,ROUND_004,viability_percent,unknown,52.88250000000001,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
v2_fc5b4c04eee9,ROUND_002,viability_percent,unknown,56.287499999999994,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_1,legacy_literature,viability_percent,unknown,96.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_10,legacy_literature,viability_percent,unknown,63.17777777777778,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_100,legacy_literature,viability_percent,unknown,75.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_101,legacy_literature,viability_percent,unknown,77.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_102,legacy_literature,viability_percent,unknown,43.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_103,legacy_literature,viability_percent,unknown,68.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_104,legacy_literature,viability_percent,unknown,67.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_109,legacy_literature,viability_percent,unknown,95.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_112,legacy_literature,viability_percent,unknown,31.883333333333336,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_114,legacy_literature,viability_percent,unknown,87.56,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_115,legacy_literature,viability_percent,unknown,86.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_116,legacy_literature,viability_percent,unknown,85.6,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_118,legacy_literature,viability_percent,unknown,46.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_119,legacy_literature,viability_percent,unknown,40.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_12,legacy_literature,viability_percent,unknown,95.2,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_120,legacy_literature,viability_percent,unknown,40.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_121,legacy_literature,viability_percent,unknown,79.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_126,legacy_literature,viability_percent,unknown,82.9,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_127,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_128,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_129,legacy_literature,viability_percent,unknown,56.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_13,legacy_literature,viability_percent,unknown,86.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_130,legacy_literature,viability_percent,unknown,65.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_131,legacy_literature,viability_percent,unknown,32.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_132,legacy_literature,viability_percent,unknown,38.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_133,legacy_literature,viability_percent,unknown,68.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_134,legacy_literature,viability_percent,unknown,73.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_135,legacy_literature,viability_percent,unknown,60.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_136,legacy_literature,viability_percent,unknown,40.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_137,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_138,legacy_literature,viability_percent,unknown,0.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_15,legacy_literature,viability_percent,unknown,89.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_16,legacy_literature,viability_percent,unknown,95.7,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_18,legacy_literature,viability_percent,unknown,94.18,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_19,legacy_literature,viability_percent,unknown,92.35,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_194,legacy_literature,viability_percent,unknown,55.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_195,legacy_literature,viability_percent,unknown,58.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_196,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_197,legacy_literature,viability_percent,unknown,83.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_198,legacy_literature,viability_percent,unknown,86.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_199,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_2,legacy_literature,viability_percent,unknown,12.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_20,legacy_literature,viability_percent,unknown,89.43,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_200,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_202,legacy_literature,viability_percent,unknown,65.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_203,legacy_literature,viability_percent,unknown,63.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_204,legacy_literature,viability_percent,unknown,67.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_205,legacy_literature,viability_percent,unknown,75.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_206,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_207,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_208,legacy_literature,viability_percent,unknown,78.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_209,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_21,legacy_literature,viability_percent,unknown,68.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_212,legacy_literature,viability_percent,unknown,69.66666666666667,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_215,legacy_literature,viability_percent,unknown,78.33333333333333,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_218,legacy_literature,viability_percent,unknown,65.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_22,legacy_literature,viability_percent,unknown,82.25,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_221,legacy_literature,viability_percent,unknown,70.66666666666667,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_224,legacy_literature,viability_percent,unknown,91.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_225,legacy_literature,viability_percent,unknown,38.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_235,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_236,legacy_literature,viability_percent,unknown,83.4,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_237,legacy_literature,viability_percent,unknown,93.4,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_251,legacy_literature,viability_percent,unknown,5.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_252,legacy_literature,viability_percent,unknown,17.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_253,legacy_literature,viability_percent,unknown,60.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_254,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_255,legacy_literature,viability_percent,unknown,9.833333333333334,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_256,legacy_literature,viability_percent,unknown,30.666666666666668,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_257,legacy_literature,viability_percent,unknown,62.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_258,legacy_literature,viability_percent,unknown,78.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_259,legacy_literature,viability_percent,unknown,7.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_260,legacy_literature,viability_percent,unknown,19.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_261,legacy_literature,viability_percent,unknown,75.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_262,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_27,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_274,legacy_literature,viability_percent,unknown,18.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_275,legacy_literature,viability_percent,unknown,30.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_276,legacy_literature,viability_percent,unknown,78.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_277,legacy_literature,viability_percent,unknown,84.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_278,legacy_literature,viability_percent,unknown,40.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_281,legacy_literature,viability_percent,unknown,74.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_287,legacy_literature,viability_percent,unknown,60.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_288,legacy_literature,viability_percent,unknown,82.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_289,legacy_literature,viability_percent,unknown,94.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_29,legacy_literature,viability_percent,unknown,58.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_299,legacy_literature,viability_percent,unknown,62.666666666666664,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_3,legacy_literature,viability_percent,unknown,77.74,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_30,legacy_literature,viability_percent,unknown,10.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_306,legacy_literature,viability_percent,unknown,99.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_308,legacy_literature,viability_percent,unknown,83.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_309,legacy_literature,viability_percent,unknown,99.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_31,legacy_literature,viability_percent,unknown,17.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_310,legacy_literature,viability_percent,unknown,87.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_313,legacy_literature,viability_percent,unknown,10.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_314,legacy_literature,viability_percent,unknown,10.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_315,legacy_literature,viability_percent,unknown,10.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_316,legacy_literature,viability_percent,unknown,73.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_317,legacy_literature,viability_percent,unknown,45.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_318,legacy_literature,viability_percent,unknown,38.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_319,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_32,legacy_literature,viability_percent,unknown,20.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_322,legacy_literature,viability_percent,unknown,63.02,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_323,legacy_literature,viability_percent,unknown,77.66666666666667,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_326,legacy_literature,viability_percent,unknown,74.33333333333333,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_329,legacy_literature,viability_percent,unknown,61.666666666666664,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_33,legacy_literature,viability_percent,unknown,22.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_332,legacy_literature,viability_percent,unknown,72.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_338,legacy_literature,viability_percent,unknown,84.3,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_339,legacy_literature,viability_percent,unknown,84.3,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_34,legacy_literature,viability_percent,unknown,50.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_341,legacy_literature,viability_percent,unknown,81.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_343,legacy_literature,viability_percent,unknown,60.6,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_346,legacy_literature,viability_percent,unknown,68.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_347,legacy_literature,viability_percent,unknown,69.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_349,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_35,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_350,legacy_literature,viability_percent,unknown,71.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_351,legacy_literature,viability_percent,unknown,73.1,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_352,legacy_literature,viability_percent,unknown,69.6,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_353,legacy_literature,viability_percent,unknown,72.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_354,legacy_literature,viability_percent,unknown,73.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_355,legacy_literature,viability_percent,unknown,68.2,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_356,legacy_literature,viability_percent,unknown,73.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_357,legacy_literature,viability_percent,unknown,74.9,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_358,legacy_literature,viability_percent,unknown,42.4,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_359,legacy_literature,viability_percent,unknown,47.6,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_36,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_360,legacy_literature,viability_percent,unknown,52.1,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_361,legacy_literature,viability_percent,unknown,50.3,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_362,legacy_literature,viability_percent,unknown,55.3,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_363,legacy_literature,viability_percent,unknown,69.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_368,legacy_literature,viability_percent,unknown,88.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_369,legacy_literature,viability_percent,unknown,92.7,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_37,legacy_literature,viability_percent,unknown,100.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_370,legacy_literature,viability_percent,unknown,90.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_372,legacy_literature,viability_percent,unknown,22.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_373,legacy_literature,viability_percent,unknown,72.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_374,legacy_literature,viability_percent,unknown,73.95,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_375,legacy_literature,viability_percent,unknown,81.3,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_376,legacy_literature,viability_percent,unknown,86.05,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_38,legacy_literature,viability_percent,unknown,100.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_383,legacy_literature,viability_percent,unknown,5.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_386,legacy_literature,viability_percent,unknown,77.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_39,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_4,legacy_literature,viability_percent,unknown,81.43333333333332,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_41,legacy_literature,viability_percent,unknown,51.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_43,legacy_literature,viability_percent,unknown,85.07,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_44,legacy_literature,viability_percent,unknown,22.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_45,legacy_literature,viability_percent,unknown,28.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_46,legacy_literature,viability_percent,unknown,65.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_47,legacy_literature,viability_percent,unknown,68.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_48,legacy_literature,viability_percent,unknown,85.65,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_49,legacy_literature,viability_percent,unknown,88.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_5,legacy_literature,viability_percent,unknown,84.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_50,legacy_literature,viability_percent,unknown,70.6,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_51,legacy_literature,viability_percent,unknown,64.1,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_52,legacy_literature,viability_percent,unknown,47.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_53,legacy_literature,viability_percent,unknown,56.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_54,legacy_literature,viability_percent,unknown,65.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_55,legacy_literature,viability_percent,unknown,58.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_56,legacy_literature,viability_percent,unknown,63.333333333333336,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_57,legacy_literature,viability_percent,unknown,57.666666666666664,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_58,legacy_literature,viability_percent,unknown,50.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_59,legacy_literature,viability_percent,unknown,77.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
legacy_lit_6,legacy_literature,viability_percent,unknown,83.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_006
