formulation_id,batch_id,endpoint,protocol_id,mean,n_readouts,n_independent,sample_variance,independence_known,mean_variance,noise_source,mean_sd,policy_version,cutoff
legacy_wetlab_EXP1104,legacy_wetlab,viability_percent,unknown,36.3,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP1105,legacy_wetlab,viability_percent,unknown,79.09,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP1106,legacy_wetlab,viability_percent,unknown,48.85,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP1201,legacy_wetlab,viability_percent,unknown,31.9,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP1202,legacy_wetlab,viability_percent,unknown,28.41,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP1203,legacy_wetlab,viability_percent,unknown,20.26,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP1205,legacy_wetlab,viability_percent,unknown,31.19,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP1206,legacy_wetlab,viability_percent,unknown,36.12,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP201,legacy_wetlab,viability_percent,unknown,9.78,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP202,legacy_wetlab,viability_percent,unknown,32.42,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP203,legacy_wetlab,viability_percent,unknown,52.32,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP204,legacy_wetlab,viability_percent,unknown,50.29,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP205,legacy_wetlab,viability_percent,unknown,63.31,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP206,legacy_wetlab,viability_percent,unknown,58.73,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP2101,legacy_wetlab,viability_percent,unknown,28.99,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP2102,legacy_wetlab,viability_percent,unknown,28.14,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP2103,legacy_wetlab,viability_percent,unknown,51.61,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP2104,legacy_wetlab,viability_percent,unknown,53.4,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP2105,legacy_wetlab,viability_percent,unknown,8.66,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP2106,legacy_wetlab,viability_percent,unknown,34.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP301,legacy_wetlab,viability_percent,unknown,28.19,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP302,legacy_wetlab,viability_percent,unknown,56.18,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP303,legacy_wetlab,viability_percent,unknown,6.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP304,legacy_wetlab,viability_percent,unknown,53.19,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP305,legacy_wetlab,viability_percent,unknown,72.93,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP306,legacy_wetlab,viability_percent,unknown,69.78,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3101,legacy_wetlab,viability_percent,unknown,63.61,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3102,legacy_wetlab,viability_percent,unknown,51.94,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3103,legacy_wetlab,viability_percent,unknown,32.75,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3104,legacy_wetlab,viability_percent,unknown,49.99,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3105,legacy_wetlab,viability_percent,unknown,41.32,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3106,legacy_wetlab,viability_percent,unknown,42.1,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3107,legacy_wetlab,viability_percent,unknown,63.25,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP3108,legacy_wetlab,viability_percent,unknown,35.08,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP4101,legacy_wetlab,viability_percent,unknown,62.32,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP4102,legacy_wetlab,viability_percent,unknown,59.76,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP4103,legacy_wetlab,viability_percent,unknown,73.15,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP4104,legacy_wetlab,viability_percent,unknown,76.91,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP4105,legacy_wetlab,viability_percent,unknown,78.31,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP4106,legacy_wetlab,viability_percent,unknown,71.59,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5101,legacy_wetlab,viability_percent,unknown,49.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5102,legacy_wetlab,viability_percent,unknown,70.04,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5103,legacy_wetlab,viability_percent,unknown,72.48,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5104,legacy_wetlab,viability_percent,unknown,92.63,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5105,legacy_wetlab,viability_percent,unknown,91.2,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5106,legacy_wetlab,viability_percent,unknown,91.4,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5107,legacy_wetlab,viability_percent,unknown,75.16,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5108,legacy_wetlab,viability_percent,unknown,59.17,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5109,legacy_wetlab,viability_percent,unknown,94.32,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5110,legacy_wetlab,viability_percent,unknown,95.15,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5111,legacy_wetlab,viability_percent,unknown,88.78,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5112,legacy_wetlab,viability_percent,unknown,87.85,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5201,legacy_wetlab,viability_percent,unknown,27.08,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5202,legacy_wetlab,viability_percent,unknown,29.46,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5203,legacy_wetlab,viability_percent,unknown,59.95,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5204,legacy_wetlab,viability_percent,unknown,71.75,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5205,legacy_wetlab,viability_percent,unknown,6.86,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5206,legacy_wetlab,viability_percent,unknown,13.35,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5207,legacy_wetlab,viability_percent,unknown,48.34,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5208,legacy_wetlab,viability_percent,unknown,12.02,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5209,legacy_wetlab,viability_percent,unknown,60.43,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5210,legacy_wetlab,viability_percent,unknown,20.96,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP5211,legacy_wetlab,viability_percent,unknown,7.39,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP6101,legacy_wetlab,viability_percent,unknown,74.16,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP6102,legacy_wetlab,viability_percent,unknown,73.88,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP6103,legacy_wetlab,viability_percent,unknown,71.12,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP6104,legacy_wetlab,viability_percent,unknown,65.5,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP6105,legacy_wetlab,viability_percent,unknown,53.08,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP6106,legacy_wetlab,viability_percent,unknown,71.41,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7101,legacy_wetlab,viability_percent,unknown,72.98,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7102,legacy_wetlab,viability_percent,unknown,79.04,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7103,legacy_wetlab,viability_percent,unknown,76.36,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7104,legacy_wetlab,viability_percent,unknown,75.91,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7105,legacy_wetlab,viability_percent,unknown,73.57,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7106,legacy_wetlab,viability_percent,unknown,74.55,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7107,legacy_wetlab,viability_percent,unknown,70.97,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7108,legacy_wetlab,viability_percent,unknown,70.64,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7109,legacy_wetlab,viability_percent,unknown,11.49,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7110,legacy_wetlab,viability_percent,unknown,50.31,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7111,legacy_wetlab,viability_percent,unknown,35.29,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP7112,legacy_wetlab,viability_percent,unknown,41.07,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8101,legacy_wetlab,viability_percent,unknown,71.22,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8102,legacy_wetlab,viability_percent,unknown,71.7,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8103,legacy_wetlab,viability_percent,unknown,69.97,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8104,legacy_wetlab,viability_percent,unknown,58.76,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8105,legacy_wetlab,viability_percent,unknown,64.69,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8106,legacy_wetlab,viability_percent,unknown,64.37,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8107,legacy_wetlab,viability_percent,unknown,54.64,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP8108,legacy_wetlab,viability_percent,unknown,39.82,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9101,legacy_wetlab,viability_percent,unknown,75.43,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9102,legacy_wetlab,viability_percent,unknown,70.72,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9103,legacy_wetlab,viability_percent,unknown,71.75,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9104,legacy_wetlab,viability_percent,unknown,74.92,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9105,legacy_wetlab,viability_percent,unknown,75.16,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9106,legacy_wetlab,viability_percent,unknown,67.06,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9107,legacy_wetlab,viability_percent,unknown,61.47,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_wetlab_EXP9108,legacy_wetlab,viability_percent,unknown,36.44,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_0a63a12b60f3,ROUND_003,viability_percent,unknown,38.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_19eed4dca0d3,ROUND_001,viability_percent,unknown,35.84,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_21a3a498433e,ROUND_001,viability_percent,unknown,36.22,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_237544a25f30,ROUND_001,viability_percent,unknown,69.21,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_27a2b16cc327,ROUND_003,viability_percent,unknown,53.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_2eead01c8392,ROUND_001,viability_percent,unknown,60.53,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_34d667ff4762,ROUND_002,viability_percent,unknown,63.879999999999995,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_384020959c42,ROUND_002,viability_percent,unknown,21.375,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_3db5f7aa7cdd,ROUND_003,viability_percent,unknown,38.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_3e8ef993abba,ROUND_002,viability_percent,unknown,65.5625,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_42188f45e98a,ROUND_002,viability_percent,unknown,38.805,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_430e18c49d10,ROUND_003,viability_percent,unknown,65.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_49123b81735d,ROUND_001,viability_percent,unknown,40.44,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_4a0cb1ead8d1,ROUND_001,viability_percent,unknown,60.33,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_4aeffae55153,ROUND_003,viability_percent,unknown,48.5,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_4f4525f1566d,ROUND_003,viability_percent,unknown,36.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_655729013931,ROUND_002,viability_percent,unknown,64.9,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_6b7389efb1b5,ROUND_001,viability_percent,unknown,35.92,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_75d69addc009,ROUND_002,viability_percent,unknown,29.2025,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_75d69addc009,ROUND_003,viability_percent,unknown,34.5,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_84c11063c325,ROUND_003,viability_percent,unknown,44.5,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_8a721b7d8f1c,ROUND_002,viability_percent,unknown,63.9975,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_8f6028d7e59a,ROUND_003,viability_percent,unknown,41.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_a2b4c2d7b0b6,ROUND_001,viability_percent,unknown,24.39,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_a3cd6cc2afa7,ROUND_002,viability_percent,unknown,57.3875,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_a7291b600bea,ROUND_003,viability_percent,unknown,52.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_a803deb82ca6,ROUND_001,viability_percent,unknown,28.72,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_afa1348627bc,ROUND_003,viability_percent,unknown,38.5,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_b2c883db5caf,ROUND_002,viability_percent,unknown,43.185,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_b9ae21107fa4,ROUND_001,viability_percent,unknown,15.93,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_d93bf1a562c8,ROUND_003,viability_percent,unknown,29.0,2,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_da5df4899b60,ROUND_001,viability_percent,unknown,43.34,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_db8935ce2c34,ROUND_002,viability_percent,unknown,61.5875,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_e0e6b16a3f20,ROUND_001,viability_percent,unknown,26.53,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_e0e6b16a3f20,ROUND_002,viability_percent,unknown,30.4375,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
v2_fc5b4c04eee9,ROUND_002,viability_percent,unknown,56.287499999999994,4,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_004
legacy_lit_1,legacy_literature,viability_percent,unknown,96.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_10,legacy_literature,viability_percent,unknown,63.17777777777778,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_100,legacy_literature,viability_percent,unknown,75.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_101,legacy_literature,viability_percent,unknown,77.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_102,legacy_literature,viability_percent,unknown,43.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_103,legacy_literature,viability_percent,unknown,68.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_104,legacy_literature,viability_percent,unknown,67.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_109,legacy_literature,viability_percent,unknown,95.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_112,legacy_literature,viability_percent,unknown,31.883333333333336,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_114,legacy_literature,viability_percent,unknown,87.56,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_115,legacy_literature,viability_percent,unknown,86.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_116,legacy_literature,viability_percent,unknown,85.6,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_118,legacy_literature,viability_percent,unknown,46.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_119,legacy_literature,viability_percent,unknown,40.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_12,legacy_literature,viability_percent,unknown,95.2,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_120,legacy_literature,viability_percent,unknown,40.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_121,legacy_literature,viability_percent,unknown,79.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_126,legacy_literature,viability_percent,unknown,82.9,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_127,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_128,legacy_literature,viability_percent,unknown,80.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_129,legacy_literature,viability_percent,unknown,56.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_13,legacy_literature,viability_percent,unknown,86.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_130,legacy_literature,viability_percent,unknown,65.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_131,legacy_literature,viability_percent,unknown,32.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_132,legacy_literature,viability_percent,unknown,38.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_133,legacy_literature,viability_percent,unknown,68.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_134,legacy_literature,viability_percent,unknown,73.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_135,legacy_literature,viability_percent,unknown,60.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_136,legacy_literature,viability_percent,unknown,40.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_137,legacy_literature,viability_percent,unknown,70.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_138,legacy_literature,viability_percent,unknown,0.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_15,legacy_literature,viability_percent,unknown,89.8,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_16,legacy_literature,viability_percent,unknown,95.7,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_18,legacy_literature,viability_percent,unknown,94.18,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_19,legacy_literature,viability_percent,unknown,92.35,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
legacy_lit_194,legacy_literature,viability_percent,unknown,55.0,1,1,,False,25.0,pooled_conservative_fallback,5.0,offline_replicate_noise_v1,ROUND_005
