evidence,strategy,stage,evaluation_subset,batch_id,n,mae,bias,rmse,r2,rank_correlation,future_coverage,future_width
historical_forward_refit,campaign,before_batch,full_slate,ROUND_009,12,11.168092403373299,5.960513740005486,14.162146718614753,0.29613272234700105,0.7482517482517484,0.75,49.96259909350159
historical_forward_refit,campaign_noise,before_batch,full_slate,ROUND_003,12,7.1420336007132645,0.22433147806560041,8.162683917754272,0.2655668356760831,0.6164632921377448,1.0,59.16832433967684
historical_forward_refit,campaign_noise,before_batch,full_slate,ROUND_004,12,16.9199000484806,9.428581475864751,22.029765485289055,-0.3489599989283163,-0.06993006993006995,0.75,52.64861801840627
historical_forward_refit,campaign_noise,before_batch,full_slate,ROUND_005,12,17.41512408857738,15.222817214129924,20.4737592650613,-0.28551779919936426,0.8126107032724816,0.8333333333333334,58.733510572434824
historical_forward_refit,campaign_noise,before_batch,full_slate,ROUND_006,12,19.34029588285181,13.410290147342257,21.466768376098354,-0.6864301766514727,0.3152369107522558,0.8333333333333334,55.07596964284534
historical_forward_refit,campaign_noise,before_batch,full_slate,ROUND_007,12,13.553626494269166,10.962608874536977,16.792613825288125,0.1291994985985594,0.5359027482788349,1.0,60.03281743009649
historical_forward_refit,campaign_noise,before_batch,full_slate,ROUND_008,12,19.33911395530092,17.650807358728155,20.784352710369216,-2.3327601429265714,0.5594405594405596,0.9166666666666666,63.62402309995816
historical_forward_refit,campaign_noise,before_batch,full_slate,ROUND_009,12,10.527700847103224,5.338567360270287,13.596404050580091,0.3512449949269666,0.7692307692307694,0.9166666666666666,62.96615156393318
historical_forward_refit,control,before_batch,full_slate,ROUND_003,12,7.411678905819312,-0.11071242410531686,8.397892076453626,0.22263157140249434,0.6164632921377448,0.9166666666666666,59.12177731807075
historical_forward_refit,control,before_batch,full_slate,ROUND_004,12,16.86533165533696,9.45254428446165,21.96856677483964,-0.3414755848032893,0.04195804195804196,0.75,52.893079860610094
historical_forward_refit,control,before_batch,full_slate,ROUND_005,12,17.450526166895084,15.820386483310555,20.703584920742944,-0.314540628642614,0.8896686147896997,0.8333333333333334,60.2652711801452
historical_forward_refit,control,before_batch,full_slate,ROUND_006,12,18.81402019774316,15.280755066040783,21.384562165881007,-0.673538661516994,0.23240012901731957,1.0,60.10943497155728
historical_forward_refit,control,before_batch,full_slate,ROUND_007,12,18.22363379641375,15.728257856788666,20.714312262350017,-0.32502205317976185,0.6830133066298876,0.9166666666666666,64.54489410586365
historical_forward_refit,control,before_batch,full_slate,ROUND_008,12,20.01984021450126,18.738566535321265,21.824787777457594,-2.674778019500608,0.5804195804195805,0.8333333333333334,67.39774821589992
historical_forward_refit,control,before_batch,full_slate,ROUND_009,12,10.640320656218169,6.7399957283588305,13.27062415724559,0.38196183276687956,0.7552447552447553,1.0,69.30233318232213
historical_forward_refit,control,before_batch,matched_nonreference,ROUND_003,11,7.4517390741601295,0.5129516331642292,8.51576088078085,0.20763046877233804,0.5649217389969745,1.0,63.38868200923128
historical_forward_refit,control,before_batch,matched_nonreference,ROUND_006,10,20.797011163887568,20.116719152653168,23.060436107473386,-0.6714776138520289,0.32517785314411984,1.0,66.56080453689871
historical_forward_refit,control,before_batch,matched_nonreference,ROUND_007,10,20.733834685781538,17.77061045858292,22.413772354823326,-0.5707315684200529,0.6686960980480711,0.9,69.19350904866405
historical_forward_refit,control,before_batch,matched_nonreference,ROUND_008,10,20.149879716496496,20.149879716496496,21.66229891760825,-2.124761487919847,0.6363636363636362,0.9,73.00727458482213
historical_forward_refit,control,before_batch,matched_nonreference,ROUND_009,10,10.80779279297491,8.571492605907075,13.818209127798195,0.288146506030619,0.8060606060606059,1.0,73.74083736365834
historical_forward_refit,control,reference_conditioned,matched_nonreference,ROUND_003,11,7.876816626857153,5.419302983405886,9.871946947371558,-0.06484519779103781,0.5649217389969745,1.0,62.798219133178506
historical_forward_refit,control,reference_conditioned,matched_nonreference,ROUND_006,10,26.687497009733704,26.687497009733704,28.917986718138884,-1.6284616195611594,0.32517785314411984,0.5,63.03466951053914
historical_forward_refit,control,reference_conditioned,matched_nonreference,ROUND_007,10,18.339262398749064,13.658734416994445,19.37823953938107,-0.17408813404708212,0.6686960980480711,0.8,60.29636448513024
historical_forward_refit,control,reference_conditioned,matched_nonreference,ROUND_008,10,12.298226363210672,11.680725209702164,14.088918261474129,-0.3217918925259837,0.6848484848484848,1.0,69.41673493595364
historical_forward_refit,control,reference_conditioned,matched_nonreference,ROUND_009,10,11.762558306631197,10.975924887885276,15.419155255951011,0.11364385170159552,0.8060606060606059,1.0,69.3509293737525
historical_forward_refit,current,before_batch,full_slate,ROUND_003,12,16.536584387662543,14.765135289727136,18.108306751613803,-2.6144482066073214,0.5989501304292861,0.9166666666666666,77.25978912525481
historical_forward_refit,current,before_batch,full_slate,ROUND_004,12,29.94799092777072,27.715012848921788,34.204485674964204,-2.2519619283848002,0.09090909090909093,0.5833333333333334,76.7495899317024
historical_forward_refit,current,before_batch,full_slate,ROUND_005,12,30.473503785588136,30.473503785588136,33.879606027504074,-2.520137374016791,0.7323649216501577,0.75,76.71807654909317
historical_forward_refit,current,before_batch,full_slate,ROUND_006,12,30.67437448993974,25.122825909689695,33.914263939589446,-3.209202461065918,0.33625270480240615,0.6666666666666666,63.97238851066646
historical_forward_refit,current,before_batch,full_slate,ROUND_007,12,22.187764892833133,20.43958090126435,29.00029921524329,-1.597090158857437,0.21366057284319562,0.6666666666666666,60.4472204091154
historical_forward_refit,current,before_batch,full_slate,ROUND_008,12,34.91601049640007,32.825136865584135,36.943924012376804,-9.529726620438865,0.07692307692307693,0.5,66.01076783856722
historical_forward_refit,current,before_batch,full_slate,ROUND_009,12,22.308345692021007,18.72056419958274,25.993277155693434,-1.3711262144576106,-0.013986013986013986,0.5833333333333334,61.706168092153035
